gene_id	gene_symbol	SC1007_mRNA	SC1014_mRNA	SC1015_mRNA	SC1034_mRNA	SC1041_mRNA	SC1055_mRNA	iso_GS_1_mRNA	iso_GS_2_mRNA	iso_MC_1_mRNA	iso_MC_2_mRNA
ENSG00000291156.1	ENSG00000291156	353.03890370081734	279.4036933926982	425.15982335361866	591.109699729741	504.7271541692774	451.27402013815674	100.78672340626505	87.1970748850856	66.38353687911992	79.82063883747206
ENSG00000217801.13	ENSG00000217801	6.021985564193046	10.84443558830107	10.486004611860551	4.805769916501959	10.51514904519328	9.073874399560792	33.115637690629946	18.49634921804846	7.062078391395736	12.094036187495767
ENSG00000131591.18	C1orf159	92.5880280494681	74.63523316654266	114.39277758393328	80.49664610140782	88.97433807471236	114.9357423944367	266.3649118594148	264.23356025783517	347.4542568566702	292.67567573739757
ENSG00000162571.14	TTLL10	14.302215714958486	0	0	0	2.426572856583064	9.678799359531512	41.75449969688123	47.562040846410326	35.31039195697868	24.188072374991535
ENSG00000078808.20	SDF4	3527.378044226077	2187.386448957904	1575.760511218681	1202.6439216046153	2820.4865169683817	2812.9010638638456	3720.4699040255555	3774.576408283175	3220.3077464764556	3236.364083773867
ENSG00000176022.7	B3GALT6	1206.6553574251816	1272.6264116859197	1366.0404189814699	809.7722309305802	1430.869127765147	1629.6678421611182	2071.8870711659342	2131.0436634794405	1894.0494245723364	1867.3191873493465
ENSG00000160087.21	UBE2J2	802.4295764287234	621.3223684120732	712.0950404599846	615.1385493122508	797.5336121969672	779.7482734022574	1085.616992118912	1175.8393431473664	1254.2251223118826	1271.083203305805
ENSG00000162572.21	SCNN1D	33.120920603061755	5.103263806259328	30.504740689048873	18.021637186882348	32.35430475444086	8.468949439590073	69.11089605001033	62.094886660591264	74.8580309487948	38.700915799986454
ENSG00000131584.19	ACAP3	863.402180266178	796.1091537764551	1335.535678292421	570.6851775846077	1002.9834473876666	1128.1850503453918	1225.278594553308	1187.729853358969	1569.1938185681324	1442.818517168245
ENSG00000169972.13	PUSL1	130.97818602119875	107.80644790722829	118.20587017006439	102.12261072566665	122.94635806687526	91.94859391554935	207.33268815003098	223.27735841787072	182.20162249800998	183.82935004993567
ENSG00000127054.22	INTS11	876.1988995900882	777.6098224787651	919.9085864041301	665.5991334355214	963.3494240634766	795.476322361496	1458.5278687220928	1613.1458853740837	1549.4199990722245	1379.929528993267
ENSG00000240731.1	ENSG00000240731	12.796719323910223	20.41305522503731	20.972009223721102	0	12.941721901776344	12.09849919941439	40.31468936250602	47.562040846410326	36.72280763525783	42.32912665623518
ENSG00000224051.7	CPTP	264.96736482449404	197.75147249254894	224.97246258173544	123.74857534992546	248.31928899033358	305.4871047852133	460.73930700006883	537.7152951246945	442.0861073013731	419.66305570610314
ENSG00000169962.5	TAS1R3	22.582445865723923	16.585607370342814	19.065462930655546	6.00721239562745	17.794867614942472	15.728048959238706	25.916586018753872	30.386859429651043	57.90904280944503	30.23509046873942
ENSG00000107404.21	DVL1	1429.4688233003244	1235.6277490905397	1240.2083636391433	547.8577704812234	1470.503151089337	1375.599358973416	2354.0898967034764	2490.4013054300963	2285.28856745566	2199.90518250548
ENSG00000162576.17	MXRA8	958.2484529022184	766.1274789146815	418.48691132788923	343.6125490298901	981.144291678419	549.876788613384	578.8037544188364	671.1532430549013	502.8199814673764	454.7357606498408
ENSG00000175756.14	AURKAIP1	1579.2657142096264	1437.8445774135655	1283.1056552331183	1677.213700859184	1753.6033176906944	1108.8274516263289	1791.1240559627674	1806.0363843623034	1803.654821162471	1770.5668978493802
ENSG00000221978.13	CCNL2	1297.7378890836014	920.5012090540263	1122.002493469079	1432.1194351175839	1108.9437954584605	1373.1796591335333	2130.9192948753184	2034.5984139853308	2377.0955865438045	2205.952200599228
ENSG00000224870.9	MRPL20-AS1	973.3034168127011	704.2504052637872	636.7864618838952	902.2833018232429	938.2748378787849	842.6604692392123	1006.4274237282752	978.9853407552793	951.9681671601452	967.5228949996614
ENSG00000242485.6	MRPL20	3354.245959255527	3994.579744349489	2859.819439598332	4512.61795159534	3714.2741858098107	3196.4234884852817	1493.083316747098	1588.0436971495892	1518.3468541500833	1526.2673668619657
ENSG00000272455.1	MRPL20-DT	66.99458940164764	31.257490813338382	81.98149060181885	84.10097353878429	68.75289760318682	108.8864927947295	105.1061544093907	100.40875289797737	77.6828623053531	74.98302436247376
ENSG00000235098.9	ANKRD65	207.7585019646601	13.396067491430735	22.878555516786655	9.611539833003919	357.5150675365715	88.31904415572504	46.07393070000688	46.240873045121155	26.835897887303798	31.444494087488994
ENSG00000205116.4	TMEM88B	54.19787007773741	28.067950934426303	24.78510180985221	28.834619499011758	118.90206997257016	30.246247998535974	21.597155015628225	14.532845814180934	29.66072924386209	24.188072374991535
ENSG00000179403.12	VWA1	1275.9081914134017	491.8270493282427	568.1507953335353	325.59091184300775	1772.207042924498	607.3446598106024	911.3999416595111	959.1678237359416	467.50958951039775	453.52635703109127
ENSG00000215915.10	ATAD3C	18.06595669257914	20.41305522503731	4.766365732663886	4.805769916501959	36.39859284874596	9.073874399560792	15.837913678127364	5.2846712051567035	1.4124156782791473	8.465825331247038
ENSG00000160072.20	ATAD3B	580.3688587491048	398.69248486401	625.3471841255019	921.5063814892508	595.3192074817118	776.7236486024037	944.515579350141	1029.189717204268	1024.0013667523817	1104.1855039183636
ENSG00000197785.14	ATAD3A	256.6871346737286	321.50561979433763	284.07539766676763	132.1586727038039	336.48476944618494	201.4400116702496	729.9838395282341	915.5692862933988	788.1279484797641	729.2703821059947
ENSG00000205090.10	TMEM240	82.80230150765439	81.01431292436682	57.19638879196664	55.26635403977254	56.6200333202715	101.62739327508086	194.37439514065403	170.43064636630368	152.5408932541479	164.47889214994242
ENSG00000160075.12	SSU72	2882.2728406618967	3089.3883267142405	2843.6137961072745	3084.102843915133	3224.9153263988924	3085.72222081064	3143.105959941094	3502.4158412176052	3398.272121939628	3225.479451205121
ENSG00000215014.5	ENSG00000215014	33.120920603061755	42.73983437742187	57.19638879196664	79.29520362228233	55.811175701410484	50.208771677569715	76.3099477218864	66.05839006445879	56.49662713116589	71.35481350622503
ENSG00000228594.4	FNDC10	347.01691813662427	317.67817193964316	424.2065502070859	171.80627451494504	305.7481799294661	324.23977854430564	499.6141860281996	558.8539799453214	413.8377937357901	336.2142060123823
ENSG00000286989.1	ENSG00000286989	48.9286327090685	21.050963200819726	37.17765271477831	18.021637186882348	20.221440471525536	26.011773278740936	119.50425775314285	88.51824268637478	74.8580309487948	74.98302436247376
ENSG00000272106.1	ENSG00000272106	522.4072476937467	250.05992650670706	433.73928167241365	553.8649828768508	410.0908127625379	663.6026810878792	813.4928389219965	960.4889915372308	778.2410387318101	736.5268038184922
ENSG00000197530.13	MIB2	589.4018370953944	453.55257078129773	414.6738187417581	291.95052242749404	635.7620884247629	515.396065895053	1840.0776073315249	1736.014490893977	1481.6240465148255	1483.9382402057306
ENSG00000248333.9	CDK11B	249.9124009140114	153.09791418777982	176.3555321085638	141.7702125368078	240.23071280172337	141.55244063314836	349.87391125317725	412.20435400222283	481.6337462931892	376.12452543111834
ENSG00000189339.12	SLC35E2B	732.4239942449792	475.8793499336823	992.3573455406212	502.2029562744548	597.7457803382948	819.0683958003541	2309.455776337845	2555.138527693266	2891.2148934374145	2531.281774042864
ENSG00000293187.1	ENSG00000293187	15.054963910482616	27.430042958643885	21.92528237025388	22.82740710338431	8.897433807471236	20.56744863900446	24.476775684378655	39.63503403867527	50.846964418049296	43.53853027498476
ENSG00000008128.23	CDK11A	9.03297834628957	8.292803685171407	12.392550904926106	6.00721239562745	11.3240066640543	7.864024479619353	12.958293009376936	6.605839006445879	14.124156782791472	19.350457899993227
ENSG00000268575.1	ENSG00000268575	109.14848835099896	67.61824543293609	106.76659241167106	73.28799122665488	97.06291426332257	148.20661519282626	204.45306748128053	206.10217700111141	224.57409284638442	226.15847670617083
ENSG00000293188.1	ENSG00000293188	180.65956692579138	230.28477925745216	365.1036151220537	109.33126560041958	193.31697090778414	317.5856039846277	843.728855943876	972.3795017488334	973.1544023343324	849.0013403622029
ENSG00000290854.1	ENSG00000290854	85.06054609422678	81.01431292436682	165.86952749670326	56.46779651889803	99.48948711990563	151.8361649526506	358.5127732594285	359.3576419506558	344.6294255001119	384.5903507623654
ENSG00000008130.15	NADK	1499.4744054840685	933.897276545457	1011.4228084712768	743.6928945786783	1362.925087780821	1264.8980912987745	1445.569575712716	1635.6057379959996	1360.1562981828188	1286.8054503495496
ENSG00000078369.19	GNB1	12287.861543735911	13977.201657368516	29267.392144849327	12496.20322538422	13398.72645643282	14794.649746003886	13191.54228354572	13737.50279780485	18523.831620631016	16218.102527431824
ENSG00000231050.3	GNB1-DT	11.291222932861961	22.326779152384557	14.29909719799166	1.2014424791254898	6.470860950888172	7.259099519648633	10.078672340626506	19.817517019337636	16.948988139349765	22.97866875624196
ENSG00000178821.13	TMEM52	92.5880280494681	45.92937425633395	189.70135616002267	75.69087618490586	92.20976855015644	73.80084511642778	44.63412036563167	42.27736964125363	40.96005467009527	35.072704943737726
ENSG00000142609.20	CFAP74	57.20886285983394	33.809122716468046	30.504740689048873	25.23029206163529	23.456870946969623	53.83832143739403	529.8502030500791	503.364932291176	265.53414751647966	286.62865764364966
ENSG00000187730.9	GABRD	52.69237368668915	13.396067491430735	113.4395044374005	78.09376114315684	5.66200333202715	32.06102287844813	41.75449969688123	66.05839006445879	45.19730170493271	50.79495198748222
ENSG00000067606.17	PRKCZ	1433.985312473469	1597.959479334952	1731.1440341035236	1474.1699218869762	1817.5030695807152	1639.3466415206497	852.3677179501273	901.0364404792178	642.649133617012	719.5951531559981
ENSG00000271806.1	ENSG00000271806	3.010992782096523	0.637907975782416	1.9065462930655546	14.417309749505879	1.617715237722043	10.28372431950223	18.717534346877795	7.927006807735054	15.53657246107062	15.722247043744497
ENSG00000182873.5	PRKCZ-AS1	20.32420127915153	9.568619636736239	23.83182866331943	1.2014424791254898	32.35430475444086	35.69057263827245	33.115637690629946	64.73722226316961	24.011066530745502	25.39747599374111
ENSG00000162585.17	FAAP20	307.1212637738454	310.6611842060366	258.33702271038266	158.59040724456466	342.1467727782121	178.45286319136224	496.73456535944916	484.8685830731275	617.2256514079874	493.4366764498273
ENSG00000157933.11	SKI	501.3302982190711	801.2124175827145	1385.1058819121254	170.60483203581956	609.8786446212101	499.0630919758436	588.882426759463	616.985363202045	703.3830077830153	625.2616708935311
ENSG00000287356.1	ENSG00000287356	29.357179625441102	19.775147249254896	8.579458318794996	0	17.794867614942472	12.09849919941439	50.39336170313253	38.3138662373861	29.66072924386209	43.53853027498476
ENSG00000116151.14	MORN1	316.9069903156591	225.81942342697525	293.6081291320954	158.59040724456466	230.5244213753911	241.36505902831706	717.025546518857	757.0291501386978	529.6558793546802	528.509381393565
ENSG00000292993.1	ENSG00000292993	36.88466158068241	34.447030692250465	14.29909719799166	14.417309749505879	43.678311418495156	61.70234591701338	50.39336170313253	54.16787985285621	43.78488602665356	43.53853027498476
ENSG00000272420.1	ENSG00000272420	27.85168323439284	40.82611045007462	70.54221284342552	28.834619499011758	18.603725233803495	62.307270876984106	50.39336170313253	51.525544250277854	32.485560600420385	37.49151218123688
ENSG00000157916.20	RER1	1839.7165898609755	1927.1199948386786	1586.2465158305415	1627.954559215039	1873.3142452821257	1825.6635291916314	2250.423552628461	2421.700579763059	2249.9781754986816	2347.4524239929283
ENSG00000157911.11	PEX10	528.4292332579398	353.40101858345844	428.01964279321703	347.21687646726656	466.7108460828094	460.3478945377175	737.1828912001101	717.3941161000224	610.1635730165916	672.4284120247646
ENSG00000149527.18	PLCH2	178.401322339219	116.09925159239971	262.1501152965138	117.74136295429801	161.7715237722043	179.66271311130367	152.6198954437728	140.04378693665262	165.25263435866023	210.43622966242634
ENSG00000157881.16	PANK4	715.8635339434484	359.1421903655002	541.4591472306175	466.1596819006901	511.19801512016556	676.3061052472643	935.8767173438897	904.9999438830854	891.2342929941419	907.0527140621825
ENSG00000272449.3	ENSG00000272449	9.7857265418137	22.964687128166975	12.392550904926106	12.0144247912549	5.66200333202715	1.8147748799121584	4.319431003125645	3.963503403867527	16.948988139349765	10.88463256874619
ENSG00000157870.17	PRXL2B	323.6817240753762	796.7470617522375	809.328901406328	452.9438146303097	1030.4846064289413	635.1712079692554	922.9184243345128	997.4816899733278	792.3651955146016	758.2960689559845
ENSG00000142606.16	MMEL1	0	0.637907975782416	24.78510180985221	0	5.66200333202715	68.96144543666202	31.67582735625473	14.532845814180934	15.53657246107062	18.14105428124365
ENSG00000177133.14	PRDM16-DT	9.03297834628957	0	3.813092586131109	0	9.706291426332257	9.678799359531512	203.01325714690532	200.81750579595473	66.38353687911992	59.26077731872926
ENSG00000142611.17	PRDM16	3.763740977620654	54.22217794150536	18.11218978412277	4.805769916501959	41.25173856191209	45.974296957774676	283.6426358719174	331.61311812358315	177.96437546317256	153.59425958119624
ENSG00000287828.1	ENSG00000287828	7.527481955241308	6.37907975782416	1.9065462930655546	0	8.088576188610215	1.209849919941439	14.398103343752151	40.95620183996445	11.299325426233178	12.094036187495767
ENSG00000130762.15	ARHGEF16	292.06629986336276	49.11891413524603	41.944018447442204	10.812982312129408	273.39387517502524	59.887571037101225	96.46729240313941	100.40875289797737	53.671795774607595	74.98302436247376
ENSG00000162591.17	MEGF6	108.39574015547483	77.18686506967234	105.81331926513828	61.273566435399985	185.2283947191739	130.05886639370468	698.3080121719793	687.0072566703714	546.6048674940299	503.1119053998239
ENSG00000158109.15	TPRG1L	889.7483671095226	819.0738409046221	1432.7695392387643	764.1174167238116	1013.4985964328599	656.3435815682307	748.7013738751118	693.6130956768174	816.3762620453471	919.1467502496782
ENSG00000116213.16	WRAP73	261.20362384687337	169.68352155812264	183.02844413429324	295.5548498648705	229.7155637565301	264.95713246717514	593.2018577625886	548.284637535008	533.8931263895176	517.6247488248189
ENSG00000078900.16	TP73	36.88466158068241	19.775147249254896	19.065462930655546	26.43173454076078	23.456870946969623	54.44324639736475	354.1933422563029	483.54741527183836	159.60297164554365	163.26948853119285
ENSG00000293478.1	TP73-AS1	554.0226719057603	520.5329082384515	722.5810450718452	367.64139861239994	548.4054655877726	734.3789014044535	888.3629763095076	928.7809643062906	930.781931985958	875.6082199746935
ENSG00000162592.10	CCDC27	8.280230150765439	8.930711660953824	10.486004611860551	3.6043274373764698	11.3240066640543	1.209849919941439	35.99525835938037	22.45985262191599	15.53657246107062	18.14105428124365
ENSG00000235169.11	SMIM1	73.76932316136482	41.464018425857034	44.80383788704054	81.69808858053331	84.12119236154624	32.66594783841885	83.50899939376247	95.12408169282065	42.372470348374414	45.95733751248392
ENSG00000130764.10	LRRC47	1370.754464049442	1305.7976264266053	1592.9194278562709	797.7578061393253	1386.3819587277908	1301.1935888970177	2678.0472219379	2777.0947183098474	2740.0864158615454	2751.393232655287
ENSG00000272153.1	ENSG00000272153	27.85168323439284	13.396067491430735	27.64492124945054	36.043274373764696	12.941721901776344	13.308349119355828	20.15734468125301	22.45985262191599	33.89797627869953	20.559861518742803
ENSG00000116198.14	CEP104	1056.1057183203554	988.1194544869624	1385.1058819121254	712.4553901214155	1103.2817921264332	1090.6797028272072	1537.7174371127296	1680.5254432398317	1628.5152770558568	1590.3657586556933
ENSG00000169598.17	DFFB	473.47861498467825	338.72913514046286	264.05666158957933	406.0875579444156	353.4707794422664	421.63269709959144	326.8369459031738	302.54742649522126	303.66937083001665	266.0687961249069
ENSG00000198912.12	C1orf174	639.083217999987	736.145804052908	589.1228045572564	764.1174167238116	592.8926346251287	567.4196124525348	712.7061155157314	865.3649098444101	717.5071645658068	740.155014674741
ENSG00000196581.11	AJAP1	1550.6612827797094	1150.7859883114784	1582.4334232444103	373.6486110080274	704.5149860279497	1727.6656856763748	1867.4340036846538	1889.2699558435213	1001.4027158999154	1262.6173779745582
ENSG00000131697.18	NPHP4	215.2859839199014	193.92402463785444	325.0661429676771	194.63368161832938	165.00695424764837	435.545971178918	669.511805484475	651.3357260355637	624.2877297993831	551.488050149807
ENSG00000069424.16	KCNAB2	575.0996213804359	379.5552455905375	1254.5074608371349	478.174106691945	1324.9087796943531	747.0823255638385	545.6881167282065	482.22624747054914	399.7136369529987	428.12888103735014
ENSG00000116254.18	CHD5	1087.721142532369	1038.5141845737733	1872.2284597903747	186.22358426445095	1705.0718605590332	1267.922716098628	1711.9344875721306	1549.7298309122032	1086.147656596664	1240.8481128370656
ENSG00000116251.11	RPL22	1832.1891079057343	2349.415074806638	2359.351037668624	3299.1610476785954	2071.4843619030758	2026.4986159019102	3821.2566274318206	3857.809979764393	3850.245138988955	3975.3096948298585
ENSG00000158286.13	RNF207	62.47810022850285	113.54761968927004	77.21512486915496	64.87789387277645	114.85778187826504	97.39291855528583	77.74975805626161	80.59123587863972	67.79595255739906	42.32912665623518
ENSG00000116237.16	ICMT	4983.94580256527	5209.156530239208	3808.3262203984455	3141.7720829131563	5672.518481072343	4450.432930504583	4431.736209206912	5172.371942047123	4707.581455704398	4595.733751248392
ENSG00000225077.3	ICMT-DT	6.774733759717177	33.809122716468046	29.551467542516097	69.68366378927841	42.86945379963414	19.357598719063024	8.63886200625129	5.2846712051567035	25.423482209024648	19.350457899993227
ENSG00000158292.7	GPR153	1314.2983493851323	1353.6407246102867	2050.490538192004	535.8433456899685	1083.0603516549077	1959.3519453451604	1707.615056569005	2054.4159310046684	2329.0734534823137	1862.481572874348
ENSG00000097021.21	ACOT7	956.7429565111702	1084.4435588301071	2676.7909954640386	1293.9535500181526	1299.0253358908005	1319.3413376961391	1203.6814395376798	1318.5254656865975	1820.6038093018208	1510.5451198182213
ENSG00000271746.1	ENSG00000271746	51.18687729564089	46.56728223211636	29.551467542516097	67.28077883102743	40.44288094305107	71.3811452765449	21.597155015628225	23.781020423205163	26.835897887303798	35.072704943737726
ENSG00000069812.11	HES2	9.7857265418137	14.033975467213152	19.065462930655546	20.424522145133327	21.03029809038656	7.259099519648633	18.717534346877795	13.211678012891758	26.835897887303798	16.931650662494075
ENSG00000187017.18	ESPN	111.40673293757136	1.275815951564832	11.439277758393327	13.21586727038039	121.32864282915322	15.728048959238706	35.99525835938037	13.211678012891758	39.54763899181612	22.97866875624196
ENSG00000215788.11	TNFRSF25	78.2858123345096	33.17121474068563	25.738374956384988	26.43173454076078	65.51746712774273	40.529972318038205	87.82843039688811	91.16057828895313	73.44561527051566	83.44884969372079
ENSG00000171680.23	PLEKHG5	977.8199059858459	761.6621230842046	510.0011333950359	265.51878788673326	913.2002516940933	722.2804022050391	1058.2605957657831	1017.2992069926654	742.9306467748314	792.1593702809728
ENSG00000162408.11	NOL9	1363.979730289725	1274.540135613267	1408.937710575445	741.2900096204273	1364.5428030185433	1371.364884253621	1850.1562796721512	2037.240749587909	2162.4084034453745	2072.9178025367746
ENSG00000173662.21	TAS1R1	16.560460301530878	13.396067491430735	21.92528237025388	25.23029206163529	0.8088576188610215	16.937898879180146	28.796206687504302	15.854013615470109	24.011066530745502	14.512843424994921
ENSG00000204859.13	ZBTB48	334.9729470082382	246.23247865201256	221.15936999560432	228.2740710338431	248.31928899033358	287.33935598609173	619.1184437813424	675.1167464587688	747.1678938096688	709.9199242060015
ENSG00000162413.17	KLHL21	460.681895660768	369.98662595380125	233.55192090053043	136.96444262030585	313.0278984992153	232.896109588727	1192.1629568626781	1247.1824044169819	947.7309201253078	953.0100515746665
ENSG00000116273.6	PHF13	581.121606944629	539.0322395361414	989.4975261010228	297.9577348231215	573.4800517724642	710.1819030056247	352.7535319219277	350.1094673416316	492.93307171942234	425.710073799851
ENSG00000041988.16	THAP3	390.6763134770239	387.2101412999265	412.76727244869255	573.0880625428587	431.92996847178546	402.27509838052845	607.5999611063407	630.1970412149368	546.6048674940299	553.9068573873061
ENSG00000007923.17	DNAJC11	1343.6555290105734	1379.1570436415832	1109.6099425641528	809.7722309305802	1458.3702868064217	1048.334955629257	1163.3667501751738	1327.7736402956216	1685.0119041870225	1423.4680592682519
ENSG00000237436.1	CAMTA1-DT	7.527481955241308	14.671883442995567	9.532731465327773	18.021637186882348	10.51514904519328	22.38222351891662	8.63886200625129	18.49634921804846	16.948988139349765	14.512843424994921
ENSG00000171735.21	CAMTA1	6693.436954600571	11152.545140603977	11615.633290501892	5149.382465531849	7964.820972924478	6271.861984976419	3750.705921047435	3799.6785965076697	4636.96067179044	4212.352804104776
ENSG00000270171.1	ENSG00000270171	43.659395340399584	100.15155219783931	121.06568960966271	72.08654874752939	15.368294758359408	67.75159551672058	67.6710857156351	63.416054461880435	76.27044662707395	47.16674113123349
ENSG00000270035.1	ENSG00000270035	8.280230150765439	28.067950934426303	29.551467542516097	10.812982312129408	9.706291426332257	3.6295497598243167	27.356396353129085	31.708027230940218	48.022133061491004	24.188072374991535
ENSG00000269978.1	ENSG00000269978	11.291222932861961	36.998662595380125	8.579458318794996	12.0144247912549	2.426572856583064	26.616698238711656	43.19431003125645	42.27736964125363	43.78488602665356	33.86330132498815
ENSG00000049245.13	VAMP3	2577.4098214746236	2018.340835375564	1353.6478680765438	1670.005045984431	2212.2255875848937	2310.2084221281775	2250.423552628461	2707.072824841521	2170.882897515049	2051.148537399282
ENSG00000269925.1	ENSG00000269925	16.560460301530878	41.464018425857034	29.551467542516097	22.82740710338431	20.221440471525536	32.66594783841885	35.99525835938037	43.5985374425428	32.485560600420385	41.119723037485606
ENSG00000049246.15	PER3	246.9014081319149	541.5838714392711	461.3842029218642	255.90724805372935	224.05356042450293	286.734431026121	164.1383781187745	186.28465998177379	138.41673647135642	137.87201253745175
ENSG00000049247.14	UTS2	645.8579517597042	3120.0079095517963	2344.0986673240996	4756.510774857815	4307.9756780538	2126.9161592570495	107.98577507814113	153.2554649495444	63.558705522561624	91.91467502496783
ENSG00000049249.10	TNFRSF9	324.43447227090036	1085.719374781672	1570.0408723394842	1106.5285232745762	3216.826750210282	514.7911409350822	76.3099477218864	63.416054461880435	104.5187601926569	110.05572930621148
ENSG00000116288.13	PARK7	11170.7832215781	12572.528294695636	9394.50685908052	18567.09207240532	13244.234651230365	9787.685852326242	6536.738918063476	6810.620015645702	6248.526960706948	6703.724258728904
ENSG00000284747.1	ENSG00000284747	12.796719323910223	4.465355830476912	0	4.805769916501959	2.426572856583064	7.259099519648633	20.15734468125301	14.532845814180934	16.948988139349765	16.931650662494075
ENSG00000116285.13	ERRFI1	2182.217018824455	2158.6805900476957	1565.2745066068203	2062.876736658466	2175.8269947361478	1682.2963136785709	1936.5448997346641	2276.37212162125	2026.8164983305762	2010.0288143617965
ENSG00000200975.1	RNU1-7P	30.109927820965233	27.430042958643885	26.691648102917764	58.870681477149006	20.221440471525536	32.06102287844813	0	1.3211678012891759	0	2.4188072374991534
ENSG00000162426.16	SLC45A1	261.20362384687337	148.6325583573029	366.0568882685865	167.0005045984431	308.17475278604917	296.4132303856525	257.7260498531635	217.992687212714	200.5630263156389	198.34219347493058
ENSG00000142599.20	RERE	11299.503163012727	9629.220894435568	17444.898581549824	27074.506267092915	5838.334292938853	20192.395163822617	6411.475418972833	5843.525185102025	4975.940434577436	5601.957562048039
ENSG00000074800.16	ENO1	28228.057332154905	22947.463612820848	36746.7732525455	51616.371788189295	38609.20072109314	24992.474721190276	29716.245491170062	23610.58977683886	18731.456725338052	19558.475322418155
ENSG00000131686.15	CA6	7.527481955241308	27.430042958643885	0	0	9.706291426332257	6.049249599707195	7.1990516718760755	0	15.53657246107062	10.88463256874619
