gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,UP/DOWN,abs_log2FC
ENSG00000106034.18,CPED1,244.8932323237312,2.66638929948341,0.2316491801850474,7.631518259589716e-32,2.417543620266935e-29,Up,2.66638929948341
ENSG00000005469.12,CROT,693.409496701401,1.592142923701925,0.1408774049004516,8.689223945734516e-31,2.619221738042574e-28,Up,1.592142923701925
ENSG00000233098.10,CCDC144NL-AS1,1989.977457199604,1.147050309694806,0.1014645997588229,9.621053357972386e-31,2.852563459545714e-28,Up,1.147050309694806
ENSG00000144619.15,CNTN4,2069.583864111527,1.184900775596844,0.1079764258806692,4.007759261936417e-29,1.132567718927844e-26,Up,1.184900775596844
ENSG00000291100.1,ENSG00000291100,120.3672450714318,4.587466291784543,0.4169122188130715,7.34047574544618e-29,2.042459143571379e-26,Up,4.587466291784543
ENSG00000134121.10,CHL1,7331.532208750012,1.184194553867431,0.1091277083683492,1.487182649716906e-28,4.075331121633328e-26,Up,1.184194553867431
ENSG00000047457.14,CP,4893.001067158618,1.289646797473429,0.119415566269539,2.526921461155191e-28,6.821179335291459e-26,Up,1.289646797473429
ENSG00000101825.8,MXRA5,746.1356431665929,1.721185877575092,0.1631409054723236,3.209585639016059e-27,8.175854347499218e-25,Up,1.721185877575092
ENSG00000152582.14,SPEF2,934.5938556497284,1.395047913989175,0.132755568602676,5.620671415767338e-27,1.411881433688446e-24,Up,1.395047913989175
ENSG00000105357.20,MYH14,124.8311743771431,3.586530146128675,0.341058730065381,6.007675417768229e-27,1.488422158982961e-24,Up,3.586530146128675
ENSG00000101542.10,CDH20,1047.908956501186,1.295734787009251,0.123956857873573,1.050268855998781e-26,2.566913855350533e-24,Up,1.295734787009251
ENSG00000274618.2,H4C6,596.0023501119297,1.817378238223464,0.1750219015002349,1.86288281844398e-26,4.492279820583709e-24,Up,1.817378238223464
ENSG00000142700.12,DMRTA2,1540.827851760552,1.270414295749859,0.1233985177561793,5.46154676657514e-26,1.282825127536078e-23,Up,1.270414295749859
ENSG00000145247.12,OCIAD2,400.9444478496773,1.913689001617506,0.1862438797791477,5.878822814733382e-26,1.363133197785487e-23,Up,1.913689001617506
ENSG00000104332.12,SFRP1,889.0763410619846,1.734907578564175,0.1702039132646199,1.334939959865943e-25,3.017965514266929e-23,Up,1.734907578564175
ENSG00000109193.12,SULT1E1,146.7252176762767,6.522841258563785,0.6301643630698645,4.589963714893038e-25,9.652800435762266e-23,Up,6.522841258563785
ENSG00000102181.22,CD99L2,5202.466684449416,0.8809576946727217,0.0880354677996718,1.449188615518843e-24,2.912225033363754e-22,Up,0.8809576946727217
ENSG00000124610.5,H1-1,153.6180923341033,6.847639877947557,0.6663587341020362,1.911219241638599e-24,3.716807656373732e-22,Up,6.847639877947557
ENSG00000176956.13,LY6H,1369.216501027824,1.185628696544481,0.120154413665439,4.570255232298543e-24,8.700803803300152e-22,Up,1.185628696544481
ENSG00000143320.9,CRABP2,1052.831914693051,1.313585728169867,0.1342143785503644,9.132631806934809e-24,1.720549779793989e-21,Up,1.313585728169867
ENSG00000153234.16,NR4A2,338.312176783377,1.823904937765677,0.1907589374130092,7.520598091188705e-23,1.346708287893454e-20,Up,1.823904937765677
ENSG00000136235.17,GPNMB,633.5527966692331,1.333830722897438,0.1403691224999248,1.453926793068186e-22,2.578011762689333e-20,Up,1.333830722897438
ENSG00000162761.14,LMX1A,3103.703846988848,1.252945570195946,0.1323500245373349,2.137222834824478e-22,3.716712710638031e-20,Up,1.252945570195946
ENSG00000137871.21,ZNF280D,102.8274650909109,3.605668234941957,0.3795836345688524,2.20134947246869e-22,3.791772053244641e-20,Up,3.605668234941957
ENSG00000114115.11,RBP1,972.1198607070826,1.230949134344075,0.1300894597755105,2.286889509022666e-22,3.901951288696598e-20,Up,1.230949134344075
ENSG00000146411.6,SLC2A12,1291.056759365794,1.18019682535152,0.1247762608235995,2.443187037707092e-22,4.129671099436492e-20,Up,1.18019682535152
ENSG00000269834.8,ZNF528-AS1,436.3608762610838,1.553106293388596,0.1646281793865123,2.51811636896671e-22,4.21691228232703e-20,Up,1.553106293388596
ENSG00000256463.10,SALL3,495.0562235041424,1.494039463026943,0.1594236375531354,4.589182117382998e-22,7.545449797726263e-20,Up,1.494039463026943
ENSG00000005513.11,SOX8,242.4616862165692,2.018800912912213,0.2170503591476439,8.58895249717165e-22,1.386962454141486e-19,Up,2.018800912912213
ENSG00000174473.17,GALNTL6,616.5230352733017,1.609276716330045,0.1731261964993877,9.524944311379153e-22,1.524496839076136e-19,Up,1.609276716330045
ENSG00000131094.4,C1QL1,815.6424371866771,1.195013050076412,0.1295493980237977,2.142828329270288e-21,3.312409672066875e-19,Up,1.195013050076412
ENSG00000177873.14,ZNF619,151.9440725429217,2.476813261163227,0.2740668521084217,1.058245168548924e-20,1.621984925286089e-18,Up,2.476813261163227
ENSG00000164707.16,SLC13A4,1676.927774830358,1.246028977543157,0.1379504248901075,1.257961270737232e-20,1.911889709458284e-18,Up,1.246028977543157
ENSG00000132437.18,DDC,1105.796265471287,1.420310883911119,0.1584959789802473,2.259301938816986e-20,3.349322529954428e-18,Up,1.420310883911119
ENSG00000152785.8,BMP3,185.4013676146405,2.152581469049726,0.2411370336823896,2.700292453907944e-20,3.97052758710399e-18,Up,2.152581469049726
ENSG00000069011.16,PITX1,117.2962618326074,3.067573974966132,0.3428128073838024,2.863570433681852e-20,4.11035990980714e-18,Up,3.067573974966132
ENSG00000141668.10,CBLN2,1078.187634464949,1.224464035861016,0.1376405078038613,4.383385544984182e-20,6.19358679426437e-18,Up,1.224464035861016
ENSG00000213967.12,ZNF726,79.52389107234457,4.491285387984214,0.5017935491671287,5.777811411657084e-20,8.100581177614729e-18,Up,4.491285387984214
ENSG00000130150.12,MOSPD2,855.5942967572129,1.176498665708264,0.1328107650692456,6.265191654796762e-20,8.716327405281095e-18,Up,1.176498665708264
ENSG00000121691.7,CAT,340.2621617501172,6.780298295746447,0.7711633026355348,8.030027707806306e-20,1.100235463055946e-17,Up,6.780298295746447
ENSG00000187955.13,COL14A1,562.9645656328009,1.396165537084441,0.1586894553253256,9.528135580861248e-20,1.295683158762831e-17,Up,1.396165537084441
ENSG00000147041.12,SYTL5,390.7546478918179,1.567514721604339,0.1784676272635653,1.028708492380014e-19,1.378164577272958e-17,Up,1.567514721604339
ENSG00000126768.13,TIMM17B,1718.961330112172,1.000436926720742,0.1150163102260029,2.867601952806714e-19,3.678258788543421e-17,Up,1.000436926720742
ENSG00000112394.18,SLC16A10,1472.533114588648,1.210113916883501,0.1393853263525823,2.892329972621926e-19,3.683850696115505e-17,Up,1.210113916883501
ENSG00000152611.12,CAPSL,399.1203657036642,1.49744385091682,0.1727375160715122,2.950866139210141e-19,3.732123426136686e-17,Up,1.49744385091682
ENSG00000079215.15,SLC1A3,1872.669999283368,1.094015084234211,0.1261930213281676,3.568213928624394e-19,4.481577577298666e-17,Up,1.094015084234211
ENSG00000213047.13,DENND1B,2243.008083231662,0.8700828891985183,0.1008660196926798,6.557433308473069e-19,8.106641484327441e-17,Up,0.8700828891985183
ENSG00000229847.9,EMX2OS,388.4633978659728,1.451192444662319,0.169215998294512,6.588943371647318e-19,8.106641484327441e-17,Up,1.451192444662319
ENSG00000144451.20,SPAG16,998.1819427109402,1.050872810900978,0.1223490975877853,7.393026538729429e-19,9.034478241855436e-17,Up,1.050872810900978
ENSG00000092969.12,TGFB2,808.8520513051984,1.242176856124402,0.1452513770680141,9.156834629405485e-19,1.111479940318306e-16,Up,1.242176856124402
ENSG00000105472.14,CLEC11A,146.196707012673,7.454245820522062,0.8254723887028054,9.315957700806601e-19,1.123256073178588e-16,Up,7.454245820522062
ENSG00000198680.6,TUSC1,349.9834045246253,1.506860333201419,0.1768699821477289,1.056718126363491e-18,1.257355528513822e-16,Up,1.506860333201419
ENSG00000218739.10,CEBPZOS,429.4635029825477,1.381009735201696,0.1620749166630345,1.092910863473467e-18,1.291920645541249e-16,Up,1.381009735201696
ENSG00000154330.13,PGM5,597.8271070098441,1.391534732807004,0.1633903153404351,1.155396826268846e-18,1.356916038954438e-16,Up,1.391534732807004
ENSG00000259439.3,LINC01833,249.2945411169455,1.816703164328988,0.2136643169293235,1.165350618839467e-18,1.359776212408425e-16,Up,1.816703164328988
ENSG00000183775.11,KCTD16,1232.190211874993,1.201803893740778,0.1419656019929197,1.931990766143666e-18,2.239870833107329e-16,Up,1.201803893740778
ENSG00000136535.15,TBR1,493.870196075358,1.306104098075233,0.1546388799858597,2.155455858619379e-18,2.460238706853325e-16,Up,1.306104098075233
ENSG00000140057.9,AK7,899.6215746077033,1.149294117212433,0.1363575528893248,2.764488047980037e-18,3.124908177235434e-16,Up,1.149294117212433
ENSG00000183098.12,GPC6,1606.144932604441,0.8913438540675948,0.1057718482563704,3.575270491733176e-18,4.016294541210325e-16,Up,0.8913438540675948
ENSG00000105479.16,ODAD1,171.5266962837621,2.073137373445721,0.2487337430344514,4.704404289732756e-18,5.219868465282615e-16,Up,2.073137373445721
ENSG00000128918.15,ALDH1A2,160.8626182274314,2.252896910548845,0.2709601463584615,5.354679452947889e-18,5.869377732485789e-16,Up,2.252896910548845
ENSG00000290376.1,HERC2P3,81.89543066786383,3.427478190588589,0.4109065849862612,5.67246809791941e-18,6.180256507166895e-16,Up,3.427478190588589
ENSG00000100918.14,REC8,455.5867216831528,1.416637678359126,0.1702844051609045,5.976273826513346e-18,6.472268768043138e-16,Up,1.416637678359126
ENSG00000161681.17,SHANK1,89.54891663680861,3.173399430976136,0.3816893826781704,6.84297992689095e-18,7.233256775255156e-16,Up,3.173399430976136
ENSG00000107731.12,UNC5B,826.7683420730411,1.141447387893381,0.1371802041120362,6.8780346589083e-18,7.233256775255156e-16,Up,1.141447387893381
ENSG00000060656.20,PTPRU,1731.77015673295,1.013169093943076,0.1214727131515715,6.87891277974061e-18,7.233256775255156e-16,Up,1.013169093943076
ENSG00000180772.8,AGTR2,79.21632540702933,5.191019441023612,0.6126832397217715,7.387055857972946e-18,7.722675852445011e-16,Up,5.191019441023612
ENSG00000120708.17,TGFBI,2941.933355193904,2.241135922292705,0.2715812442778487,8.025167209399793e-18,8.293895665668838e-16,Up,2.241135922292705
ENSG00000107562.18,CXCL12,468.8226528176797,3.342730823113005,0.4096885575389634,1.689207108222053e-17,1.726045184141472e-15,Up,3.342730823113005
ENSG00000146674.16,IGFBP3,894.05905413205,1.275715891627745,0.155959398439025,1.999026184088183e-17,2.031145368843756e-15,Up,1.275715891627745
ENSG00000164690.8,SHH,559.3605405803817,1.407389072977796,0.1723551055085137,2.134484285950836e-17,2.132833303630211e-15,Up,1.407389072977796
ENSG00000149948.14,HMGA2,2875.411489850494,1.006447371959241,0.1228061912533785,2.269782157026355e-17,2.231047831085797e-15,Up,1.006447371959241
ENSG00000168672.4,LRATD2,3172.034660337482,0.9115081194259728,0.1115853866259434,3.033131278588576e-17,2.949312489492096e-15,Up,0.9115081194259728
ENSG00000253846.3,PCDHGA10,130.113353086403,2.580689285439789,0.3193696684855436,3.555066423193684e-17,3.438338573790427e-15,Up,2.580689285439789
ENSG00000147655.12,RSPO2,4246.316953248696,0.9139170058439076,0.1126559109198614,4.798764288028595e-17,4.592087349909268e-15,Up,0.9139170058439076
ENSG00000196459.15,TRAPPC2,1812.206602891707,0.8591305615340982,0.1065836409345238,8.092757024635161e-17,7.62320851810164e-15,Up,0.8591305615340982
ENSG00000087303.19,NID2,571.2534034042288,1.328534209186975,0.1666216254195877,1.076083147035651e-16,9.929612141472846e-15,Up,1.328534209186975
ENSG00000100234.12,TIMP3,2800.770842830406,0.832035247664964,0.1041037221752777,1.427677301410961e-16,1.304089478450436e-14,Up,0.832035247664964
ENSG00000148488.17,ST8SIA6,568.3171102073958,1.259707047315679,0.1586672433421005,1.504394910886603e-16,1.367260621019854e-14,Up,1.259707047315679
ENSG00000179869.15,ABCA13,258.6443135533498,1.62846507454082,0.2059917595345896,1.715435333530927e-16,1.551268172112018e-14,Up,1.62846507454082
ENSG00000171724.3,VAT1L,8688.840237701928,0.7165189160450185,0.0898815718978321,2.059848698679402e-16,1.853453908672421e-14,Up,0.7165189160450185
ENSG00000187325.5,TAF9B,1064.94500661405,0.9404863958531005,0.1189612640912528,2.474703235821106e-16,2.215716966488144e-14,Up,0.9404863958531005
ENSG00000120262.10,CCDC170,667.8762179169948,1.209876862062004,0.1538137996206734,2.767664809414332e-16,2.465812105569833e-14,Up,1.209876862062004
ENSG00000131378.14,RFTN1,1944.459595062432,0.9783398701291328,0.1250168576066547,4.439487323709561e-16,3.935910183167212e-14,Up,0.9783398701291328
ENSG00000197705.10,KLHL14,279.1427259137583,1.549096126131252,0.1992804163246316,4.970128718657285e-16,4.38486575637247e-14,Up,1.549096126131252
ENSG00000004838.14,ZMYND10,1457.890860986828,0.945959262195696,0.1210205064931756,5.065710426835864e-16,4.447497028143371e-14,Up,0.945959262195696
ENSG00000038295.8,TLL1,666.8372223980994,1.122529297828768,0.1443142048865164,5.821702793023562e-16,5.06208253435693e-14,Up,1.122529297828768
ENSG00000167785.9,ZNF558,697.4359191380869,1.079275424136059,0.1392219372480218,7.318937610779312e-16,6.333507446342327e-14,Up,1.079275424136059
ENSG00000123595.8,RAB9A,830.8769776341135,1.000978999360775,0.129609238268673,9.971916734972569e-16,8.50717387116575e-14,Up,1.000978999360775
ENSG00000121068.14,TBX2,113.505482785724,2.398222605380006,0.3141360751913752,1.456404617072885e-15,1.225141111831637e-13,Up,2.398222605380006
ENSG00000196549.13,MME,256.1017567878195,1.773878160074456,0.2330119829034074,1.566060596442886e-15,1.305242946878619e-13,Up,1.773878160074456
ENSG00000139874.6,SSTR1,299.9811350972179,1.44512422130772,0.1901026038407269,1.962173988751786e-15,1.6278843468149e-13,Up,1.44512422130772
ENSG00000108018.17,SORCS1,1568.545236540735,1.011024862340677,0.1328624504065608,2.364000179061896e-15,1.934629286810563e-13,Up,1.011024862340677
ENSG00000254245.3,PCDHGA3,62.05610667667833,4.191651774104489,0.550106115354081,2.666566049215048e-15,2.172410520995648e-13,Up,4.191651774104489
ENSG00000139219.19,COL2A1,2003.625744372895,0.944111525131709,0.1248476779806873,3.557620049596429e-15,2.859694054088934e-13,Up,0.944111525131709
ENSG00000165731.21,RET,682.5617774888963,1.214304427925673,0.1614909789940948,4.157382788105272e-15,3.327009960427963e-13,Up,1.214304427925673
ENSG00000104044.16,OCA2,224.6551594738461,1.716250035049352,0.2289818843528427,4.238439471780917e-15,3.376934638177518e-13,Up,1.716250035049352
ENSG00000003436.16,TFPI,253.7597549514898,1.626936341137031,0.2171496255428612,4.400541545210008e-15,3.490710280117026e-13,Up,1.626936341137031
ENSG00000108684.15,ASIC2,729.7210038473672,1.114147430210079,0.1482036111085824,4.471614602697994e-15,3.531599201065325e-13,Up,1.114147430210079
ENSG00000230630.5,DNM3OS,211.2114261009002,1.950969455769709,0.2612932562431167,4.508531673953675e-15,3.54527408065766e-13,Up,1.950969455769709
ENSG00000135346.9,CGA,76.9877331873617,3.263043235817206,0.4363223902961208,5.297136418731269e-15,4.129483158154041e-13,Up,3.263043235817206
ENSG00000164483.17,SAMD3,548.763532027247,1.156292572121246,0.1543987298649936,5.3652506664474e-15,4.164631912161703e-13,Up,1.156292572121246
ENSG00000152049.7,KCNE4,92.37927402362064,2.608121303850157,0.3500907559412642,5.838591946320042e-15,4.512682647057449e-13,Up,2.608121303850157
ENSG00000029993.15,HMGB3,5870.673829074764,0.667054250606319,0.0883610232281927,6.358022403132552e-15,4.893242263108739e-13,Up,0.667054250606319
ENSG00000162496.9,DHRS3,218.7682805856085,1.637661960183606,0.2203916991221121,6.785617803598458e-15,5.178256691809355e-13,Up,1.637661960183606
ENSG00000205403.15,CFI,63.88395073390854,3.662327767427204,0.4891681574640823,7.09371305420269e-15,5.390625810853355e-13,Up,3.662327767427204
ENSG00000150873.12,C2orf50,590.0546879060353,1.105739669209757,0.1483003107907724,7.147209039075336e-15,5.408553250239186e-13,Up,1.105739669209757
ENSG00000066468.24,FGFR2,4813.574044853926,0.7861403831055123,0.1051842726345591,8.968012064186999e-15,6.758144424703587e-13,Up,0.7861403831055123
ENSG00000198382.9,UVRAG,1498.458350902773,0.8364391153556757,0.1122639637231766,9.839344198147826e-15,7.383999135589277e-13,Up,0.8364391153556757
ENSG00000185483.13,ROR1,407.2378373599327,1.303563955802606,0.17647499014203,1.05415556685554e-14,7.878288257086483e-13,Up,1.303563955802606
ENSG00000072182.14,ASIC4,391.3033958751231,1.264089660518825,0.1717888248855716,1.323001522242142e-14,9.806477676750568e-13,Up,1.264089660518825
ENSG00000162433.15,AK4,393.9743506519837,1.554255241015766,0.212372582900897,1.532989035193518e-14,1.122495534028744e-12,Up,1.554255241015766
ENSG00000180155.20,LYNX1,266.4374304078246,1.448557407894926,0.1990532094012377,2.271092230455613e-14,1.623516762056135e-12,Up,1.448557407894926
ENSG00000102024.19,PLS3,7606.159548970575,0.7422429062535633,0.100913598033566,2.383116607086645e-14,1.696891612431852e-12,Up,0.7422429062535633
ENSG00000123901.9,GPR83,363.3461110252503,1.273156084212992,0.1751837298898373,2.626052104425106e-14,1.86254032786794e-12,Up,1.273156084212992
ENSG00000174080.12,CTSF,339.2646725769741,6.565573237183409,0.9126423702827404,2.794031936931689e-14,1.973939906693224e-12,Up,6.565573237183409
ENSG00000135363.12,LMO2,1472.208593365774,0.797462164234385,0.1092896336712181,3.291405754960993e-14,2.29839245112836e-12,Up,0.797462164234385
ENSG00000010626.15,LRRC23,1032.032975717919,1.038080719770606,0.1433497917791369,3.757383933865307e-14,2.613694070303382e-12,Up,1.038080719770606
ENSG00000185304.16,RGPD2,55.54617570475865,4.027323632917434,0.5535727194010892,3.8666429287184e-14,2.669164275145076e-12,Up,4.027323632917434
ENSG00000196090.14,PTPRT,2295.8930176839,0.8097863748668873,0.1116500518918041,4.508519749556122e-14,3.088677582972424e-12,Up,0.8097863748668873
ENSG00000092850.12,TEKT2,526.8403592158585,1.097991406839362,0.1528961088264204,5.487907060070161e-14,3.717389029529173e-12,Up,1.097991406839362
ENSG00000134107.5,BHLHE40,398.930142078325,1.19813530968346,0.1679717964433388,7.146907066025969e-14,4.787368933190579e-12,Up,1.19813530968346
ENSG00000160932.11,LY6E,414.8490419005552,1.26608904113594,0.1779099875075287,7.88270066310247e-14,5.240672678849202e-12,Up,1.26608904113594
ENSG00000170382.12,LRRN2,1568.896975725067,0.8068183144392469,0.1124137287997338,7.910558671490834e-14,5.240672678849202e-12,Up,0.8068183144392469
ENSG00000126803.10,HSPA2,78.29324981707114,2.955628786405341,0.417984768839116,8.708411359769084e-14,5.748187147911812e-12,Up,2.955628786405341
ENSG00000290901.1,ENSG00000290901,54.12315012907602,5.010088632340168,0.685195612557482,8.951007537816219e-14,5.844329325954663e-12,Up,5.010088632340168
ENSG00000249464.8,LINC01091,1106.718366574772,0.9903797149468476,0.1392652864796416,1.012391088159515e-13,6.539323293018924e-12,Up,0.9903797149468476
ENSG00000145147.20,SLIT2,5621.482711378067,0.6269443804042489,0.0876222424323708,1.328078235693076e-13,8.517596798136514e-12,Up,0.6269443804042489
ENSG00000163132.8,MSX1,717.089437639228,1.139730049799596,0.1617517114423028,1.458937799146546e-13,9.323798245711812e-12,Up,1.139730049799596
ENSG00000146242.9,TPBG,11223.7079794472,0.6082578578807663,0.0852612776533483,1.6317076287228e-13,1.039121977925372e-11,Up,0.6082578578807663
ENSG00000176601.14,MAP3K19,781.9556626595728,1.027534761602885,0.1459631868677639,1.645518450205455e-13,1.044240234751434e-11,Up,1.027534761602885
ENSG00000258752.2,ENSG00000258752,423.994073390138,1.194361471893651,0.1707213636891624,1.987224724473428e-13,1.243631362173924e-11,Up,1.194361471893651
ENSG00000046647.14,GEMIN8,633.0420450560946,1.009362838368182,0.1440923857017703,2.137304438150633e-13,1.332940967875598e-11,Up,1.009362838368182
ENSG00000108679.13,LGALS3BP,2929.246825862333,0.7149618038893052,0.1013374230786436,2.291622760136112e-13,1.424271107897654e-11,Up,0.7149618038893052
ENSG00000177519.4,RPRM,1449.22691120006,0.9987148707953908,0.1427520529368531,2.364471294032244e-13,1.4645146515023e-11,Up,0.9987148707953908
ENSG00000170421.13,KRT8,1423.943609535588,0.9496331820856332,0.1361994422606117,2.956281734506899e-13,1.818616035724209e-11,Up,0.9496331820856332
ENSG00000170893.4,TRH,850.9477395295179,0.97276917929675,0.1404947559248784,3.800726294855658e-13,2.322295127322954e-11,Up,0.97276917929675
ENSG00000235034.7,C19orf81,56.4728602265506,5.618725042474872,0.7823928033775687,3.900313201425757e-13,2.375120018888426e-11,Up,5.618725042474872
ENSG00000261150.3,EPPK1,314.5648366297869,1.268241794254686,0.1843985769911192,4.325979369347842e-13,2.625492042752519e-11,Up,1.268241794254686
ENSG00000168792.5,ABHD15,430.6808137689823,1.126607980318608,0.1636470611460182,4.486626109358522e-13,2.713883605814657e-11,Up,1.126607980318608
ENSG00000005073.6,HOXA11,50.41954593668331,4.015534539391076,0.5776249866345667,4.612567988336999e-13,2.780763487902099e-11,Up,4.015534539391076
ENSG00000101350.8,KIF3B,5644.461317781012,0.6142508102502351,0.0880121613935966,4.871553775286173e-13,2.927140251821453e-11,Up,0.6142508102502351
ENSG00000154162.15,CDH12,369.4740906005716,1.311085205942025,0.1914609101488946,5.273193537781119e-13,3.147557040406247e-11,Up,1.311085205942025
ENSG00000164093.18,PITX2,820.3382634838129,1.021416450174097,0.1489285288942654,5.954285197463232e-13,3.53079351086295e-11,Up,1.021416450174097
ENSG00000173947.14,CIMAP3,2904.647397989499,0.8207156276220491,0.1191440095193843,6.104098462728325e-13,3.607801463951128e-11,Up,0.8207156276220491
ENSG00000161677.12,JOSD2,50.50940614050536,4.492612299794216,0.6446800684451846,6.254374699808919e-13,3.684580482760394e-11,Up,4.492612299794216
ENSG00000179813.7,FAM216B,1571.016276224618,0.9930892078385756,0.1451249335679014,6.755453959372202e-13,3.966855204844339e-11,Up,0.9930892078385756
ENSG00000205922.5,ONECUT3,869.0870111640202,0.8940159014574354,0.1304838833942275,7.134583967569926e-13,4.162454375402248e-11,Up,0.8940159014574354
ENSG00000267481.1,ENSG00000267481,48.77021250679505,4.094122762679556,0.5944518049684223,7.301750847315099e-13,4.246285074744079e-11,Up,4.094122762679556
ENSG00000105810.10,CDK6,4537.267327143632,0.663907615685217,0.0962240383779567,7.580879443025189e-13,4.394480307902357e-11,Up,0.663907615685217
ENSG00000077498.9,TYR,127.380516105571,2.166916299620487,0.3203749919019684,8.051465553917067e-13,4.637541592616053e-11,Up,2.166916299620487
ENSG00000048540.16,LMO3,5551.886725203403,0.7879246952453662,0.1149475585200436,8.101052944666367e-13,4.651290271658282e-11,Up,0.7879246952453662
ENSG00000124006.15,OBSL1,2480.240660298752,0.6994693912910591,0.1017588392695354,8.422643426299897e-13,4.820630664812024e-11,Up,0.6994693912910591
ENSG00000129167.10,TPH1,812.8882479370468,0.95808482738832,0.1406325250586748,8.649035129488924e-13,4.934588307632072e-11,Up,0.95808482738832
ENSG00000095739.11,BAMBI,1329.388035339902,0.8383287654179183,0.1228351467011955,9.279830279905677e-13,5.277830517055788e-11,Up,0.8383287654179183
ENSG00000135919.14,SERPINE2,2173.426377530516,0.7411419192662824,0.1083738150337221,9.403904496598224e-13,5.331630618353462e-11,Up,0.7411419192662824
ENSG00000187634.13,SAMD11,1382.934169781057,0.9670054604181832,0.1424949762598051,9.981349662064383e-13,5.641334062128014e-11,Up,0.9670054604181832
ENSG00000163686.15,ABHD6,1142.398460239622,0.7875808438912414,0.1154192760078676,1.005751640530876e-12,5.666674196461503e-11,Up,0.7875808438912414
ENSG00000115414.21,FN1,5647.507277323945,0.8372391351990756,0.1230959496949773,1.075781664622012e-12,6.042418380855189e-11,Up,0.8372391351990756
