gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,UP/DOWN
ENSG00000104885.19,DOT1L,959.6935314194832,0.7132479575468263,0.1380215127562132,1.367556535549663e-8,3.742831293232485e-6,Up
ENSG00000147647.13,DPYS,29.03641714039324,3.06881879881799,0.5986363658573303,1.736011515325385e-8,4.678150415759915e-6,Up
ENSG00000177508.12,IRX3,584.8252461586249,1.587210342163046,0.3132059555816968,1.789611989181502e-8,4.749521757955029e-6,Up
ENSG00000226686.10,LINC01535,50.42838376434087,3.851077473077739,0.7602728022752905,1.870834941686657e-8,4.890976841579624e-6,Up
ENSG00000179832.18,MROH1,1222.89665882947,0.8056655624928539,0.1584464221700391,2.011289338284241e-8,5.180844713145112e-6,Up
ENSG00000245532.11,NEAT1,3102.072880686732,1.059363366818558,0.2114304720130709,2.603042416410352e-8,6.607955212441119e-6,Up
ENSG00000183092.18,BEGAIN,910.6223382584236,0.9212656702995666,0.1843989826418375,2.974682097269388e-8,7.443504516538658e-6,Up
ENSG00000125503.13,PPP1R12C,919.912929592725,0.8907808318935687,0.1806835678377117,4.205738647121727e-8,0.00001023162751985891,Up
ENSG00000213199.8,ASIC3,136.1989580376154,1.263316454382707,0.2578045213655696,4.456934587837685e-8,0.0000106942008548719,Up
ENSG00000290418.1,TPTEP1,27.53526027435825,8.698872344304942,2.904868264015423,4.996526323973926e-8,0.00001182691285009828,Up
ENSG00000230453.11,ANKRD18B,40.67142428564681,2.4317294658567,0.5022848946101509,6.355396896580641e-8,0.00001484281760540087,Up
ENSG00000182809.11,CRIP2,2500.192905292201,0.6118803904724673,0.1255894809584423,6.82362189718501e-8,0.00001552241053910294,Up
ENSG00000138640.15,FAM13A,688.1491453634868,0.9679101267983437,0.2014467513199162,7.67494040640053e-8,0.00001723516104596303,Up
ENSG00000235244.6,DANT2,126.417430154181,2.279798449394699,0.4808585681534993,8.921201044416788e-8,0.0000197802224675955,Up
ENSG00000135940.7,COX5B,1654.03859774244,0.7247749972049031,0.1517877165704259,9.997144739659009e-8,0.0000218887484074834,Up
ENSG00000075651.17,PLD1,300.2237407153341,0.8163763683529986,0.1723244930760834,1.129272615157986e-7,0.00002442017176186084,Up
ENSG00000164627.18,KIF6,141.8886813410444,1.051824130863296,0.2239054736072935,1.254829726684369e-7,0.00002680438718610171,Up
ENSG00000280071.5,ENSG00000280071,184.9382732242025,1.41853487284512,0.3038339420933466,1.330811518826869e-7,0.00002808493320936318,Up
ENSG00000118271.12,TTR,9622.150160076628,3.624159225880457,0.780559438856708,1.407265335663751e-7,0.00002934483288034077,Up
ENSG00000109758.9,HGFAC,154.7075552632067,1.616234899072132,0.3515310340472398,1.860725054135781e-7,0.00003834407064499099,Up
ENSG00000164877.19,MICALL2,357.3725797234279,0.99452588151601,0.2163595351985455,2.068024240139877e-7,0.00004169683343925429,Up
ENSG00000198089.16,SFI1,580.1884272899214,1.010478519180782,0.219916181746344,2.071034773472895e-7,0.00004169683343925429,Up
ENSG00000168026.19,TTC21A,195.2510123855732,1.081344054886332,0.23575609180249,2.13420637475579e-7,0.00004248040779570728,Up
ENSG00000179813.7,FAM216B,192.3380485989535,2.886546747245598,0.6364161732116148,2.267002126063433e-7,0.00004461663959564841,Up
ENSG00000196456.13,ZNF775,148.8412407687968,0.9543893049927844,0.2084305918929892,2.307695870885416e-7,0.00004491288986047661,Up
ENSG00000119514.7,GALNT12,299.1126898966876,0.864995586723116,0.1896953687538847,2.583980306648444e-7,0.00004973736159478477,Up
ENSG00000100197.23,CYP2D6,103.4523864225042,1.4366282798463,0.3173989990352765,2.685533024030518e-7,0.00005113021353143321,Up
ENSG00000167615.18,LENG8,2308.825441398135,1.132718505095902,0.250851881070798,2.798273529339149e-7,0.00005270382703215542,Up
ENSG00000290682.1,STAG3L5P,148.2200808629096,1.584943653315362,0.3522205159765245,2.915133848402862e-7,0.0000543207281793878,Up
ENSG00000130513.7,GDF15,956.1953862149868,1.975355212330068,0.4420623330287183,3.262294621452437e-7,0.00006014984483090618,Up
ENSG00000183458.15,PKD1P3,114.032684006074,2.150986979166538,0.482094740734538,3.364234498677511e-7,0.00006138326195712008,Up
ENSG00000128011.5,LRFN1,569.5109666665152,1.285045665533172,0.2883983884478006,3.689175859154011e-7,0.00006653726022164935,Up
ENSG00000164972.14,SPMIP6,117.7043706534065,2.660337803325035,0.6020594300009676,3.947278022503178e-7,0.00006949622439317896,Up
ENSG00000243978.9,RTL9,452.9654420964157,1.095693100145739,0.2461830374966689,3.967585315892839e-7,0.00006949622439317896,Up
ENSG00000110047.18,EHD1,1809.314363394042,0.3996204748173331,0.0871691668249004,4.244149451015077e-7,0.00007337647532527724,Up
ENSG00000141013.17,GAS8,727.5213946993803,0.8952490322200959,0.2013122573750634,4.272893630496848e-7,0.00007337647532527724,Up
ENSG00000171813.14,PWWP2B,412.1218211767735,0.7458995713101148,0.1671640539160173,4.326428384282767e-7,0.00007357448502824947,Up
ENSG00000107404.21,DVL1,1935.176304364777,0.808707815630965,0.1830541520642677,5.107858138664254e-7,0.0000852088030065172,Up
ENSG00000205702.13,CYP2D7,124.357115352311,1.581495021580136,0.3615371988704778,5.207625569017171e-7,0.00008605355610085356,Up
ENSG00000215374.6,FAM66B,21.81323906386604,4.244258677902025,0.9614025503519058,8.254261919084821e-7,0.0001351230390417661,Up
ENSG00000251562.11,MALAT1,10225.0305477028,1.272667569717956,0.2983482283475759,8.653134623540944e-7,0.0001402071424235672,Up
ENSG00000232434.3,AJM1,366.2005225565244,1.238027657614921,0.2901565121246782,8.724924939580282e-7,0.0001402071424235672,Up
ENSG00000103326.12,CAPN15,387.7207181037056,1.248655238686337,0.292918050525171,8.838421829452536e-7,0.0001407398152406278,Up
ENSG00000102109.9,PCSK1N,357.5168019710957,2.109692661996701,0.4975081339415971,9.12662125590554e-7,0.0001440197278544518,Up
ENSG00000161996.19,WDR90,311.5622929480065,1.511625515096243,0.3559916854537348,9.212777151729052e-7,0.000144081254097934,Up
ENSG00000167962.15,ZNF598,544.8542527373866,0.8282336783269406,0.1942504483218543,1.004885267944949e-6,0.0001557661093214489,Up
ENSG00000173621.9,LRFN4,787.1360747625293,1.063831283929068,0.2515882969031169,1.067654905416915e-6,0.0001640442396779183,Up
ENSG00000106302.10,HYAL4,14.9780048887299,7.604789755230794,2.804436601831409,1.152399082834584e-6,0.000175525411608092,Up
ENSG00000162040.7,HS3ST6,37.98820430061618,2.503335216006202,0.5964545490665975,1.1652953582153e-6,0.0001759595990905102,Up
ENSG00000077498.9,TYR,24.31688801301711,3.580320718097912,0.8404969349909005,1.193389848773636e-6,0.0001786616802659745,Up
ENSG00000160796.18,NBEAL2,795.8623402168612,0.8840000982544246,0.2103677518803422,1.276926136969487e-6,0.0001895477814843859,Up
ENSG00000137070.19,IL11RA,73.20203574836925,1.593128337827508,0.3817755987720378,1.294155307382596e-6,0.000190490961042971,Up
ENSG00000075826.17,SEC31B,333.4258911088369,1.236579832007306,0.2965086255829945,1.323473068026055e-6,0.0001915863988392098,Up
ENSG00000162004.19,CCDC78,101.0884126043144,1.482149669195046,0.3579890553737302,1.498682391230954e-6,0.0002151714816786999,Up
ENSG00000180900.20,SCRIB,1461.503871920978,0.7268432985946256,0.1742902369805976,1.608604884486691e-6,0.000227777284853488,Up
ENSG00000068137.15,PLEKHH3,342.8848771684526,0.7890634582185301,0.1897019972324814,1.612490484233416e-6,0.000227777284853488,Up
ENSG00000277639.3,CHD9NB,79.31417542243592,2.990480076877303,0.7324378155098301,1.689431453041342e-6,0.0002367366506517771,Up
ENSG00000285756.2,ENSG00000285756,1541.390550703598,1.302868825697652,0.3174935876752948,1.725192400780571e-6,0.0002398291277148609,Up
ENSG00000177685.17,CRACR2B,136.8046574782301,1.328968824923188,0.3246024742591211,1.79407626426255e-6,0.0002474412586206521,Up
ENSG00000182768.9,NGRN,797.4644720590597,1.554766477733679,0.3832783331471135,1.971579525714428e-6,0.0002677068757551467,Up
ENSG00000268297.1,CLEC4GP1,15.45815650926129,5.766448037260129,1.432423405820548,2.317296037578176e-6,0.0003122289030324,Up
ENSG00000053747.17,LAMA3,151.5675273618593,0.8512793084762745,0.2096481609967642,2.419845044431044e-6,0.0003235572961698791,Up
ENSG00000115290.11,GRB14,365.3165641093992,1.549401031708235,0.3871536204238798,2.539199072471784e-6,0.0003344106086722991,Up
ENSG00000243694.5,LINC02027,12.72561227639262,7.283854782014226,2.790230360750733,3.198060034664465e-6,0.0004149423671643168,Up
ENSG00000009950.16,MLXIPL,242.407377654475,1.06717332195805,0.2695202376517429,3.344745362808672e-6,0.0004307835277570345,Up
ENSG00000234771.3,SLC25A25-AS1,301.7456580384537,0.7349290251733059,0.1845612631313656,3.532202859373196e-6,0.0004516063159473059,Up
ENSG00000160867.15,FGFR4,125.9651599337488,1.367598619568006,0.3487938860148951,3.699258811919993e-6,0.0004663378839895213,Up
ENSG00000168071.22,CCDC88B,131.6864459108224,1.659293309744268,0.4264429070611849,3.99705584509879e-6,0.0004995673286066378,Up
ENSG00000185189.18,NRBP2,1004.01905475497,0.6571374615755797,0.1656461885565394,4.021408616895178e-6,0.0004995673286066378,Up
ENSG00000188817.8,SNTN,97.90710136073152,2.760849512988741,0.7144590749729263,4.082996599582658e-6,0.000503646256607675,Up
ENSG00000189223.15,PAX8-AS1,521.8309643822705,6.569574598474461,1.757424036562614,4.271813314422373e-6,0.0005232523217861699,Up
ENSG00000177854.8,TMEM187,145.3988903517737,0.9805620608869584,0.2510161675236745,4.311089037657192e-6,0.0005243960804416901,Up
ENSG00000170638.10,TRABD,211.0709303768464,1.063151013015874,0.274058959502266,4.62646251993318e-6,0.0005588766724079282,Up
ENSG00000099814.17,CEP170B,3025.4000236118,0.4234962501621975,0.1055223269136504,4.941005459426184e-6,0.000592785285118555,Up
ENSG00000145214.14,DGKQ,854.7209010203043,0.5551798422389768,0.141042899479918,5.136788787100054e-6,0.0006120815809173098,Up
ENSG00000120915.14,EPHX2,231.5523129861709,1.171521525381683,0.3052925469182646,5.332985115414401e-6,0.000630126245990295,Up
ENSG00000155066.16,PROM2,93.84524526666092,1.16186562647381,0.3026404054322519,5.430763181041372e-6,0.0006341683191941378,Up
ENSG00000227232.6,WASH7P,204.0234052408503,0.8123964626527848,0.2105338714764154,5.516302145336349e-6,0.0006398910488590165,Up
ENSG00000197119.13,SLC25A29,1469.356070680647,0.6225703143860302,0.1614151106943372,6.498104241476835e-6,0.0007291750496239589,Up
ENSG00000188687.18,SLC4A5,103.8186108465518,1.608705853354697,0.4265358181411515,6.535766315994608e-6,0.0007291750496239589,Up
ENSG00000235703.7,EOLA2-DT,65.79302157907186,1.411035371612643,0.3750025299356493,6.993651801207036e-6,0.0007753215503160915,Up
ENSG00000173153.17,ESRRA,213.2435484640248,1.024431881418342,0.2715825527287892,7.133655201277378e-6,0.0007858685817960664,Up
ENSG00000010404.18,IDS,749.4578724044877,0.8341178574960613,0.2211731755828264,7.667589849820083e-6,0.0008394093988090535,Up
ENSG00000230062.7,ANKRD66,52.27403028105788,2.613514164047327,0.7047683088430705,7.95049754319203e-6,0.0008649746271214386,Up
ENSG00000076826.10,CAMSAP3,1804.037190760093,0.6178618285122366,0.1622930662615899,8.095781024116467e-6,0.0008753438297433582,Up
ENSG00000073150.14,PANX2,279.1607371617741,0.927130293885696,0.2477155214160223,8.24816004941959e-6,0.000886348290954807,Up
ENSG00000074370.18,ATP2A3,544.2258109566155,0.9507103677158396,0.2544487605182354,8.341853304942722e-6,0.000890950624935224,Up
ENSG00000105519.18,CAPS,256.6427452808938,2.068358740409868,0.5614645673674922,8.528935393910337e-6,0.0008999568214441775,Up
ENSG00000099624.8,ATP5F1D,552.6987359440266,1.056761590190192,0.2845269100395559,8.769236845953469e-6,0.000919772171219886,Up
ENSG00000282508.2,LINC01002,142.9487176813007,0.8923035095891942,0.2393212448456286,8.822518760437811e-6,0.0009198526107608852,Up
ENSG00000127586.17,CHTF18,109.2520376668902,1.071388908900562,0.2890967683851761,9.139695894240309e-6,0.0009417112546089012,Up
ENSG00000126254.12,RBM42,623.525419483403,0.5897379134708475,0.1561297126075781,9.262814760662406e-6,0.0009488155751331152,Up
ENSG00000145198.15,VWA5B2,540.7077633974101,0.6984536485547166,0.1865847068946088,9.36120495475503e-6,0.0009533189882993552,Up
ENSG00000168453.16,HR,42.58154580170284,1.57606548050648,0.4281634380717342,9.697939150220718e-6,0.0009819023245969138,Up
ENSG00000169228.14,RAB24,22.21151645621454,2.443906634870971,0.6612984835119116,9.86660021973654e-6,0.000987987366743559,Up
ENSG00000099889.14,ARVCF,1784.131987867772,0.5011324919180059,0.1319842818747112,9.870848891306396e-6,0.000987987366743559,Up
ENSG00000059588.10,TARBP1,641.4203229189999,1.016739201768073,0.2761767828964208,0.00001001995664519857,0.0009915794384028147,Up
ENSG00000245694.12,CRNDE,1940.887793821942,1.261125557510972,0.3451721218109652,0.00001012458539462652,0.000996304706585832,Up
ENSG00000258998.2,LINC02302,21.07619290407941,4.398670464106316,1.161598870886584,0.00001040855293880497,0.0010128678515339,Up
ENSG00000154856.13,APCDD1,582.7589260539538,1.118088063720136,0.305584384979562,0.00001058683235894463,0.0010245246165705,Up
ENSG00000123143.13,PKN1,3830.011176307641,0.4133706506975209,0.1082269744798307,0.00001145917718502448,0.0011004249496145,Up
ENSG00000106327.13,TFR2,120.8717375797128,0.8652294732313537,0.2361577795756684,0.00001154395730629359,0.0011004249496145,Up
ENSG00000107281.10,NPDC1,1103.363954317233,0.9558754260521952,0.2618809650222199,0.00001155961353785577,0.0011004249496145,Up
ENSG00000178741.12,COX5A,1673.666578902539,0.3951023996588778,0.1033193818437256,0.00001169898964656245,0.0011076729872929,Up
ENSG00000204991.11,SPIRE2,1117.641810466966,0.495876003057214,0.1321722942293839,0.00001188670857986839,0.0011193956316396,Up
ENSG00000231160.12,KLF3-AS1,173.7818807526316,0.8726929458307717,0.2392046724658259,0.00001202391429236547,0.0011262614050538,Up
ENSG00000063660.9,GPC1,2194.986579576601,0.4196917341704101,0.1109955136234657,0.00001280404333360794,0.001186643508103,Up
ENSG00000100360.15,IFT27,961.0928227018186,0.4699034014144139,0.1254521963535835,0.00001291846698125266,0.0011909466718085,Up
ENSG00000125826.22,RBCK1,771.7423791144281,0.7060808703375028,0.1934436587671529,0.0000132938328735161,0.0012191349560864,Up
ENSG00000175756.14,AURKAIP1,611.4896923463639,0.6090332741561361,0.1659125112875818,0.00001357876498843091,0.0012377289947107,Up
ENSG00000148482.12,SLC39A12,21.59734952651981,3.633186485282935,1.00114023691196,0.00001363791367773288,0.0012377289947107,Up
ENSG00000167702.13,KIFC2,2241.24132477437,0.7562523511880457,0.2086974663396097,0.00001413729037230352,0.0012665495831461,Up
ENSG00000021645.20,NRXN3,1293.238993956679,0.8169556397449195,0.2260066402730156,0.00001417239771047347,0.0012665495831461,Up
ENSG00000095383.20,TBC1D2,81.48809612149454,1.012779415338966,0.2817281336491998,0.00001444861220889868,0.0012781913709649,Up
ENSG00000101938.15,CHRDL1,785.3391187393743,0.6558509265304836,0.1803512532626433,0.00001470719877545397,0.0012880564687542,Up
ENSG00000173559.15,NABP1,137.59786921943,1.709320852076922,0.4847687352228954,0.00001533830049209519,0.0013366451314404,Up
ENSG00000240038.8,AMY2B,137.0686788638376,1.161826216443583,0.3283163700986822,0.00001653445006056293,0.001433749639905,Up
ENSG00000184524.6,CEND1,2050.442927006476,0.4238547899416789,0.1143994029806063,0.00001705272295100132,0.0014714063803435,Up
ENSG00000271533.1,ENSG00000271533,121.6378841466794,1.439320315796119,0.4104285139352133,0.00001765737672847752,0.0015161108371373,Up
ENSG00000165359.16,INTS6L,197.6601073738753,0.7229505879259741,0.2026384437205133,0.00001792606329485474,0.0015177408130294,Up
ENSG00000221978.13,CCNL2,1929.474582748413,0.7100146841167208,0.2008196360199191,0.0000202387183016933,0.0016881018560593,Up
ENSG00000175170.16,FAM182B,75.83682075844756,1.196688886416167,0.3435509385487525,0.00002040486729893776,0.0016882856959913,Up
ENSG00000070886.12,EPHA8,813.3846200682833,0.4561780732767717,0.1257636689187632,0.00002085078878779419,0.0017066468056402,Up
ENSG00000066735.16,KIF26A,744.6062990963835,1.048611490948317,0.3017167137032706,0.00002118064702217122,0.0017175935798164,Up
ENSG00000182173.14,TSEN54,215.7559345979312,0.7228847817092653,0.2053739422947595,0.0000213004697317534,0.0017193503586239,Up
ENSG00000266714.11,MYO15B,42.18196402740541,1.939443261258643,0.5618323501036403,0.0000215736039321919,0.0017334093875058,Up
ENSG00000225706.3,PTPRD-AS1,347.0178013084903,0.8259986226459489,0.2377311803254988,0.00002323150526005211,0.0018580961010733,Up
ENSG00000226450.2,CYP2D8P,28.12731599247488,1.816556621481418,0.5280567569761134,0.00002383067252126601,0.0018973548176477,Up
ENSG00000163347.6,CLDN1,130.8064277595507,2.121816377220862,0.6250239062798815,0.00002420593254798664,0.0019185118303644,Up
ENSG00000122126.18,OCRL,5951.848859893928,0.5841681848699241,0.1657383360372868,0.00002436616869461132,0.0019225126615081,Up
ENSG00000164488.12,DACT2,99.33930225266376,1.200399360431888,0.3510277222532389,0.00002534303835745804,0.0019817350887019,Up
ENSG00000067082.15,KLF6,1404.052124630914,0.664876051838577,0.191037021262681,0.00002573637772143775,0.0020035484096386,Up
ENSG00000187492.9,CDHR4,30.59035192169043,2.652189842587274,0.7809329656282139,0.0000266090715321596,0.0020623207829969,Up
ENSG00000130150.12,MOSPD2,746.2596668475701,0.7351938108614806,0.2128998500856617,0.00002673266001840681,0.0020627721272353,Up
ENSG00000152082.15,MZT2B,736.1469679662575,0.9123049351305598,0.2670354045798124,0.00002749858403064718,0.002112566657372,Up
ENSG00000175040.6,CHST2,609.1750622839252,0.8458386300687719,0.2491117928437653,0.00003043114065076171,0.0023074972278733,Up
ENSG00000040608.14,RTN4R,228.3884704064027,0.766383724627741,0.2266075267619188,0.00003361130090418816,0.0025376532182662,Up
ENSG00000197070.14,ARRDC1,277.1676355870457,1.181317411409436,0.3547250867249033,0.00003395506121867235,0.0025526045163359,Up
ENSG00000160972.10,PPP1R16A,638.3203344005262,0.6966313328940323,0.2060578187592028,0.0000356053701659699,0.0026652293325945,Up
ENSG00000230590.13,FTX,903.5116303980288,0.6986858489494698,0.2079559716443918,0.00003809765489066517,0.0028396532896378,Up
ENSG00000188000.6,OR7D2,11.11294946752777,4.399478613984493,1.183463282498316,0.00003976100946430015,0.0029386238049649,Up
ENSG00000074855.11,ANO8,1561.469080646714,0.8063676817366331,0.2433923731844572,0.0000417226323585846,0.0030324216945766,Up
ENSG00000186862.20,PDZD7,1236.150737395441,0.4532260458112857,0.1317959850327553,0.00004190250538848059,0.0030329102660521,Up
ENSG00000185168.7,LINC00482,25.25318506179646,3.275671076794064,1.007046124273343,0.00004215827074333047,0.0030388653100418,Up
ENSG00000101928.13,MOSPD1,415.1207307976241,0.6276854846091904,0.1874295425929407,0.00004271162190716039,0.0030661343005156,Up
ENSG00000163453.11,IGFBP7,193.0194510500924,2.887742904387776,0.904190863087216,0.00004338361496126559,0.0031016628557613,Up
ENSG00000183323.13,CCDC125,166.1571680027089,0.8451553786001405,0.2568561555186763,0.00004392827767038378,0.0031278362263188,Up
ENSG00000176842.16,IRX5,680.2737334979014,1.147003039428748,0.3520826542001218,0.00004435289150262895,0.0031452844030771,Up
ENSG00000254815.6,LMNTD2-AS1,106.664322426573,1.332433548095179,0.4119847646587842,0.00004588785432660027,0.0032283579983832,Up
ENSG00000063245.15,EPN1,2696.961559753273,0.6385750735218776,0.192009581802878,0.00004589296309645042,0.0032283579983832,Up
ENSG00000110888.19,CAPRIN2,1140.0074626931,0.524292602774588,0.1569715502271035,0.0000509176595147441,0.0035524837067514,Up
ENSG00000101203.17,COL20A1,41.32286023962608,1.294722810097605,0.4028971346443135,0.00005211606399416002,0.0036081619641174,Up
ENSG00000158815.11,FGF17,96.58402349467902,1.276032717151688,0.3996529329245624,0.00005289172840301795,0.0036474469082963,Up
ENSG00000183486.14,MX2,17.11109480608249,2.28343204713079,0.7070030815806504,0.00005418869398051931,0.0037076920459483,Up
ENSG00000119185.13,ITGB1BP1,1497.539381265872,0.3434653095500244,0.0991610611322436,0.00005585537489814257,0.0037921036694413,Up
ENSG00000276975.4,HYDIN2,14.09867470314952,2.968152508390916,0.9121741514868736,0.00005646050293602109,0.0038110491918442,Up
ENSG00000046651.16,OFD1,561.2533950334932,0.5413374989887905,0.1639519561626023,0.00005656958151858344,0.0038110491918442,Up
ENSG00000176978.15,DPP7,744.0688732724777,0.5129661808914207,0.1547037454500146,0.00005684645883040821,0.0038150290148407,Up
ENSG00000071889.17,FAM3A,701.772030847919,0.4113124359685952,0.1215629209379996,0.00005764151864110614,0.0038413333801604,Up
ENSG00000005206.17,SPPL2B,760.2379080984085,0.9025652980610772,0.2827543702188514,0.00005905214110537269,0.0039180200894004,Up
ENSG00000146054.18,TRIM7,113.0832038578839,0.9858820244955432,0.3097172027858842,0.00005933529625846883,0.0039219511292956,Up
ENSG00000169752.17,NRG4,66.32574708273766,1.193529176596671,0.3768153046208803,0.00005956711830337902,0.003922472346624,Up
ENSG00000130520.11,LSM4,1146.17955393787,0.4008461501670183,0.1190922839748764,0.00006351380790837777,0.0041666961023338,Up
