gene_id	gene_symbol	SC1007_mRNA	SC1014_mRNA	SC1015_mRNA	SC1034_mRNA	SC1041_mRNA	SC1055_mRNA
ENSG00000215014.5	ENSG00000215014	40.95490227792538	53.303398533188826	70.10769531246524	95.56577244522248	68.16298356265432	61.01074519660441
ENSG00000228594.4	FNDC10	429.09568068462727	396.1954099929558	519.9654069007838	207.05917363131536	373.4146056041062	393.99710151060196
ENSG00000286989.1	ENSG00000286989	60.50156018329886	26.253912710376586	45.570001953102405	21.71949373755056	24.69673317487475	31.6079764271565
ENSG00000272106.1	ENSG00000272106	645.9705041109139	311.8646600747764	531.6500227861947	667.5124408673872	500.84974878645994	806.3709335021089
ENSG00000197530.13	MIB2	728.8111019003538	565.6524829417501	508.2807910153729	351.8557985483191	776.4652910180622	626.2789747892405
ENSG00000248333.9	CDK11B	309.02335355161875	190.937546984557	216.16539388010113	170.86001740206441	293.397190117512	172.00619730127028
ENSG00000189339.12	SLC35E2B	905.6618162823044	593.497541876998	1216.3685136712718	605.2498921530756	730.0354326492976	995.2837228458117
ENSG00000293187.1	ENSG00000293187	18.615864671784262	34.20964383473313	26.874616536445007	27.51135873423071	10.86656259694489	24.992353454030724
ENSG00000008128.23	CDK11A	11.169518803070558	10.342450461663503	15.190000651034135	7.239831245850187	13.830170577929861	9.55589985007057
ENSG00000268575.1	ENSG00000268575	134.9650188704359	84.33074991817934	130.86769791660177	88.32594119937228	118.5443192393988	180.09195871286843
ENSG00000293188.1	ENSG00000293188	223.39037606141116	287.20189358927115	447.5207884112364	131.7649286744734	236.10076915180264	385.9113400990038
ENSG00000290854.1	ENSG00000290854	105.17963539558109	101.03778527932808	203.3123164061492	68.05441371099177	121.50792722038378	184.50237402828563
ENSG00000008130.15	NADK	1854.1401213097126	1164.7190366057976	1239.7377454420935	896.2911082362532	1664.5598159865583	1537.0297374228894
ENSG00000078369.19	GNB1	15194.268745110316	17431.802466577617	35874.10769138846	15060.29695761756	16364.05540167201	17977.587894859687
ENSG00000231050.3	GNB1-DT	13.961898503838198	27.845058935247895	17.52692382811631	1.4479662491700374	7.902954615959921	8.820830630834372
ENSG00000178821.13	TMEM52	114.48756773147322	57.2812640953671	232.52385611967637	91.22187369771235	112.61710327742887	89.67844474681613
ENSG00000142609.20	CFAP74	70.7402857527802	42.16537495908967	37.39077083331479	30.407291232570785	28.64821048285471	65.4211605120216
ENSG00000187730.9	GABRD	65.15552635124492	16.707035361148737	139.04692903638937	94.11780619605243	6.915085288964931	38.95866861951848
ENSG00000067606.17	PRKCZ	1773.161109987451	1992.9106466513135	2121.9262447906144	1776.654587731636	2219.742377757743	1992.0375841300959
ENSG00000182873.5	PRKCZ-AS1	25.131417306908755	11.933596686534813	29.21153971352718	1.4479662491700374	39.5147730797996	43.36908393493567
ENSG00000162585.17	FAAP20	379.76363930439896	387.44410575616354	316.6530904946346	191.13154489044496	417.8687253188808	216.8454196746783
ENSG00000157933.11	SKI	619.9082935704159	999.2398292191816	1697.7746881501998	205.61120738214532	744.8534725542225	606.4321058698631
ENSG00000287356.1	ENSG00000287356	36.30093610997931	24.662766485505276	10.516154296869786	0	21.73312519388978	14.701384384723955
ENSG00000116151.14	MORN1	391.86395134105874	281.63288180222156	359.8861692706549	191.13154489044496	281.5427581935722	293.2926184752429
ENSG00000292993.1	ENSG00000292993	45.608868445871444	42.96094807152532	17.52692382811631	17.37559499004045	53.344943657729466	74.97706036209216
ENSG00000272420.1	ENSG00000272420	34.439349642800885	50.91667919588186	86.46615755204046	34.7511899800809	22.720994520884773	75.71212958132837
ENSG00000157916.20	RER1	2274.858662892037	2403.426372668111	1944.3200833323692	1961.9942676254007	2287.905361320397	2218.4389036548446
ENSG00000157911.11	PEX10	653.4168499796276	440.7475042893524	524.6392532549481	418.4622460101408	570.0006016761092	559.3876758387464
ENSG00000149527.18	PLCH2	220.59799636064352	144.79430646328905	321.326936848799	141.90069241866368	197.573865398998	218.31555811315073
ENSG00000157881.16	PANK4	885.1843651433417	447.90766230127326	663.6861822913376	561.8109046779746	624.3334146608337	821.8073871060691
ENSG00000272449.3	ENSG00000272449	12.100312036659771	28.64063204768355	15.190000651034135	14.479662491700374	6.915085288964931	2.205207657708593
ENSG00000157870.17	PRXL2B	400.24109044336166	993.670817432132	992.023888671383	545.8832759371041	1258.5455225916173	771.8226801980076
ENSG00000177133.14	PRDM16-DT	11.169518803070558	0	4.673846354164349	0	11.854431923939881	11.761107507779164
ENSG00000142611.17	PRDM16	4.6539661679460655	67.6237145570306	22.200770182280657	5.791864996680149	50.38133567674449	55.86526066195103
ENSG00000287828.1	ENSG00000287828	9.307932335892131	7.955731124356541	2.3369231770821743	0	9.8786932699499	1.4701384384723954
ENSG00000130762.15	ARHGEF16	361.1477746326147	61.259129657545365	51.41230989580784	13.031696242530337	333.89983252430665	72.77185270438358
ENSG00000162591.17	MEGF6	134.03422563684668	96.26434660471415	129.6992363280607	73.84627870767191	226.22207588185273	158.0398821357825
ENSG00000158109.15	TPRG1L	1100.19760210245	1021.5158763673799	1756.1977675772541	920.9065344721438	1237.8002667247226	797.5501028712745
ENSG00000116213.16	WRAP73	322.98525205545695	211.622447907884	224.34462499988877	356.1996972958292	280.5548888665772	321.96031802545457
ENSG00000078900.16	TP73	45.608868445871444	24.662766485505276	23.369231770821745	31.855257481740825	28.64821048285471	66.1562297312578
ENSG00000293478.1	TP73-AS1	685.0638199216609	649.1876597474937	885.6938841141441	443.07767224603145	669.7754037026033	892.374032152744
ENSG00000162592.10	CCDC27	10.238725569481344	11.138023574099158	12.85307747395196	4.343898747510113	13.830170577929861	1.4701384384723954
ENSG00000235169.11	SMIM1	91.21773689174289	51.71225230831752	54.9176946614311	98.46170494356255	102.73841000747896	39.69373783875468
ENSG00000130764.10	LRRC47	1694.974478365957	1628.5381611557839	1952.4993144521568	961.4495894489048	1693.208026469413	1581.1338905770613
ENSG00000266075.2	RN7SL574P	9.307932335892131	16.707035361148737	2.3369231770821743	8.687797495020225	13.830170577929861	4.410415315417186
ENSG00000272153.1	ENSG00000272153	34.439349642800885	16.707035361148737	33.88538606769153	43.43898747510112	15.805909231919841	16.171522823196348
ENSG00000116198.14	CEP104	1305.902906725666	1232.3427511628283	1697.7746881501998	858.6439857578322	1347.4537620211665	1325.3298022828644
ENSG00000169598.17	DFFB	585.4689439276151	422.4493227033323	323.66386002588115	489.4125922194727	431.69889589681065	512.3432458076298
ENSG00000198912.12	C1orf174	790.2434553172419	918.0913717507449	722.109261718392	920.9065344721438	724.1082166873277	689.4949276435534
ENSG00000236423.8	LINC01134	13.031105270248984	14.320316023841775	4.673846354164349	7.239831245850187	19.7573865398998	2.205207657708593
ENSG00000196581.11	AJAP1	1917.4340611937791	1435.21389483392	1939.6462369782048	450.31750349188167	860.4341838126363	2099.3576901385804
ENSG00000131697.18	NPHP4	266.20686480651494	241.85422618043884	398.44540169251076	234.57053236554606	201.52534270697797	529.2498378500624
ENSG00000069424.16	KCNAB2	711.1260304621588	473.3660018992142	1537.6954505200708	576.2905671696749	1618.1299576177937	907.8104857567042
ENSG00000116254.18	CHD5	1344.996222536413	1295.193027045245	2294.858559894695	224.4347686213558	2082.428541305439	1540.7050835190705
ENSG00000116251.11	RPL22	2265.5507305561446	2930.095773100514	2891.942431639191	3976.115320220923	2529.9333464341694	2462.4818844412625
ENSG00000158286.13	RNF207	77.25583838790469	141.61201401354643	94.64538867182807	78.19017745518202	140.2774444332886	118.34614429702783
ENSG00000116237.16	ICMT	6162.78199959418	6496.650036149552	4668.004046221644	3786.431741579648	6927.927590215865	5407.904245920707
ENSG00000225077.3	ICMT-DT	8.377139102302918	42.16537495908967	36.222309244773705	83.98204245186217	52.35707433073447	23.522215015558327
ENSG00000158292.7	GPR153	1625.164985846766	1688.206144588458	2513.3608769518787	645.7929471298366	1322.7570288462916	2380.8892011060443
ENSG00000097021.21	ACOT7	1183.03819989189	1352.474291140612	3281.040140623373	1559.4596503561304	1586.518139153954	1603.1859671541472
ENSG00000271746.1	ENSG00000271746	63.29393988406649	58.076837207802754	36.222309244773705	81.0861099535221	49.3934663497495	86.73816786987133
ENSG00000069812.11	HES2	12.100312036659771	17.50260847358439	23.369231770821745	24.615426235890638	25.68460250186974	8.820830630834372
ENSG00000187017.18	ESPN	137.75739857120354	1.5911462248713082	14.021539062493048	15.927628740870412	148.1803990492485	19.11179970014114
ENSG00000215788.11	TNFRSF25	96.80249629327817	41.36980184665401	31.548462890609354	31.855257481740825	80.01741548659419	49.249637688825246
ENSG00000171680.23	PLEKHG5	1209.100410432388	949.914296248171	625.1269498694817	320.00054106657825	1115.3044701773438	877.67264776802
ENSG00000162408.11	NOL9	1686.5973392636542	1589.5550786464369	1726.986227863727	893.3951757379131	1666.5355546405483	1666.4019200084601
ENSG00000229519.2	ENSG00000229519	9.307932335892131	0	8.17923111978761	18.823561239210488	4.93934663497495	22.78714579632213
ENSG00000173662.21	TAS1R1	20.47745113896269	16.707035361148737	26.874616536445007	30.407291232570785	0.9878693269949901	20.581938138613538
ENSG00000204859.13	ZBTB48	414.20298894719986	307.0912214001625	271.0830885415322	275.11358734230714	303.27588338746193	349.1578791371939
ENSG00000162413.17	KLHL21	569.6454589565984	461.4324052126794	286.2730891925664	165.06815240538427	382.3054295470612	283.0016494059361
ENSG00000116273.6	PHF13	718.5723763308725	672.2592800081277	1212.8631289056486	359.09562979416927	700.3993528394479	862.9712633832961
ENSG00000041988.16	THAP3	483.08168823280164	482.91287924844204	505.94386783829077	690.6799008541078	527.5222206153247	488.8210307920715
ENSG00000007923.17	DNAJC11	1661.4659219567454	1720.0290690858842	1360.0892890618256	975.9292519406052	1781.1283965719672	1273.8749569363306
ENSG00000237436.1	CAMTA1-DT	9.307932335892131	18.298181586020046	11.684615885410873	21.71949373755056	12.84230125093487	27.197561111739315
ENSG00000171735.21	CAMTA1	8276.613433075283	13909.00472471254	14237.704456373149	6205.98334394278	9727.549262919667	7621.197665040898
ENSG00000237402.1	CAMTA1-IT1	4.6539661679460655	5.569011787049579	16.35846223957522	18.823561239210488	12.84230125093487	13.231245946251558
ENSG00000270171.1	ENSG00000270171	53.98600754817436	124.9049786523977	148.39462174471808	86.87797495020224	18.769517212904812	82.32775255445415
ENSG00000270035.1	ENSG00000270035	10.238725569481344	35.00521694716878	36.222309244773705	13.031696242530337	11.854431923939881	4.410415315417186
ENSG00000269978.1	ENSG00000269978	13.961898503838198	46.14324052126794	10.516154296869786	14.479662491700374	2.9636079809849702	32.343045646392696
ENSG00000049245.13	VAMP3	3187.036031809466	2517.1933277464095	1659.2154557283438	2012.673086346352	2701.822609331298	2807.229348263039
ENSG00000269925.1	ENSG00000269925	20.47745113896269	51.71225230831752	36.222309244773705	27.51135873423071	24.69673317487475	39.69373783875468
ENSG00000049246.15	PER3	305.3001806172619	675.4415724578704	565.5354088538862	308.41681107321796	273.63980357761227	348.4228099179577
ENSG00000049247.14	UTS2	798.6205944195449	3891.148092922784	2873.2470462225338	5732.498380464178	5261.392035575317	2584.5033748344713
ENSG00000049249.10	TNFRSF9	401.17188367695087	1354.0654373654834	1924.4562363271707	1333.5769154856046	3928.7563134590755	625.5439055700042
ENSG00000116288.13	PARK7	13812.971586463922	15679.950472994307	11515.188955072415	22376.87041467376	16175.372360215968	11893.41996724168
ENSG00000116285.13	ERRFI1	2698.3695841751287	2692.2194124822536	1918.6139283844652	2486.158049824954	2657.368489616523	2044.2274986958657
ENSG00000232848.1	RPL7AP18	22.339037606141115	10.342450461663503	5.842307942705436	50.67881872095131	31.611818463839683	5.145484534653384
ENSG00000200975.1	RNU1-7P	37.231729343568524	34.20964383473313	32.71692447915044	70.95034620933184	24.69673317487475	38.95866861951848
ENSG00000162426.16	SLC45A1	322.98525205545695	185.3685351975074	448.68924999977753	201.2673086346352	376.3782135850912	360.18391742573687
ENSG00000142599.20	RERE	13972.13722940768	12009.176132216198	21382.847070301897	32629.919425046795	7130.440802249838	24536.61053810428
ENSG00000229716.2	RPL23AP19	1.8615864671784264	24.662766485505276	8.17923111978761	17.37559499004045	0	15.436453603960151
ENSG00000074800.16	ENO1	34904.74625959549	28619.151573647785	45041.857315081834	62207.52599684315	47153.96658545186	30369.38479274351
ENSG00000201725.1	RNU6-304P	11.169518803070558	16.707035361148737	8.17923111978761	24.615426235890638	3.9514773079799603	8.820830630834372
ENSG00000131686.15	CA6	9.307932335892131	34.20964383473313	0	0	11.854431923939881	7.3506921923619775
ENSG00000265141.2	RN7SL451P	10.238725569481344	7.160158011920887	24.537693359362834	40.54305497676105	23.708863847879762	19.11179970014114
ENSG00000180758.12	GPR157	499.8359664374074	293.5664784887564	268.74616536445006	263.5298573489468	734.9747792842726	136.7228747779328
ENSG00000228526.8	MIR34AHG	24.200624073319542	36.59636317204009	15.190000651034135	23.167459986720598	21.73312519388978	2.205207657708593
ENSG00000234546.5	LNCTAM34A	17.68507143819505	14.320316023841775	1.1684615885410872	20.271527488380524	48.40559702275451	19.11179970014114
ENSG00000049239.13	H6PD	1201.6540645636742	1082.7750060249252	788.7115722652339	198.37137613629514	1133.0861180632537	872.5271632333667
ENSG00000171621.14	SPSB1	580.814977759669	1815.4978425781626	552.6823313799342	280.9054523389873	920.6942127593308	374.1502325912246
ENSG00000284652.1	ENSG00000284652	26.06221054049797	27.04948582281224	19.863847005198483	13.031696242530337	14.81803990492485	10.290969069306769
ENSG00000284693.2	LINC02606	78.1866316214939	87.51304236792195	19.863847005198483	30.407291232570785	43.46625038777956	63.215952854313
ENSG00000171612.7	SLC25A33	964.3017899984249	2433.658150940666	1215.2000520827307	1514.5726966318591	1233.8487894167426	1078.346544619502
ENSG00000188807.13	TMEM201	188.02023318502106	163.88806116174476	347.03309179670293	68.05441371099177	116.56858058540882	175.68154339745126
ENSG00000171608.18	PIK3CD	747.4269665721381	605.4311385635328	1861.359310545952	518.3719172028734	1218.0428801848227	887.9636168373269
ENSG00000231789.4	PIK3CD-AS2	225.2519625285896	195.71098565917092	241.87154882800505	330.13630481076854	278.5791502125872	146.27877462800333
ENSG00000171603.18	CLSTN1	5519.603875184034	3592.0126026469784	9289.269628901644	1860.636630183498	3728.2188400790924	6728.823632888154
ENSG00000178585.15	CTNNBIP1	2824.0266707096725	3463.1297584324025	3593.0193847638434	3072.5843807388196	2447.9401922935854	3981.869960602483
ENSG00000162441.12	LZIC	5234.781145705735	6578.594066730424	5044.248677731874	7561.279753165935	4619.276973028574	5482.8813062827985
ENSG00000173614.14	NMNAT1	1235.1626209728859	1014.355718355459	487.24848242163335	787.6936395485004	1093.571344983454	750.5056728401579
ENSG00000202415.1	RN7SKP269	24.200624073319542	15.911462248713082	37.39077083331479	34.7511899800809	18.769517212904812	46.30936081188045
ENSG00000162444.12	RBP7	16.754278204605836	22.276047148198316	21.03230859373957	13.031696242530337	30.623949136844693	0.7350692192361977
ENSG00000130939.20	UBE4B	3844.1760547234503	3220.479959139528	5171.610990882852	2586.067721017687	3886.277932398291	4307.505624724118
ENSG00000054523.20	KIF1B	14638.585184657555	22239.450785026274	36083.26231573732	9239.47263595401	15188.490902547972	19574.15823904071
ENSG00000199562.1	RNU6-37P	8.377139102302918	0	18.695385416657395	21.71949373755056	16.79377855891483	16.906592042432546
ENSG00000284735.1	ENSG00000284735	100.52566922763502	94.67320037984284	57.254617838513276	34.7511899800809	54.332812984724455	50.71977612729764
ENSG00000284642.1	ENSG00000284642	129.38025946890062	134.45185600162554	135.5415442707661	40.54305497676105	40.50264240679459	118.34614429702783
ENSG00000142657.21	PGD	6509.037082489367	6495.05888992468	7522.55570702752	4613.220469855739	7709.332227868902	5621.074319499204
ENSG00000175279.22	CENPS	62.363146650477276	56.485690982931445	50.24384830726675	10.135763744190262	25.68460250186974	38.95866861951848
ENSG00000241563.4	CORT	13.961898503838198	16.707035361148737	57.254617838513276	5.791864996680149	19.7573865398998	11.026038288542965
ENSG00000160049.12	DFFA	4685.613137888099	4121.068722416689	3550.9547675763642	3428.7840780346487	4996.64305594066	3755.468641077734
ENSG00000142655.13	PEX14	759.5272786087979	408.12900667949054	579.5569479163793	402.5346172692704	705.3386994744229	757.1212958132836
ENSG00000130940.15	CASZ1	601.2924288986317	52.50782542075317	421.8146334633325	68.05441371099177	555.1825617711844	292.55754925600667
ENSG00000120948.19	TARDBP	1634.4729181826583	2030.3025829357894	2990.0932050766423	2628.058742243618	1644.8024294466584	1722.2671806704113
ENSG00000009724.18	MASP2	112.6259812642948	137.63414845136816	432.33078776020227	217.19493737550562	117.55644991240382	196.2634815360648
ENSG00000116649.10	SRM	383.4868122387558	350.84774258412347	789.880033853775	512.5800522061933	441.57758916676056	647.5959821470902
ENSG00000171824.14	EXOSC10	2472.18682841295	2522.762339533459	2265.647020181168	2111.1347912899146	2387.680163346891	2081.716028876912
ENSG00000198793.14	MTOR	3603.100607223844	3080.4590913508528	3341.8001432275096	1502.9889666384988	3006.086362045755	3079.2049593804322
ENSG00000253086.1	RNU6-537P	34.439349642800885	27.04948582281224	95.81385026036915	104.2535699402427	34.57542644482465	133.0475286817518
ENSG00000171819.5	ANGPTL7	292.2690753470129	18691.990276675693	106.33000455723894	134.66086117281347	72.11446087063428	254.3339498557244
ENSG00000120942.14	UBIAD1	504.4899326053535	591.110822539691	625.1269498694817	361.99156229250934	435.65037320479064	649.8011898047988
ENSG00000204624.8	DISP3	193.60499258655634	73.98829945651583	773.5215716141997	231.67459986720598	155.09548433821345	483.6755462574181
ENSG00000284708.1	ENSG00000284708	53.05521431458515	50.12110608344621	102.82461979161567	26.063392485060675	61.24789827368939	22.78714579632213
ENSG00000116661.11	FBXO2	1627.9573655475338	2484.574830136548	1084.3323541661289	854.300087010322	2192.082036601883	893.1091013719803
ENSG00000132879.14	FBXO44	1123.4674329421803	1217.2268620265509	1145.0923567702655	877.4675469970427	957.2453778581454	932.0677699914987
ENSG00000116670.16	MAD2L2	2213.4263094751486	1964.27001460363	1749.1869980460076	1834.5732376984374	1856.2064654235862	2547.749913872661
ENSG00000116663.11	FBXO6	27.923797007676395	28.64063204768355	3.505384765623262	7.239831245850187	35.56329577181964	36.753460961809886
ENSG00000162490.7	DRAXIN	2027.2676627573062	3245.938298737469	4470.5340377582	1584.0750765920209	1768.2860953210322	4691.2117571654135
ENSG00000177674.16	AGTRAP	330.43159792417066	299.1354902758059	84.12923437495829	94.11780619605243	298.336536752487	326.37073334087177
ENSG00000177000.13	MTHFR	1133.7061585116617	1055.725520202113	1568.075451822139	486.51665972113256	1007.6267135348899	1219.479834712852
ENSG00000011021.23	CLCN6	1559.078666261932	1716.8467766361416	3284.5455253889963	787.6936395485004	1578.615184537994	1948.66850019516
ENSG00000120937.9	NPPB	48.401248146639084	11.933596686534813	60.76000260413654	115.83729993360299	96.81119404550903	10.290969069306769
ENSG00000285646.2	ENSG00000285646	59.57076694970964	58.8724103202384	60.76000260413654	131.7649286744734	66.18724490866434	117.61107507779164
ENSG00000201801.1	RNU5E-4P	41.88569551151459	22.276047148198316	57.254617838513276	79.63814370435206	24.69673317487475	36.753460961809886
ENSG00000116685.17	KIAA2013	1331.0343240325747	817.8491595838524	671.8654134111251	516.9239509537034	874.2643543905662	1134.9468745006893
ENSG00000083444.17	PLOD1	4896.90320191285	2627.7779903749656	2714.3362701809456	1385.7037004557258	4703.245865823148	2547.014844653425
ENSG00000116688.18	MFN2	4664.204893515547	4385.994568857761	4514.935578122761	2264.6192137019384	4865.256435450326	4213.416764661885
ENSG00000116691.11	MIIP	263.4144851057473	429.6094807152532	439.3415572914488	331.5842710599386	273.63980357761227	414.57903964921553
ENSG00000028137.19	TNFRSF1B	17.68507143819505	0	67.770772135383055	36.19915622925094	40.50264240679459	7.3506921923619775
ENSG00000048707.15	VPS13D	3133.9808174948807	3646.9071474050384	4859.631746742381	2086.519365054024	3254.0415631214973	3531.272529210694
ENSG00000162496.9	DHRS3	98.6640827604566	996.0575367694389	50.24384830726675	59.36661621597153	133.36235914432365	80.85761411598175
ENSG00000157330.10	CFAP107	122.86470683377613	34.20964383473313	11.684615885410873	47.78288622261124	18.769517212904812	216.8454196746783
ENSG00000162493.17	PDPN	1186.7613728262468	2074.854677232186	299.1261666665183	234.57053236554606	869.3250077555913	319.755110367746
ENSG00000116731.23	PRDM2	2446.1246178724523	2351.7141203597935	4507.924808591514	2409.4158386189424	2303.711270552317	2847.65815532103
ENSG00000289380.1	ENSG00000289380	16.754278204605836	0	11.684615885410873	17.37559499004045	1.9757386539899802	0
ENSG00000189337.17	KAZN	705.5412710606236	588.7241032023841	1619.487761717947	515.4759847045333	516.6556580183798	862.9712633832961
ENSG00000231606.2	ENSG00000231606	13.961898503838198	14.320316023841775	14.021539062493048	21.71949373755056	7.902954615959921	2.205207657708593
ENSG00000235829.1	TBCAP2	1.8615864671784264	11.138023574099158	12.85307747395196	27.51135873423071	0.9878693269949901	4.410415315417186
ENSG00000175147.13	TMEM51-AS1	60.50156018329886	41.36980184665401	186.95385416657396	36.19915622925094	83.96889279457416	72.77185270438358
ENSG00000171729.14	TMEM51	563.129906321474	442.3386505142237	460.37386588518837	163.62018615621423	410.95364002991585	296.96796457142386
ENSG00000142621.21	FHAD1	169.4043685132368	89.89976170522891	141.38385221347156	92.66983994688239	206.46468934195292	192.5881354398838
