gene_id	gene_symbol	SRR36692424	SRR36692425	SRR36692426	SRR36692427	SRR36692428	SRR36692429	SRR36692433	SRR36692434	SRR36692435	SRR36692440	SRR36692441	SRR36692445	SRR36692446	SRR36692447	SRR36692448	SRR36692449	SRR36692450	SRR36692454	SRR36692455	SRR36692456	SRR36692460	SRR36692462	SRR36692469	SRR36692470
ENSG00000001561.7	ENPP4	465.42607723538913	422.9676568362819	514.282355667157	488.9918682250321	337.67234510432786	489.35954613079207	617.790542920964	606.7432391285479	646.4914579995827	495.60081909098	454.0683281376352	949.4749064966779	1026.5523499175981	963.3972453181703	449.92855525837524	344.3112310434919	419.0555060596903	584.8067479348977	414.804111776762	560.313861645206	420.0004132330385	405.211129062171	389.1360377995984	341.3013961439882
ENSG00000001617.12	SEMA3F	103.42801716341981	99.52180160853692	111.6369015960414	365.7251681099719	439.1637522002915	276.01478487486094	162.38547310257348	252.88039896546474	174.1174001594886	365.11351482398777	336.21155886247436	420.9012472098675	360.0995154161208	320.51839519189605	224.02300450103203	177.02376917403183	217.87372222809893	98.44948130702593	74.20249506857033	94.3791079012315	273.27537804245736	306.8265339400801	308.7278259073345	248.21919719562777
ENSG00000001626.18	CFTR	54.94613411806677	46.02883324394833	65.22605486510284	6.1123983528129004	4.742589116633818	1.3334047578495696	18.14362827961715	7.637327485534169	9.673188897749366	1.254685617951848	8.222565298267035	6.228982516847934	1.074923926615286	18.42059742482161	8.471458153400372	12.391663842182227	0	4.207242790898545	2.4328686907727977	5.9607857621830425	69.69439171552604	57.52997511376502	49.63469869892837	72.09307565608307
ENSG00000001629.10	ANKIB1	2008.2273332564012	1869.7658477203872	1865.2142997001524	1435.3948798522295	1624.811031358746	1842.7653753481052	1882.4014340102792	1861.8107225846632	1603.3310598019575	1559.5742231141471	1634.4632576221918	1879.373010797548	1958.5113942930511	1959.0305361297785	1425.0875160275734	1402.028251858332	1303.728241074592	1963.9409347914404	1799.106396826484	1788.2357286549127	1350.7873552232875	1439.0831455993975	1408.632749075587	1320.4896262576228
ENSG00000001630.18	CYP51A1	106.66014269977667	125.64627453077786	77.7695269545457	102.89203893901717	104.336960565944	130.67366626925784	75.29605736041117	86.55637816938726	125.75145567074178	104.13890629000339	93.18907338035974	83.64633665481512	81.69421842276174	108.68152480644751	133.66078419809475	69.03926997787241	128.26436873105823	82.46195870161147	92.44901024936631	78.48367920207671	84.36689523458415	79.2079367508359	108.20364316366384	69.35536392230776
ENSG00000001631.17	KRIT1	85.11263912406422	94.54571152811008	89.05865183504426	28.524525646460205	38.88923075639731	68.00364265032805	46.26625211302373	39.03522937050798	57.23303431168375	22.584341123133264	54.81710198844691	34.70433116529563	35.47248957830444	54.340762403223756	38.59219825437947	41.60058575589748	65.88923051252992	52.16981060714195	34.06016167081917	54.640536153344556	53.18782525658566	45.023458784685666	54.59816856882121	61.14222872098184
ENSG00000002016.18	RAD52	115.27914413006165	90.81364396778994	87.80430462609998	136.51022987948812	114.7706566225384	153.3415471527005	125.19103512935833	76.37327485534169	62.87572783537089	102.88422067205154	70.34861421850687	108.56226672220684	102.11777302845216	107.76049493520644	106.36386348158243	85.85652804940544	78.1885535415355	111.91265823790128	142.32281841020867	61.59478620922477	93.53720993399547	105.05473716426656	86.36437573613536	84.8690637470345
ENSG00000002330.14	BAD	232.71303861769456	210.23980589803423	334.91070478812424	524.6475252831074	444.85485914025213	386.6873797763752	679.4788790716622	685.662289812401	786.7526970169486	626.0881233579722	549.0846382509432	630.9069434921693	632.0552688497881	738.6659567353466	405.6887182350622	434.5933533222481	345.25956788565674	431.66311034619065	413.5876774313756	503.6863969044671	412.6641614735094	451.06835560212863	401.04836548734124	579.4823169824399
ENSG00000002549.13	LAP3	834.9657635588578	840.9592235921369	809.053949769064	560.3031823411826	473.31039384005504	410.68866541766744	700.3440515932219	639.838324899196	739.1928516030141	632.3615514477315	611.210687171183	817.7764189976073	886.812239457611	1013.1328583651887	517.7002204855783	573.5570121238632	580.7037515837636	555.3560483986079	614.2993444201314	580.1831475191494	1419.5647154688725	1280.6672720977256	1587.3176643917293	1450.9872189009125
ENSG00000002587.10	HS3ST1	16.160627681784344	29.856540482561076	41.39345789516142	44.824254587294604	99.59437144931017	49.335976040434076	252.19643308667835	229.96841650886222	230.5443353963599	277.28552156735844	236.6271569167958	476.07223521623496	443.9435816921131	383.1484264362895	72.47803086798095	71.6946265154829	58.86104592452673	103.49817265610419	102.18048501245751	118.22225094996367	33.01313291788075	81.70924001665176	69.48857817849972	62.05479929890694
ENSG00000002746.15	HECW1	706.7581172833686	768.8059174259477	648.4975070241956	714.1318742203073	803.3945963577687	946.7173780731945	201.39427390375036	220.63390513765378	166.05640941136414	697.6052035812276	740.9444952105074	113.90139459379078	139.74011045998716	96.70813648031347	398.15853320981745	384.1415791076491	342.62399866515557	373.6031598317907	245.71973776805257	311.9477882209125	270.52428363263397	268.4732171975701	321.63284756905585	272.85860279960553
ENSG00000002834.19	LASP1	2526.4447942522856	2540.293986057905	2397.0575162925293	2974.7005317022786	3135.7999239182805	3006.8277289507796	3743.9376954989984	3690.5263593986783	4165.920018630727	2855.6644664584064	3319.17552540046	4963.609211282539	4973.673008448928	4684.357925132136	2747.576261086187	2873.0957736945365	2849.0503273617937	3558.485952541989	3659.0345109222876	3532.7590283871496	3635.1127468466475	3206.670786775946	3490.312012508643	3244.188404523738
ENSG00000002919.15	SNX11	204.70128396926836	252.53657158166243	259.64987225146706	630.595763398531	543.5007127662356	502.69359370928777	609.6259101951362	535.461515930229	724.68306825639	678.7849193119498	562.7889137480549	435.13892153409137	372.99860253550423	344.46517184416416	545.9384143302461	707.2099578502572	665.9204897133023	444.2848387188863	485.3573038091732	456.9935751006999	615.3281163304996	451.90212335740057	630.3606734763903	666.1765218853245
ENSG00000002933.9	TMEM176A	5.3868758939281145	3.7320675603201345	10.034777671554284	15.280995882032252	9.485178233267636	2.666809515699139	24.49389817748315	21.21479857092825	42.723250965059705	20.074969887229567	10.963420397689381	55.17098800636741	30.09786994522801	70.91930008556321	51.77002204855782	30.979159605455568	23.72012298451077	31.975045210828938	46.224505124683155	38.74510745418977	134.8036260813464	130.9015375776972	167.76528160237788	200.76552714352246
ENSG00000003056.8	M6PR	1105.386933434049	1044.9789168896377	1192.8841957060154	1070.6884448010599	1010.1714818430032	981.3859017772833	1534.9509524556108	1348.4125971681995	1549.3224217895236	1170.6216815490743	1350.3279456487421	2067.13234094825	1872.5174801638282	2192.972123425013	1642.5216086315163	1676.4150940780814	1614.725409093733	1592.0206720760093	1604.47690156466	1722.6670852708992	1373.7131419718157	1424.0753260045021	1328.2245371833233	1552.2825530505986
ENSG00000003096.15	KLHL13	643.1929817350169	577.2264493295141	765.1517974560142	985.1148678616792	989.30408972981445	1034.722092091266	1160.2850284815167	1074.3173996318064	1193.8327297972344	1380.154179747033	1269.0159110325458	186.869475505438	240.78295956182407	298.41367828211014	1051.4020841498016	1078.0747542698539	1229.9323029005584	1190.649709824288	1164.1276685347837	1150.431652101327	1181.136533284178	1001.3550740816202	1177.3350531385809	1108.773252178999
ENSG00000003137.9	CYP26B1	51.714008581709905	47.27285576405504	53.93692998460428	411.5681557560687	415.45080661712245	462.69145097380067	131.54130502722433	200.26769850956268	191.04548073055	301.12454830844354	303.3212976694062	108.56226672220684	144.03980616644833	101.31328583651887	51.77002204855782	86.7416468952756	63.25366129202872	430.82166178801094	388.04255617826124	353.6732885561938	104.54158757328905	114.22618247225809	136.9917684090423	99.47019299383614
ENSG00000003147.19	ICA1	332.90893024475747	380.6708911526537	311.0781078181828	417.68055410888155	539.7066414729285	390.6875940499239	201.39427390375036	265.60927810802167	252.309010416296	190.7122139286809	219.26840795378763	30.25505793897568	66.64528345014773	42.36737407708971	194.84353752820854	189.41543301621405	268.8280604911221	120.32714381969836	109.4790910847759	136.1046082365128	247.59849688410566	229.2861326997881	214.42189837937056	230.88035621505082
ENSG00000003249.15	DBNDD1	323.2125536356869	371.9627335119067	371.28677384750847	475.74833846060415	503.6629641865115	393.35440356562304	476.27024233995013	532.9157401017176	598.1255135108358	367.62288605989147	421.17806694456704	319.4578176497726	225.73402458921007	264.3355730461901	456.51746715546443	416.0058575589748	455.0749520732066	480.46712672061375	492.65590988149154	527.5295399531992	414.4982244133917	422.7202519228821	464.58077982196954	445.3344420274498
ENSG00000003393.16	ALS2	940.5485310798489	844.6912911524571	960.8299620513226	1397.70175667655	1166.6769226919191	1180.0632106968692	1188.4076523149233	1140.5075711731026	1267.9938446799795	1184.4232233465445	1188.6174947828238	1372.1558629970734	1546.8155303993965	1401.8074640289246	1190.7105071168298	1097.5473688789973	1220.268549092054	1374.9269440656442	1460.937648809065	1318.3271177361494	1513.101925402868	1190.6203545283543	1251.7871011869736	1245.6588388677644
ENSG00000003402.21	CFLAR	393.2419402567524	442.87201715798926	307.31506619134996	258.7581969357461	146.0717447923216	233.34583262367468	218.63072076938664	196.02473879537703	157.99541866323966	193.2215851645846	236.6271569167958	634.4663620732252	675.0522259143996	642.8788501262743	237.20082829521039	322.1832598967379	200.30326075809094	274.3122299665851	310.1907580735317	309.96085963351817	192.57660868763773	260.1355396448505	226.33422606711338	220.84207985787472
ENSG00000003436.16	TFPI	173.4574037844853	118.1821394101376	159.30209553592425	142.62262823230103	228.59279542175003	138.67409481635525	908.0885953948383	906.2961949500548	802.068579438385	932.2314141382232	679.7320646567416	1165.7095852958275	1517.7925843807839	1580.4872590496943	409.4538107476846	354.9326571939338	435.74744445619785	2085.950975727498	2039.960397212991	2082.3011595892763	999.5643022358339	1048.0460683768497	963.9058487331889	1134.325228360902
ENSG00000003509.16	NDUFAF7	252.10579183583576	256.26863914198253	303.55202456451707	135.49149682068597	125.2043526791328	201.34411843528503	238.5887118769655	152.74654971068338	178.95399460836327	223.33403999542895	170.84663453065951	198.43758589386988	305.2783951587412	305.7819172520388	176.9593480932522	223.93506800515027	201.18178383159133	203.63055107948955	229.90609127802938	220.54907320077257	260.4369374632815	265.1381461764823	203.5022646656063	227.23007390335042
ENSG00000003756.17	RBM5	680.9011129925137	681.7243410184778	678.6018400388584	960.6652744504275	958.951519383358	865.3796878443707	576.0601978778444	601.6516874715252	632.7877737277711	914.6658154868973	792.1071237330578	682.5185129174807	690.1011608870136	573.8016097831933	1139.8817581964277	1186.9443723118834	1171.9497800495321	781.7057105489496	804.0631023004097	689.4642198258385	680.43735069632	675.351881770285	724.6666010043542	618.7228518332192
ENSG00000003987.14	MTMR7	874.8286451739258	813.5907281497892	773.9322279186241	832.3049090413567	860.3056657573745	840.0449974452289	550.6591182863805	470.96852827460714	388.53975405959955	534.4960732474873	595.679174941123	210.00569628230176	237.5581877819782	182.36391450573396	531.8193174079122	535.4969017514462	650.9855974637956	392.1150281117443	548.6118897692659	447.0589321637282	689.6076653957313	549.4529507242195	521.1643363387478	555.7554819563871
ENSG00000003989.18	SLC7A2	119.58864484520414	111.96202680960403	106.61951276026426	4.074932235208601	2.845553469980291	12.000642820646126	77.11042018837288	78.91905068385309	100.76238435155591	134.25136112084775	107.80696724394558	642.4750538806012	756.7464443371613	699.9827021432213	44.23983702331305	48.68153652285875	46.56172289552114	787.5958504562075	752.9728597941809	880.2093642156959	289.78194450139773	285.14857230300925	211.44381645743485	249.13176777355287
ENSG00000004059.11	ARF5	546.2292156443108	531.1976160855658	654.769243068917	871.0167652758383	707.5942962017656	712.0381406916702	1006.9713695187518	903.7504191215434	1108.386227867115	1114.1608287412412	994.0167827238372	555.26929864473	505.2142455091844	459.5939057492992	651.361004683673	713.4057897713483	716.8748279763255	500.66189211692677	504.8202533353555	605.0197548615788	679.5203192263789	636.164797272503	798.1259550787681	803.0621085740898
ENSG00000004139.14	SARM1	719.6866194287961	707.8488139407189	604.5953547111455	985.1148678616792	914.3711816870001	928.0497114633005	665.8711578619493	674.6305945555183	652.1341515232698	831.8565647020753	953.8175745989762	884.5155173924065	700.8504001531664	683.4041644608818	738.8994056021435	816.0795758922867	770.4647354598499	607.5258590057498	619.165081801677	579.1896832254523	757.467994171375	773.7364768923759	766.3597479114541	710.8924802036546
ENSG00000004142.12	POLDIP2	1262.68370953675	1183.0654166214827	1166.5429043181855	1650.3475552594832	1562.2088550191797	1457.4114003295797	2141.8553184088046	2088.3847713221767	2336.8812178812846	1898.3393399611462	1654.5628616846225	2351.885827432727	2221.8677563137962	2461.9128458274085	1389.3191371576609	1592.3288037204163	1582.2200553742184	1862.1256592516957	1992.5194577429213	2013.752123324171	1800.1327754944423	1684.2108656493529	1889.0966324812136	1992.141571610498
ENSG00000004399.13	PLXND1	56.023509296852396	54.7369908846953	41.39345789516142	30.561991764064505	42.68330204970436	33.33511894623924	96.16122988197088	135.7747108539408	106.40507787524304	51.44211033602577	88.62098154798916	1403.300775581313	1330.755821149724	1159.5766078925205	38.59219825437947	29.20892191371525	32.50535371951476	347.51825452821976	425.75202088523963	291.0850380532719	208.16614367663698	314.33044373752773	373.25293421594137	242.74377372807717
ENSG00000004455.18	AK2	841.4300146315716	928.0407999996067	906.8930320667183	1037.0702538605888	784.4242398912335	721.3719739966172	878.15160873347	972.486366491351	902.0248647151285	1158.0748253695558	1112.787170365472	1246.6863580148508	1206.0646456623508	1253.5216547591108	1303.6632824955016	1336.5294572639402	1293.185964192587	1070.3225660045896	1050.9992744138485	1129.5689019336864	1436.988313397754	1395.7272223252558	1386.7934816480586	1468.3260598814893
ENSG00000004468.13	CD38	6.464251072713738	2.488045040213423	6.271736044721427	70.29258105734836	58.80810504625934	26.66809515699139	252.19643308667835	232.5141923373736	296.6444595309806	100.37484943614784	89.53459991446329	388.86647998036386	409.546016040424	475.2514135603976	34.82710574175708	35.404753834806364	40.41206138101835	51.32836204896224	45.00807077929676	77.49021490837954	16.506566458940377	25.013032658158703	11.912327687742808	19.163982136427144
ENSG00000004478.8	FKBP4	1660.235150508645	1725.459235388009	1576.7144416429667	2320.673907951298	2124.6799242519505	2061.4437556354346	2169.977942242211	2261.497527660951	2403.7874410907175	1510.641484014025	1651.8220065852001	1548.3470827593435	1564.014313225241	1544.567094071292	2350.359001004525	2533.2101368803956	2464.257221168619	2112.0358810310695	2552.0792566206646	2401.203197866069	2589.696871113757	2551.3293311321877	2748.769613946653	2729.4985985739804
ENSG00000004487.18	KDM1A	3976.591784897734	4056.757438067986	3820.7415984442932	5681.474268939592	5646.526602264224	5453.62545960474	2677.09235265751	2723.980136507187	2767.3381238311313	4234.563960587488	4239.189220439894	1918.5266151891635	1795.1229574475276	1908.373893211519	5983.673275685129	5820.541530442167	5815.82274657264	2870.181031950987	2992.4284896505415	3128.4190608524	4162.405842062798	3961.2306052970666	4070.0452933121264	4055.4636482991536
ENSG00000004534.15	RBM6	594.7110986896639	577.2264493295141	545.6410358907642	929.0845496275609	950.4148589734172	1020.0546397549208	457.2194326463521	462.48260884623585	366.77507903966347	585.938183583513	724.4993646139733	614.8895598774175	597.65770319809906	546.1707136459609	666.4213747341626	833.7819528096899	742.3519971078371	713.5483773363932	760.2714658664993	626.8759693229166	542.8826302051502	692.8610046309961	623.4118156585403	559.4057642680876
ENSG00000004660.15	CAMKK1	156.21940092391532	156.74683753344564	144.24992902859282	185.40941670199132	153.6598873789357	168.00899948904578	74.3888759464303	53.46129239873919	116.07826677299241	80.29987954891827	100.49802031215266	21.356511486335773	27.948022091997434	23.025746781027017	100.71622471264885	84.08629035766512	83.45969198253789	56.377053398040495	77.85179810472953	66.56210767771064	92.62017846405433	70.87025919811633	83.38629381419966	114.07132224063777
ENSG00000004700.16	RECQL	1219.5887023853252	1153.2088761389216	1190.3755012881268	639.7643609277503	692.4180110285374	885.3807592121143	929.8609493303788	836.7116556374101	725.4891673312026	875.7705613303899	713.535944216284	1231.558829045363	1497.3690297750934	1434.0435095223625	743.6057712429215	709.8653143878676	781.885535415355	1013.1040640483695	1269.9574565834005	1191.1636881429113	1284.761089387526	1234.810045557768	1042.3286726774957	991.964218204586
ENSG00000004766.17	VPS50	757.3947506862929	709.0928364608255	691.1453121283013	628.5582972809267	790.1153468311941	730.7058073015642	700.3440515932219	638.9897329563588	631.9816746529586	858.2049626790641	719.0176544151286	492.08961883098675	575.084300739178	503.8033395688711	544.9971412020906	648.7921140228266	534.1420286882425	605.8429618893904	681.2032334163833	547.3988258271427	667.5989101171441	624.4920486986956	528.1131941565978	601.3840108526423
ENSG00000004776.13	HSPB6	0	1.2440225201067114	2.508694417888571	12.224796705625801	5.691106939960582	1.3334047578495696	2.7215442419425724	3.3943677713485196	5.6426935236871305	5.018742471807392	11.877038764163496	211.78540557282975	169.83798040521518	175.9167054070464	9.412731281555967	12.391663842182227	0.8785230735003988	49.64546493260282	48.657373815455955	42.71896462897847	22.925786748528303	20.010426126526962	16.875797557635646	13.688558668876531
ENSG00000004777.19	ARHGAP33	384.6229388264674	524.9775034850322	417.6976205784471	968.8151389208448	910.577110393693	664.0355694090857	318.420676307281	343.6797368490376	270.0431900621698	868.2424476226788	847.8378440879789	153.94485363067037	84.91899020260759	142.7596300423675	535.5844099205345	519.5647625257834	629.901043699786	340.7866660627821	417.2369804675348	506.6667897855586	287.9478815615155	429.39039396505774	461.60269790003383	386.9299250402433
ENSG00000004779.10	NDUFAB1	363.07543525075494	388.135026273294	421.4606622052799	620.4084328105095	644.04360203887245	516.0276412877835	842.7715335882166	1047.1624574610184	1099.5191380441781	1097.849915707867	817.6884379943331	464.5041248278031	468.6668320042647	587.6170578518095	698.4246610914528	892.1997966371204	737.0808586668346	562.0876368640455	564.4255362592891	736.1570416296057	895.939746132486	1025.5343389845068	957.9496848893175	1234.7079919326632
ENSG00000004799.8	PDK4	25.857004290854952	27.36849544234765	17.560860925219995	13.243529764427953	62.6021763395664	45.33576176688537	209.55890662957808	211.29939376644535	206.3613631519865	53.95148157192947	42.026444857809295	683.4083675627447	548.2112025737958	579.3277890106397	48.94620266409103	46.02617998524828	56.225476704025525	56.377053398040495	37.709464706978366	125.17650100584389	34.84719585776302	20.010426126526962	44.671228829035535	32.852540805303676
ENSG00000004838.14	ZMYND10	54.94613411806677	57.225035924908724	55.19127719354856	89.64850917458921	69.24180110285374	48.002571282584505	276.6903312641615	306.34169136420394	329.6945215982909	272.26677909555104	190.03262022661593	496.5388920573067	477.26622341718695	578.4067591393987	23.53182820388992	54.87736844394986	111.57243033455066	192.69171982315333	178.81584877180063	219.5556089070754	172.40191634893282	180.09383513874266	173.7214454462493	167.0004157602937
ENSG00000004848.8	ARX	5.3868758939281145	1.2440225201067114	1.2543472089442855	1.0187330588021501	0	4.000214273548709	10.88617696777029	3.3943677713485196	2.4182972244373415	8.782799325662937	0.9136183664741151	73.85793555691122	62.345587743686586	53.419732531982675	27.296920716512307	24.783327684364455	11.420799955505185	26.084905303570974	13.380777799250387	25.830071636126515	49.51969937682113	43.35592327414175	44.671228829035535	42.8908171624798
ENSG00000004864.14	SLC25A13	627.0323540532326	571.0063367289806	624.6649100542542	537.8910550475352	431.57560961367744	536.028712655527	869.0797945936614	749.3066855251858	733.5501580793269	690.0770898735165	610.2970688047089	842.692349064999	801.8932492550033	711.9560904693553	836.7918109303255	945.30692738933	802.9700891793645	639.5009042165788	642.2773343640187	676.5491840077752	1381.966425201286	1163.1060186043796	1379.8446238302088	1452.8123600567626
ENSG00000004866.22	ST7	564.5445936836664	625.7433276136759	620.9018684274213	885.2790280990685	935.2385738001889	1060.0567824904078	407.324454877405	416.6586439330308	473.986255989719	1016.295350540997	918.1864583064856	288.3129050655329	396.6469289210405	360.1226796552625	1034.4591678430008	997.5289392956694	1080.5833804054905	540.2099743513731	625.247253528609	573.2288974632692	681.3543821662611	621.1569776776079	555.9086254279978	721.8433271387557
ENSG00000004897.12	CDC27	2216.1607427620265	2279.0492568354953	2366.9531832778666	1785.8390520801693	1555.5692302558923	1909.4356132405837	1822.5274606875425	1675.1204951604946	1765.3569738392594	1643.638159516921	1660.9581902499413	1904.2889408649398	2188.5451145887223	2254.6811247981655	2274.1158776239217	2755.3749671938053	2545.0813439306557	1989.1843915368318	1937.7799122005333	2023.6867662611428	2396.2032309561782	2021.0530387792232	1946.6728829719707	1935.5621957791416
ENSG00000004948.16	CALCR	7.541626251499361	14.928270241280538	3.763041626832856	25.468326470053753	44.58033769635789	14.667452336345267	14.514902623693718	16.9718388567426	2.4182972244373415	10.037484943614784	14.617893863585842	17.79709290527981	45.14680491784201	16.57853768233945	39.53347138253506	55.76248728982002	43.04763060151954	63.10864186347816	51.090242506228755	67.55557197140782	28.427975568175093	65.86765266648459	99.26939739785674	53.841664097581024
ENSG00000004961.15	HCCS	408.3251927597511	343.35021554945234	403.89980128005993	406.47449046205793	380.3556471540322	320.0171418838967	565.1740209100742	505.76079793092947	493.3326337852177	360.09477235218037	386.4605690185507	517.8954035436425	486.94053875672455	483.5406824015673	448.04600900206407	576.2123686614735	528.8708902472401	433.34600746255006	443.99853606603557	544.4184329460512	638.253903079028	475.2476205050154	614.4775698927332	668.9142336190998
ENSG00000004975.12	DVL2	262.879543623692	291.1012697049705	284.7368164303528	397.30589293283856	355.69418374753633	345.35183228303856	381.0161938719601	338.58818519201486	464.31306709196963	471.76179234989485	499.749246461341	613.9997052321535	557.8855179133334	565.5123409420235	589.2369782254036	697.4736505456854	559.619197819754	537.685628676834	603.3514353116539	598.0655048056985	446.5943258613313	343.5123151720462	405.0191413832555	432.5584539364984
ENSG00000005007.14	UPF1	817.7277606982879	827.2749758709631	743.8278949039612	643.8392931629589	650.6832268021598	645.3679027991917	625.9551756467916	686.5108817552382	625.532882054459	583.4288123476093	617.6060157365018	1102.5299054820844	948.0829032746823	852.8736607692407	740.7819518584547	661.1837778650089	691.3976588448139	789.2787475725669	682.4196677617698	778.8760062585842	553.8870078444438	574.4659833823782	674.0392083314473	614.1599989435937
ENSG00000005020.13	SKAP2	40.94025679385367	51.00492332437517	35.12172185043999	119.19176787985157	142.27767349901453	112.00599965936385	106.14022543576031	123.04583171138384	73.3550158079327	122.95919055928111	81.31203461619624	192.20860337702194	219.28448102951833	185.1270041194572	238.14210142336597	208.0029287794874	194.15359924358816	227.1911107085214	221.39105086032458	137.09807253020998	96.28830434381887	105.88850491953852	81.40090586624252	83.9564931691094
ENSG00000005022.6	SLC25A5	1886.4839380536257	2167.0872300258916	2404.5835995461953	3283.37664851933	2905.310092849877	2492.133492420846	3644.1477399611044	3357.8783178065232	4046.617355558485	4349.995037439057	3612.447021038651	3247.969455213565	3121.5790828907907	3467.6774652226686	3728.3828606243187	4280.43473862809	4168.591983759393	3329.611944717108	4016.666208465889	3836.7591022584847	3647.0341559558824	3945.3890179468995	4154.424281100304	4847.574909938143
