gene_id	gene_symbol	SRR36692424	SRR36692425	SRR36692426	SRR36692427	SRR36692428	SRR36692429	SRR36692445	SRR36692446	SRR36692447	SRR36692460	SRR36692462	SRR36692469	SRR36692470
ENSG00000002549.13	LAP3	799.8718140581582	809.1436411763964	778.8945189243273	543.7372706604491	458.1375705863469	400.2720624149948	796.0074590074438	859.9858497327958	985.4066849296655	1351.6330598240015	1232.272409605137	1521.7200935400137	1385.0657916216267
ENSG00000002587.10	HS3ST1	15.481389949512739	28.726993177860226	39.85041724729116	43.49898165283593	96.40169320955195	48.0846308745286	463.3993368541702	430.51412841169054	372.66289175521894	31.4333269726512	78.62154696699442	66.61688964840586	59.235518132245666
ENSG00000002746.15	HECW1	677.0527871253571	739.7200743299007	624.3232035408948	693.0178667872269	777.6403252237191	922.705078943657	110.8693740510912	135.51292177607692	94.0615471978317	257.57865158144733	258.32794003441023	308.3410320869071	260.4620576697273
ENSG00000002834.19	LASP1	2420.257295440492	2444.1883362162744	2307.7014351385883	2886.7506005972937	3035.2761690550356	2930.5633141097837	4831.479441070209	4823.217608137753	4556.162181411162	3461.158558877482	3085.4945881128624	3346.0712000542144	3096.798043531373
ENSG00000002919.15	SNX11	196.09760602716136	242.9824839627344	249.97079909664455	611.951582797851	526.0778115149835	489.9434010728995	423.55565555455934	361.7152604330669	335.03827287608624	585.8822888513598	434.82529036847933	604.3103560962531	635.9107093608726
ENSG00000002933.9	TMEM176A	5.160463316504247	3.5908741472325283	9.660707211464524	14.829198290739521	9.181113639004948	2.5991692364610053	53.7023530559973	29.1873985363858	68.97846794507659	128.3527518049924	125.9549272838584	160.83220500829415	191.6443233690301
ENSG00000003056.8	M6PR	1058.9270725466713	1005.4447612251079	1148.4165697628453	1039.0324935711492	977.788602554027	956.49427901765	2012.1059056303504	1815.8731517994308	2132.957560743212	1307.975661250875	1370.2612471390455	1273.334262136672	1481.75906386691
ENSG00000003096.15	KLHL13	616.1593199906071	555.3885347719644	736.6289248741699	955.9889831430078	957.590152548216	1008.4776637468701	181.89506680257148	233.4991882910864	290.2470599247378	1124.614587243743	963.51508068735	1128.6804446144192	1058.3993313335072
ENSG00000003137.9	CYP26B1	49.54044783844077	45.48440586494536	51.926301261621816	399.39974063058446	402.1327773884167	450.95586252598446	105.67237214244629	139.68255013841775	98.54066849296655	99.5388687467288	109.90971361712485	131.33043959257154	94.95105112374674
ENSG00000003147.19	ICA1	318.91663295996244	366.26916301771786	299.4819235554002	405.33141994688026	522.4053660593815	380.7782931415373	29.4496774823211	64.62923961628285	41.207915915240555	235.749952294884	220.62168791758637	205.56068805793808	220.39097187438463
ENSG00000003249.15	DBNDD1	309.6277989902548	357.8904566741753	357.4461668241874	461.6823734516904	487.51713423116274	383.3774623779983	310.95394753391986	218.90548902289348	257.10156234074	394.66288310106506	406.7461664516956	445.38149079219914	425.1019536549395
ENSG00000003393.16	ALS2	901.0168950616414	812.7345153236289	925.0127154977281	1356.377336992975	1129.2769775976085	1150.1323871339948	1335.6294905217392	1500.023803352113	1363.4445222390461	1440.69415291318	1145.6282558047758	1200.0556835234256	1189.065915448755
ENSG00000003402.21	CFLAR	376.71382210481	426.1170654715933	295.85915835110103	251.10775772318922	141.38915004067618	227.42730819033798	617.5770601439689	654.6316528875101	625.2853328008241	183.361074007132	250.30533320104345	216.98072628337908	210.80875570593312
ENSG00000003436.16	TFPI	166.16691879143673	113.7110146623634	153.36372698199932	138.40585071356887	221.26483870001925	135.1568002959723	1134.6787500541363	1471.8788119063124	1537.234428490278	951.7312888941614	1008.4416789542039	924.0714264086013	1082.79042703502
ENSG00000003509.16	NDUFAF7	241.50968321239873	246.57335810996693	292.23639314680184	131.48555817789043	121.19070003486532	196.2372773528059	193.15523760463543	296.0436137261988	297.4136539969536	247.97402389535947	255.1188973010635	195.09231968461717	216.90652963131134
ENSG00000003756.17	RBM5	652.2825632061367	655.9330108944752	653.3053251752884	932.2622658778246	928.2105889034002	843.4304172315963	664.350077321773	669.2253521557029	558.0985133738014	647.8757948251997	649.831153502709	694.7189920476611	590.61296020092
ENSG00000003987.14	MTMR7	838.0592426002896	782.8105640966911	745.0820436842014	807.6970002356126	832.7270070577488	818.7383094852167	204.41540840669938	230.37196701933075	177.37320328733978	656.6072745398251	528.6897903188706	499.62667236304395	530.5063315079061
ENSG00000003989.18	SLC7A2	114.56228562639427	107.72622441697584	102.64501412181056	3.954452877530539	2.7543340917014842	11.696261564074524	625.3725630069363	733.8545917719858	680.8264368604962	275.91475898216055	274.3731537011438	202.70567850157784	237.813183089751
ENSG00000004059.11	ARF5	523.2709802935306	511.1010869560965	630.3611455480602	845.2643025721527	684.9110774697691	693.9781861350884	540.4881984990695	489.93133257504735	447.01630525445734	647.0026468537372	612.1249013858851	765.1425611045473	766.5772934761204
ENSG00000004139.14	SARM1	689.4378990849673	681.0691299251029	582.0576094907375	955.9889831430078	885.059354800077	904.5108942884299	860.969982865505	679.649423061555	664.7016001980107	721.2202244280526	744.4979141364369	734.6891258367046	678.5951268385203
ENSG00000004142.12	POLDIP2	1209.6126013885953	1138.3071046727114	1123.057213332751	1601.5534153998683	1512.1294163441148	1420.4459877259394	2289.2793407580784	2154.655456239623	2394.5382443790872	1713.989467980953	1620.5665803400889	1811.0277285845193	1901.6343541572396
ENSG00000004399.13	PLXND1	53.66881849164417	52.66615415941041	39.85041724729116	29.658396581479042	41.31501137552227	32.48961545576257	1365.9453349888345	1290.4999781444865	1127.8427421149536	198.20458952199508	302.4522776179275	357.8278643971515	231.71540916437277
ENSG00000004455.18	AK2	806.0643700379633	892.930704611822	873.0864142361063	1006.4082573315221	759.2780979457092	703.0752784627019	1213.4999456685841	1169.5807556366024	1219.2168165357043	1368.2228712817898	1342.9843839055984	1329.4827834117568	1401.6168922762247
ENSG00000004468.13	CD38	6.192555979805096	2.3939160981550187	6.037942007165327	68.21431213740179	56.92290456183068	25.991692364610056	378.5149723463035	397.1571015129639	462.2453176579158	15.7166634863256	24.067820500100332	11.420038225441004	18.293321776134693
ENSG00000004478.8	FKBP4	1590.4547941466087	1660.1808140705054	1517.9386206013633	2252.060913753642	2056.5694551371084	2009.1578197843573	1507.130553507021	1516.7023168014764	1502.2972823882264	2465.7698714101944	2454.9176910102337	2635.173820520512	2605.491687258041
ENSG00000004487.18	KDM1A	3809.4540202434346	3903.280198041758	3678.3142707651173	5513.495924496954	5465.516949299646	5315.301088562756	1867.4560191730673	1740.8198412772958	1856.147864703879	3963.2186424684387	3811.540506532556	3901.846393692343	3871.215332054408
ENSG00000004534.15	RBM6	569.7151501420689	555.3885347719644	525.3009546233835	901.6152560769629	919.9475866282958	994.1822329463346	598.5213864789376	579.5783423653752	531.2237856029924	516.9035991058197	666.6786278527792	597.6486671314126	533.9907737509793
ENSG00000004660.15	CAMKK1	149.65343617862314	150.81671418376618	138.87266616480252	179.92760592763952	148.73404095188016	163.74766189704334	20.7880076345796	27.102584355215384	22.395606475674214	88.18794511771587	68.1921580836176	79.94026757808703	108.88882009603984
ENSG00000004700.16	RECQL	1168.3288948565614	1109.5801114948513	1146.001392959979	620.8491017722946	670.2212956473612	862.9241865050539	1198.7751069274236	1452.0730771851934	1394.79837130499	1223.2803080190092	1188.1480720216198	999.2533447260879	946.8971795551624
ENSG00000004766.17	VPS50	725.5611423004971	682.2660879741803	665.3812091896191	609.9743563590856	764.7867661291122	712.1723707903155	478.99034258010494	557.6877934630858	490.01586968775183	635.6517232247243	600.8932518191716	506.2883613278845	574.061859546322
ENSG00000004776.13	HSPB6	0	1.1969580490775094	2.415176802866131	11.863358632591616	5.5086681834029685	1.2995846182305026	206.1477423762477	164.7003203124627	171.102433474151	21.82869928656333	19.254256400080266	16.178387486041423	13.06665841152478
ENSG00000004777.19	ARHGAP33	368.4570807984032	505.116296710709	402.1269376772108	940.1711716328856	881.3869093444749	647.1931398787904	149.84688836592795	82.35016015623135	138.85276014918014	274.16846303923546	413.164251918389	442.5264812358389	369.3508777657671
ENSG00000004779.10	NDUFAB1	347.8152275323862	373.45091131218294	405.74970288151	602.0654506040246	623.3976160884359	502.9392472552046	452.1391660521063	454.4894914951503	571.535877259206	853.065568118895	986.7806405041135	918.3614072958808	1178.612588719535
ENSG00000004799.8	PDK4	24.770223919220385	26.333077079705205	16.906237620062917	12.851971851974252	60.59535001743266	44.18587701983709	665.2162443065472	531.6276161984556	563.4734589279633	33.17962291557627	19.254256400080266	42.82514334540377	31.35998018765947
ENSG00000004838.14	ZMYND10	52.636725828343316	55.06007025756543	53.13388966305488	86.99796330567186	67.02212956473612	46.785046256298095	483.32117750397566	462.82874821983194	562.5776346689363	164.15181863495627	173.2883076007224	166.54222412101464	159.41323262060232
ENSG00000004846.17	ABCB5	3.096277989902548	7.181748294465057	4.830353605732262	0	2.7543340917014842	0	3.4646679390966	11.466477996437279	6.27076981318878	24.448143200950934	11.231649566713488	4.7583492606004185	9.582216168451506
ENSG00000004848.8	ARX	5.160463316504247	1.1969580490775094	1.2075884014330656	0.9886132193826348	0	3.8987538546915084	71.89185973625445	60.459611253942015	51.95780702356418	47.1499904589768	41.71755553350724	42.82514334540377	40.942196356110976
ENSG00000004864.14	SLC25A13	600.6779300410943	549.4037445265768	601.3790239136666	521.9877798340311	417.74067057472513	522.433016528662	820.26013458112	777.6356895765645	692.4721522278468	1315.8339929940378	1119.1536532546654	1322.8210944469163	1386.8080127431633
ENSG00000004866.22	ST7	540.8165555696451	602.0698986859873	597.7562587093674	859.1048876435096	905.2578048058879	1033.1697714932498	280.6381030668246	384.6482164259414	350.26728527954475	648.7489427966623	597.6842090858249	532.9351171872469	689.04845356774
ENSG00000004897.12	CDC27	2123.014608409847	2192.8271459099974	2278.7193135041944	1733.0389735777587	1505.7026367968115	1861.00517330608	1853.5973474166808	2122.3408364314814	2192.9777860980194	2281.5356494315997	1944.6798964081067	1866.224580007484	1847.6254993896039
ENSG00000004948.16	CALCR	7.224648643105945	14.363496588930113	3.6227652042991965	24.715330484565868	43.151234103323254	14.29543080053553	17.323339695483	43.7810978045787	16.124836662485436	27.067587115338533	63.37859398359754	95.16698521200837	51.3955230853308
ENSG00000004961.15	HCCS	391.1631193910219	330.36042154539257	388.8434652614471	394.4566745336713	368.1626569240984	311.90030837532066	504.1091851385553	472.2104120350988	470.3077359891585	607.7109881379232	457.2885895019063	589.0836384623318	638.5240410431776
ENSG00000004975.12	DVL2	251.83060984540722	280.0881834841372	274.12256712530586	385.5591555592276	344.29176146268554	336.5924161217002	597.6552194941635	541.0092800137224	550.0360950425587	425.2230621022537	330.5314015347112	388.28129966499415	412.90640580418307
ENSG00000005007.14	UPF1	783.3583314453447	795.9771026365437	716.0999220498078	624.8035546498252	629.8243956357394	628.9989552235634	1073.1808941351717	919.4030538961526	829.5332638589729	527.3813747633701	552.757610818971	646.1838295895368	586.2574073970785
ENSG00000005020.13	SKAP2	39.21952120543227	49.075280012177885	33.812475240125835	115.66774666776827	137.7167045850742	109.16510793136223	187.0920687112164	212.65104647938225	180.06067606442068	91.680537003566	101.88710678375807	78.03692787384686	80.14217159068532
ENSG00000005022.6	SLC25A5	1807.1942534397872	2085.1009214930214	2314.9469655471867	3186.300406070232	2812.1751076272153	2428.9236514728095	3161.5094944256475	3027.1501910594416	3372.778335236537	3472.5094825064953	3796.2975535491587	3982.7383311225503	4627.339298801308
ENSG00000005059.16	MCUB	617.1914126539078	594.8881503915221	654.5129135767215	220.46074792232756	298.3861932676608	280.7102775377886	848.843645078667	822.4591944717284	902.9908530991844	500.3137876480316	493.39032025205677	473.9315863558017	568.835196181712
ENSG00000005075.16	POLR2J	206.41853266016986	252.5581483553545	218.57350065938485	297.57257903417303	219.42861597221824	243.022323609104	464.26550383894437	445.1078276798834	420.1415774836483	302.9823460974991	353.79696135147486	316.9060607559879	403.32418963573156
ENSG00000005100.13	DHX33	782.3262387820438	786.4014382439236	662.9660323867529	300.538418692321	381.01621601870534	369.08203157746277	433.08349238707495	413.8356149623272	558.0985133738014	499.44063967656905	507.831012552117	615.7303943216941	465.17303945028215
ENSG00000005102.14	MEOX1	20.641853266016987	14.363496588930113	12.075884014330654	6.920292535678443	13.77167045850742	2.5991692364610053	6.06316889341905	6.254442543511242	26.87472777080906	276.78790695362306	362.62182886817834	312.14771149538745	285.7242639320085
ENSG00000005108.17	THSD7A	6195.652257794998	5580.218424799349	5436.562983251661	4384.499627961985	4764.079867279667	5436.162458058193	111.73554103586534	153.23384231602543	107.49891108323624	1908.701465617098	1706.4084734571134	1772.009264647596	1383.32357050009
ENSG00000005156.12	LIG3	776.1336828022387	733.7352840845133	684.7026236125481	579.327346558224	630.7425069996399	608.2056013318753	536.1573635751988	533.7124303796261	474.7868572842934	458.40268501783	665.8763671694425	473.9315863558017	393.74197346728005
ENSG00000005175.10	RPAP3	1266.3776978701421	1262.7907417767724	1274.005763511884	794.8450283836384	928.2105889034002	868.1225249779758	861.8361498502792	838.0953008305065	779.3671053534626	879.2600072627711	1068.6112302044546	787.0309677033092	775.2883990838036
ENSG00000005187.12	ACSM3	235.31712723259363	186.72545565609147	195.6293210321566	100.83854837702874	122.10881139876581	127.35929258658926	49.371518132126546	47.95072616691952	59.12440109577993	178.99533414981934	143.6046623172653	135.13711900105187	141.99102140523595
ENSG00000005189.20	REXO5	99.08089567688154	123.28667905498347	109.89054453040896	103.80438803517664	150.57026367968115	141.6547233871248	88.34903244696329	83.39256724681657	95.85319571588565	129.22589977645492	99.48032473374803	100.87700432472887	162.8976748636756
ENSG00000005194.15	CIAPIN1	960.8782695330907	1003.0508451269528	1031.280494823838	1848.7067202455269	1739.8210345914376	1542.6069418396069	1050.660552531044	1149.7750209154833	1194.1337372829491	1584.763568204498	1320.5210847721714	1679.6972889919477	1794.4877551827365
ENSG00000005206.17	SPPL2B	65.0218377879535	105.33230831882082	95.39948371321218	130.49694495850778	133.12614776557174	85.77258480321318	265.91326432566404	193.88771884884852	253.5182653046321	132.71849166230507	174.09056828405906	171.30057338161507	170.73766991059045
ENSG00000005238.20	ATOSB	223.9641079362843	258.54293860074205	193.21414422929047	296.5839658147904	352.55476373779	305.40238528416813	449.5406650977838	485.7617042127065	350.26728527954475	245.35457998097186	238.27142295099327	255.99919022030252	240.42651477205595
ENSG00000005243.10	COPZ2	8.256741306406795	3.5908741472325283	8.453118810031459	16.80642472950479	6.426779547303464	15.595015418766033	130.79121470089663	144.8945855913438	128.99869329988348	34.0527708870388	35.29947006681382	30.45343526784268	33.97331186996443
ENSG00000005249.14	PRKAR2B	4279.056182045321	3860.189708274968	4267.617410664453	4536.746063746911	4979.836037796284	5051.485411061964	427.02032349365595	334.61267607785146	388.7877284177044	1996.8894107348137	2081.8664732586785	1535.995141321815	1679.5011611613184
ENSG00000005302.19	MSL3	555.2658528558569	585.312485998902	627.945968745194	524.9536194921791	607.7897229021276	669.2860783887089	315.2847824577906	369.0121100671633	322.4967332497087	319.5721575552872	471.72928180196647	342.60114676323013	447.7508282349158
ENSG00000005339.15	CREBBP	1540.914346308168	1509.3640998867393	1191.8897522144357	1162.6091459939785	890.56802298348	1186.520756444449	988.2965296273051	865.1978851857219	842.9706277443775	732.5711480570654	818.3058970034112	909.7963786268	604.5507291732132
ENSG00000005379.17	TSPOAP1	97.01671035027984	148.42279808561116	78.49324609314925	93.9182558413503	102.82847275685542	119.56178487720625	101.34153721857554	84.43497433740177	73.45758924021142	81.2027613460156	148.41822641728538	133.23377929681172	113.24437289988143
ENSG00000005381.9	MPO	0	0	0	1.9772264387652696	0	0	0	0	0	10.4777756575504	16.847474350070232	27.598425711482427	6.96888448614655
ENSG00000005436.14	GCFC2	827.7383159672811	789.9923123911561	763.1958697056974	447.8417883803335	356.22720919339196	401.57164703322536	419.22482063068855	367.9697029765781	374.45454027327287	509.91841533411946	555.9666535523177	510.09504073636487	567.0929750601755
ENSG00000005448.17	WDR54	194.03342070055967	251.36119030627697	229.44179627228243	438.9442694058898	362.6539887406954	302.8032160477071	489.3843463973947	431.5565355022757	523.1613672717497	513.4110072199696	467.7179783852831	412.0730459679962	665.5284684269955
ENSG00000005469.12	CROT	189.90505004735627	192.710245901479	242.72526868804616	264.94834279454614	224.93728415562123	165.04724651527386	773.4871174033159	789.1021675730018	704.1178675951974	412.1258425303157	350.58791861812813	379.7162709959134	434.684169823391
ENSG00000005471.19	ABCB4	73.2785790943603	56.257028306642944	79.70083449458232	37.56730233654012	34.8882318282188	29.890446219301563	43.3083492387075	27.102584355215384	52.853631282591145	53.26202625921454	37.706252116823855	24.743416155122176	42.684417477647614
ENSG00000005483.23	KMT2E	2050.7681219787873	1828.9518989904343	1616.9608695188747	1089.4517677596634	1080.6170753108825	1326.8758952133433	925.9325067235663	1012.1772849582361	893.1367862498877	736.9368879143781	915.3794396871492	804.1610250414707	533.9907737509793
ENSG00000005486.17	RHBDD2	1155.9437828969512	1304.6842734944853	1428.5770788953164	2536.781520935841	2456.866009797724	1851.9080809784664	3651.7600078078162	2707.1312142497827	3509.839446867663	1637.15244649225	1518.6794735563308	1653.0505331325853	1863.3054894834336
ENSG00000005513.11	SOX8	174.42366009784354	211.86157468671917	214.95073545508566	72.16876501493233	80.79380002324353	93.57009251259619	95.27836832515649	85.47738142798698	75.24923775826537	272.4221670963104	343.36757246809805	409.218036411636	390.2575312242068
ENSG00000005700.15	IBTK	2617.386994130954	2432.2187557254992	2416.384391267564	1981.1808916428001	2072.1773483234165	1941.579419636371	1702.8842920659788	1871.1207276004468	1630.4001514290828	2078.9653200522916	1795.4594093074847	1741.5558293797533	1987.003189112535
ENSG00000005801.18	ZNF195	1625.5459446988377	1545.2728413590646	1536.0524466228592	1215.9942598406408	1189.8723276150413	1239.8037257918995	451.27299906733214	354.4184107989704	507.9323548682912	845.2072363757322	966.7241234206966	828.9044411965929	923.3771944144178
ENSG00000005810.20	MYCBP2	1879.4407398708465	1861.269766315527	1438.237786106781	1151.7344005807695	1054.9099571216684	1298.2850336122722	782.1487872510575	929.8271248020047	777.5754568354088	873.1479714625333	908.1590935371191	918.3614072958808	699.5017802969599
ENSG00000005812.11	FBXL3	1356.169759577316	1302.2903573963301	1539.6752118271584	1142.8368816063257	1210.9888889847525	1212.5124488090592	2076.2022625036375	2129.6376860655782	2316.601533843741	1216.2951242473089	1080.6451404545048	1072.5319233393343	1130.7015078772777
ENSG00000005882.12	PDK2	354.00778351219134	312.40605080922995	346.5778712112898	429.05813721206346	479.25413195605825	384.6770469962288	599.3875534637118	399.2419156941343	515.9947731995339	377.1999236718144	368.2376536515351	463.4632179824808	405.06641075726816
ENSG00000005884.18	ITGA3	125.91530492270361	135.25625954575855	123.17401694617267	124.56526564221198	126.69936821826828	101.36760022197922	2334.3200239663342	2262.0233865698992	2013.8129342926254	123.1138639762172	196.55386741748603	264.56421888938326	201.2265395374816
ENSG00000005889.16	ZFX	851.4764472232007	695.4326265140329	623.1156151394617	419.17200501823714	427.83989557763056	463.95170870828946	502.37685116900695	500.3554034808994	592.1398352168262	475.8656444470807	514.2490980188104	472.9799165036816	346.70200318579083
ENSG00000005893.17	LAMP2	2787.682283575594	2822.4270797247673	2977.9129979339396	3399.8408614568807	3475.0515123633727	3248.961545576257	8459.852940289122	8909.453403231764	8743.244768103214	3927.4195756384747	3678.3652330986674	3275.647630997328	3886.895322148238
ENSG00000005961.19	ITGA2B	2.0641853266016987	4.787832196310037	0	14.829198290739521	22.95278409751237	23.392523128149048	4.33083492387075	9.381663815266863	7.166594072215749	13.970367543400533	14.4406923000602	15.22671763392134	13.06665841152478
ENSG00000005981.13	ASB4	11.353019296309343	10.772622441697584	8.453118810031459	7.908905755061078	10.099225002905442	23.392523128149048	23.38650858890205	39.61146944223787	38.52044313815965	14.843515514863066	3.2090427333467106	6.661688964840586	6.96888448614655
ENSG00000006007.12	GDE1	1297.3404777691676	1313.0629798380278	1287.2892359276477	1579.8039245734503	1375.3308231229412	1478.927295546312	2308.3350144231094	2326.6526261861823	2445.600227143624	1598.7339357478986	1626.9846658067825	1701.5856955907097	1720.4433575174294
ENSG00000006015.18	REX1BD	50.572540501741614	47.878321963100376	50.71871286018875	110.72468057085509	105.5828068485569	45.4854616380676	84.88436450786669	71.92608925037929	81.52000757145414	96.9194248323412	121.14136318383834	113.24871240228995	109.75993065680815
ENSG00000006016.12	CRLF1	76.37485708426284	53.86311220848792	44.680770853023425	171.03008695319582	190.04905232740242	128.65887720481976	89.21519943173745	86.51978851857218	82.41583183048111	211.30180909393306	154.8363118839788	233.15911376942051	209.9376451451648
ENSG00000006025.13	OSBPL7	34.059057888928024	23.939160981550188	25.359356430094376	34.60146267839222	34.8882318282188	66.27881552975563	105.67237214244629	110.49515160203195	99.43649275199351	37.545362772888936	58.56502988357747	53.29351171872469	54.879965328404076
ENSG00000006042.12	TMEM98	826.7062233039803	852.2341309431866	877.9167678418386	1366.2634691868013	1279.8472412772896	1004.5789098921787	1211.7676116990358	1051.7887544004739	1280.1328661495381	1410.1339739119912	1372.6680291890555	1347.5645106020386	1544.479024242229
ENSG00000006047.13	YBX2	18.57766793941529	7.181748294465057	10.868295612897588	65.24847247925389	69.7764636564376	51.98338472922011	21.65417461935375	28.144991445800592	14.333188144431498	34.92591885850133	52.146944416884054	54.24518157084477	50.524412524562486
ENSG00000006062.18	MAP3K14	14.44929728621189	14.363496588930113	21.736591225795177	0.9886132193826348	10.099225002905442	9.097092327613518	37.245180345288446	37.526655261067454	27.770552029836026	13.970367543400533	19.254256400080266	19.033397042401674	17.422211215366374
ENSG00000006071.16	ABCC8	15.481389949512739	25.136119030627697	28.98212163439357	48.4420477497491	45.90556819502474	49.384215492759104	5.1970019086449	8.339256724681658	0	6.9851837717002665	7.2203461500301	12.371708077561088	6.097773925378231
ENSG00000006116.4	CACNG3	51.604633165042465	59.84790245387547	48.30353605732262	335.13988137071317	278.1877432618499	274.2123544466361	1.7323339695483	3.127221271755621	1.7916485180539372	20.9555513151008	11.231649566713488	15.22671763392134	12.195547850756462
ENSG00000006118.15	TMEM132A	1397.4534661093498	1588.363331125855	1584.3559826801818	2859.0694304545796	2826.864889449623	2707.034759774137	2767.403516353409	2382.9426090777833	2209.102622760505	1613.5774512627615	1747.3237683072841	1943.3098380292108	2021.8476115432677
ENSG00000006125.18	AP2B1	11281.804902541584	11800.809405855165	11307.857791019225	12848.017399096721	12198.945692145873	12867.187305100208	7994.7212694654045	8626.961081683174	8073.168222351041	12228.437340332779	10662.846742227783	11772.156070725436	10888.010899043215
ENSG00000006128.12	TAC1	696.6625477280733	890.5367885136669	863.4257070246418	1880.3423432657712	2060.2419005927104	2045.5461890948113	117.7987099292844	125.08885087022485	104.81143830615532	888.8646349488589	1002.8258541708472	1039.2234785151313	1216.0703428325728
ENSG00000006194.11	ZNF263	368.4570807984032	355.49654057602027	359.8613436270535	368.75273082972274	390.19732965771027	392.4745547056118	269.37793226476066	238.71122374401241	344.8923397253829	291.6314224684861	200.56517083416944	299.77600341782636	297.0487012219967
