gene_id	gene_symbol	SRR11652312	SRR11652316	SRR11652320	SRR11652324	SRR11652328	SRR11652332
ENSG00000002919.15	SNX11	646.7982623552989	762.5779749843311	759.2164256169826	637.0662381624752	611.7044228524109	947.206428737394
ENSG00000002933.9	TMEM176A	438.0796741484471	574.7866641378496	461.99127175841926	481.1078860900592	242.75682515296725	289.3956802859644
ENSG00000003056.8	M6PR	1298.1837464294297	1406.8785497670108	1450.5879791575542	1364.8718811670833	1423.3891377911868	1562.9419187075312
ENSG00000003096.15	KLHL13	1528.6916378007331	1947.4270191096455	1860.0802427616077	805.31221797393	782.8105551188195	949.2588803706279
ENSG00000003137.9	CYP26B1	76.83596379043445	208.54173193449054	99.34427696903072	36.86288321711652	18.180026553305918	37.97035521482511
ENSG00000003147.19	ICA1	1084.877936503746	1071.7592491956655	1023.3268204858692	929.1336974980907	1030.914446905112	769.6693624626713
ENSG00000003249.15	DBNDD1	2285.583221407998	2151.8186668265344	2304.3026194523954	2320.471238410796	2353.778731989784	2067.8450204830433
ENSG00000003393.16	ALS2	1768.3739726097003	1799.0615083303812	1718.7367592690841	1689.0762130509543	1948.4710811837283	1992.93053587001
ENSG00000003402.21	CFLAR	559.6410496974927	543.661032505836	543.5666536598185	330.82074682027644	518.6654634325512	869.2132666745101
ENSG00000003436.16	TFPI	3.4404162891239305	12.450252652805405	9.69212458234446	33.082074682027645	4.277653306660215	23.603193782188587
ENSG00000003509.16	NDUFAF7	435.7860632890312	411.8958585969788	397.37710787612286	342.16317242554305	358.25346443279307	331.4709387672571
ENSG00000003756.17	RBM5	3003.4834204051913	2874.970841743648	2873.714938665132	2656.963198033706	2692.782756542606	2127.3661178468233
ENSG00000003987.14	MTMR7	1581.4446875673	1625.795492245506	1499.8562791178051	1381.8855195749834	1704.644842704096	2585.0628320579585
ENSG00000003989.18	SLC7A2	910.5635111881336	811.3414645411523	776.9853206846142	691.8879619212639	351.8369844728027	296.57926100228264
ENSG00000004059.11	ARF5	2052.7817191772783	2124.8431194121226	2156.4977195716424	2198.54016315418	1949.5404945103933	1645.0399840368827
ENSG00000004139.14	SARM1	3086.0534113441654	2742.1681467803905	2964.982445148876	3253.385744443976	3439.2332585548133	2055.530310683641
ENSG00000004142.12	POLDIP2	2017.2307508563313	1989.965382340064	2163.7668130084007	2211.772993026991	1988.0393742703352	2312.0867648378644
ENSG00000004399.13	PLXND1	161.69956558882473	181.56618452007885	165.57379494838452	275.9990230614878	172.17554559307368	769.6693624626713
ENSG00000004455.18	AK2	941.527257790249	903.6808383827923	1030.5959139226275	969.7773892502961	930.3895941985969	1332.0411099687296
ENSG00000004478.8	FKBP4	5484.023564863545	5697.028109712874	5312.899625221821	5194.830927212112	6385.466973517037	5144.470018700495
ENSG00000004487.18	KDM1A	5537.92342005982	6141.087120996266	5762.77574125231	6145.704273786964	6730.887478029849	5796.123412252223
ENSG00000004534.15	RBM6	2350.9511309013524	2353.097751380222	2189.612478561319	2597.415463606056	2446.8176914096434	2142.7595050960767
ENSG00000004660.15	CAMKK1	821.1126876709114	931.6939068516045	845.6378698095541	786.4081752984857	784.9493817721495	543.8996828069544
ENSG00000004700.16	RECQL	245.41636195750704	256.2677004369113	285.91767517916156	239.13613984437126	257.728611726278	299.65793845213335
ENSG00000004766.17	VPS50	991.9866966973999	1036.48353334605	976.4815516712043	1103.996092245951	1145.3416728582727	1039.5667522329147
ENSG00000004776.13	HSPB6	11.468054297079767	4.150084217601802	8.07677048528705	1.8904042675444368	2.1388266533301077	13.340935616019635
ENSG00000004777.19	ARHGAP33	4246.620506208638	3701.8751221008074	3362.359553024999	2952.8114659044104	3349.402539114949	2599.4299934905953
ENSG00000004779.10	NDUFAB1	1134.1905699811891	953.4818489940141	1056.4415794755462	607.7649720155365	515.457223452556	503.8768759588954
ENSG00000004799.8	PDK4	301.6098280131979	341.34442689774824	373.9544734687904	503.7927373005924	254.52037174628282	354.0479067328288
ENSG00000004838.14	ZMYND10	342.89482348268507	231.36719513130046	642.1032535803205	183.36921395181037	157.2037590197629	392.0182619476539
ENSG00000004848.8	ARX	74.5423529310185	34.238194795214866	203.53461622923365	52.93131949124423	16.04119989997581	331.4709387672571
ENSG00000004864.14	SLC25A13	1261.4859726787745	1360.1901023189905	1260.7838727533085	1397.953955849111	1296.1289519180455	1273.5462384215666
ENSG00000004866.22	ST7	1065.3822441987104	1118.4476966436857	993.4427696903072	1340.2966256890056	1367.779644804604	1080.6157848975904
ENSG00000004897.12	CDC27	2025.258388864287	2127.955682575324	2042.615255729095	2024.622970540092	2306.7245456165215	2525.5417346941786
ENSG00000004961.15	HCCS	567.6686877054485	907.8309226003942	598.4886929597704	526.4775885111256	497.27719689925004	553.1357151565064
ENSG00000004975.12	DVL2	797.0297736470438	758.4278907667293	804.4463403345902	807.2026222414745	740.0340220522173	706.0433618324238
ENSG00000005001.10	PRSS22	250.00358367633893	192.9789161184838	165.57379494838452	60.49293656142198	52.401253006587645	0
ENSG00000005007.14	UPF1	2307.3725245724495	2241.045477504973	2343.878794830302	2624.8263254854505	2385.8611317897353	2065.79256884981
ENSG00000005020.13	SKAP2	451.84133930494284	518.7605272002253	491.87532255398133	305.30028920842653	573.2055430924689	678.3352647837676
ENSG00000005022.6	SLC25A5	2620.450406882727	2757.7309625963976	3009.404682817955	2662.634410836339	2425.429424876342	2167.3889246948825
ENSG00000005059.16	MCUB	26.376524883283466	23.86298425121036	20.191926213217624	30.24646828071099	8.55530661332043	20.5245163323379
ENSG00000005075.16	POLR2J	240.82914023867514	315.40640053773694	318.2247571203098	365.7932257698485	287.6721848728995	333.5233904004909
ENSG00000005100.13	DHX33	478.2178641882263	465.84695342580227	423.2227734290414	450.8614178093482	447.0147705459925	474.1163272770055
ENSG00000005108.17	THSD7A	3243.1657552141583	2721.4177256923817	2734.794486318195	2257.1426954480576	4882.941249552636	3171.0377733462055
ENSG00000005156.12	LIG3	862.3976831403985	938.9565542324077	894.9061697698052	834.6134841208689	907.9319143386308	1175.0285600263448
ENSG00000005175.10	RPAP3	1573.4170495593442	1625.795492245506	1597.5852019897784	1724.0486920005264	2009.4276408036362	1564.9943703407648
ENSG00000005189.20	REXO5	105.50609953313386	88.1892896240383	130.0360048131215	124.76668165793284	109.0801593198355	213.45496985631416
ENSG00000005194.15	CIAPIN1	1334.881520180085	1343.5897654485834	1579.8163069221469	1534.0630631123106	1554.9269769709883	1706.6135330338964
ENSG00000005206.17	SPPL2B	1224.7881989281193	915.0935699811973	934.4823451477116	657.860685105464	457.7089038126431	371.493745615316
ENSG00000005238.20	ATOSB	1246.5775020925707	1188.9991283429163	1259.168518656251	1121.009730653851	1237.3112189514675	1139.1106564447534
ENSG00000005243.10	COPZ2	18.34888687532763	18.67537897920811	14.53818687351669	16.068436274127713	4.277653306660215	45.15393593114338
ENSG00000005249.14	PRKAR2B	7025.330062391065	7160.970317471909	6488.069730831087	6839.482639975772	8094.389469527793	6705.359485774792
ENSG00000005302.19	MSL3	811.9382442332476	1126.7478650788892	1002.3272172241229	660.6962915067807	607.4267695457506	634.2075546692411
ENSG00000005339.15	CREBBP	2647.9737371957185	2395.63611461064	2452.915196381677	2397.9778133801183	2853.194755542364	1947.7765999388666
ENSG00000005379.17	TSPOAP1	3224.8168683388308	2991.173199836499	2870.4842304710173	2458.47074994154	2288.5445190632154	1566.0205961573818
ENSG00000005381.9	MPO	13.761665156495722	24.90050530561081	18.576572116160214	19.849244809216586	8.55530661332043	9.236032349552055
ENSG00000005421.9	PON1	28.67013574269942	51.87605272002252	11.30747867940187	1.8904042675444368	17.11061322664086	3.078677449850685
ENSG00000005436.14	GCFC2	318.8119094588175	332.00673740814415	327.9168817026542	278.83462946280446	358.25346443279307	303.7628417186009
ENSG00000005448.17	WDR54	565.3750768460326	554.0362430498406	569.412319212737	575.628099467281	513.3183967992259	535.6898762740192
ENSG00000005469.12	CROT	297.02260629436597	287.3933320689248	344.87809972175705	450.8614178093482	306.92162475287046	299.65793845213335
ENSG00000005483.23	KMT2E	4004.644560540255	4189.510017669019	3872.8114476951405	4070.0403880231725	4605.9631979463875	3658.4950362392306
ENSG00000005486.17	RHBDD2	6262.704451635262	5334.933261727117	6106.846163925538	7971.83479623489	6480.644759590226	5498.517925433323
ENSG00000005513.11	SOX8	87.15721265780624	107.90218965764686	81.5753819013992	80.34218137063857	65.23421292656829	76.96693624626712
ENSG00000005700.15	IBTK	2399.1169589490873	2278.396235463389	2385.8780013537944	2538.8129313121785	2866.0277154623445	2280.2737645227407
ENSG00000005801.18	ZNF195	1032.1248867371792	918.2061331443987	999.9041860785368	1184.3382736165897	1002.0402870851556	929.7605898549069
ENSG00000005810.20	MYCBP2	7828.093863186649	7949.486318816252	7173.787545031958	5688.226441041211	10155.148950011351	8328.84872766272
ENSG00000005812.11	FBXL3	819.9658822412034	938.9565542324077	837.561099324267	864.8599524015799	819.1706082254314	869.2132666745101
ENSG00000005882.12	PDK2	568.8154931351565	326.8191321361419	550.8357470965768	684.3263448510861	553.956103212498	512.0866824918306
ENSG00000005884.18	ITGA3	2504.6230584822215	1911.1137822056298	2631.4118241065207	2939.578636031599	2371.9587585430895	2165.3364730616486
ENSG00000005889.16	ZFX	689.2300632544941	692.0265432851005	772.139258393442	893.2160164147464	518.6654634325512	674.2303615173
ENSG00000005893.17	LAMP2	4669.791709770881	5063.102745474198	5055.250646741165	5118.269554376563	5248.680607272085	5861.801864515704
ENSG00000005961.19	ITGA2B	71.10193664189457	71.58895275363109	79.15235075581309	56.712128026333104	40.63770641327205	44.12771011452649
ENSG00000005981.13	ASB4	154.81873301057686	264.5678688721149	159.1123785601549	559.5596631931533	248.1038917862925	55.41619409731233
ENSG00000006007.12	GDE1	3615.877519869251	3263.0037160894167	3943.887027965666	4371.55986869651	3588.9511242879207	3535.3479382452033
ENSG00000006015.18	REX1BD	586.0175745807761	354.8322006049541	341.6473915276422	180.5336075504937	195.70263877970487	91.33409767890366
ENSG00000006016.12	CRLF1	72.24874207160254	56.02613693762433	142.95883758958078	313.8071084123765	52.401253006587645	1310.490367819775
ENSG00000006025.13	OSBPL7	393.35426238983604	380.77022696496533	378.80053575996266	383.7520663115207	302.64397144621023	319.15622896785436
ENSG00000006042.12	TMEM98	348.62885063122496	293.6184583953275	528.2207897377731	448.02581140803153	191.42498547304464	627.0239739529228
ENSG00000006047.13	YBX2	769.5064433340524	544.6985535602365	566.9892880671509	616.2717912194864	551.8172765591678	278.10719630317857
ENSG00000006062.18	MAP3K14	209.86539363655976	233.44223724010135	190.61178345277438	207.94446942988804	178.592025553064	209.3500665898466
ENSG00000006071.16	ABCC8	759.1851944666806	818.6041119219555	626.7573896582751	300.57427853956546	375.3640776594339	353.0216809162119
ENSG00000006116.4	CACNG3	144.49748414320507	158.74072132326893	174.4582424822003	257.0949803860434	192.4943987997097	341.73319693342603
ENSG00000006118.15	TMEM132A	6424.404017224086	5570.4505410760185	5808.813333018446	5507.692833490717	5223.0146874321235	4587.229400277521
ENSG00000006125.18	AP2B1	22682.664594194073	24753.177315885947	22835.453193052075	21850.23772641237	27540.601401605134	23558.03984625744
ENSG00000006128.12	TAC1	12549.49181729439	6908.8527012526	13390.4777875574	7807.369624958525	9025.848477053056	11773.888794045637
ENSG00000006194.11	ZNF263	144.49748414320507	179.49114241127793	167.99682609397064	217.39649076761023	180.7308522063941	137.51425942666393
ENSG00000006210.7	CX3CL1	732.8086695833972	704.4767959379059	762.4471338110975	1296.8173275354836	1079.0380466050394	431.01484297909593
ENSG00000006282.22	SPATA20	863.5444885701065	647.4131379458811	976.4815516712043	1048.2291663533902	381.78055761942426	756.3284268466516
ENSG00000006283.18	CACNA1G	516.0624433685896	507.3477956018203	474.9141045348785	408.3273217895984	470.5418637326237	865.1083634080425
ENSG00000006327.14	TNFRSF12A	228.21428051188738	135.915258126459	272.99484240270226	185.25961821935482	139.023732466457	175.48461464148906
ENSG00000006432.16	MAP3K9	3855.559854678218	3720.5505010800152	3505.3183906145796	3310.097872470309	4629.490291133018	3398.8599046351565
ENSG00000006451.8	RALA	2638.799293758055	2779.5189047388067	2578.912815952155	2612.538697746412	3029.6479544420977	3148.4608053806337
ENSG00000006453.14	BAIAP2L1	142.20387328378914	196.09147928168514	170.41985723955676	172.97199048031598	126.19077254647637	194.98290515721004
ENSG00000006459.11	KDM7A	236.2419185198432	257.3052214913117	225.3418965395087	167.30077767768267	193.56381212637476	215.50742148954797
ENSG00000006468.15	ETV1	193.81011762064807	190.90387400968288	193.0348145983605	163.5199691425938	120.8437059131511	420.75258481292695
ENSG00000006530.18	AGK	1432.359981705263	1506.480570989454	1335.897838266478	1609.6792338140879	1755.9766823840184	1248.9168188227611
ENSG00000006576.17	PHTF2	1088.31835279287	1277.1884179669546	1087.133307319637	1041.6127514169848	1052.302713438413	942.0752996543097
ENSG00000006607.14	FARP2	661.7067329415027	710.7019222643086	677.6410437155835	758.9973134190914	579.6220230524592	739.9088137807813
ENSG00000006611.17	USH1C	102.06568324400993	164.96584764967162	92.07518353227236	45.369702421066485	66.30362625323335	11.288483982785845
ENSG00000006625.18	GGCT	40.13819003977919	40.46332112161757	42.80688357202136	40.64369175220539	25.665919839961294	38.99658103144201
ENSG00000006634.8	DBF4	119.26776468962959	139.02782128966035	125.99761957047798	103.02703258117181	126.19077254647637	109.80616237800777
ENSG00000006652.15	IFRD1	212.15900449597572	204.39164771688874	245.5338227527263	182.42401181803817	197.84146543303498	115.96351727770913
ENSG00000006695.12	COX10	541.2921628221651	501.1226692754176	484.606229117223	384.6972684452929	551.8172765591678	566.476650772526
ENSG00000006704.11	GTF2IRD1	1665.1614839359822	1495.0678393910491	1630.6999609794555	1529.3370524434495	1553.8575636443234	1088.8255914305257
ENSG00000006712.15	PAF1	981.6654478300281	945.1816805588104	1087.9409843681656	1172.0506458775508	1036.2615135384372	1002.6226228347065
ENSG00000006715.16	VPS41	4068.8656646039017	4125.1837122961915	4089.2688967008335	4355.491432422383	4568.53373151311	3606.157519591769
ENSG00000006740.18	ARHGAP44	1287.862497562058	1256.4379968789456	1301.1677251797437	1362.0362747657668	1311.1007384913562	1189.3957214589814
ENSG00000006744.19	ELAC2	1079.1439093552062	1083.1719807940704	1165.4779810269213	1096.4344751757733	900.4460210519754	1410.0342720316137
ENSG00000006747.15	SCIN	33.25735746153133	9.337689489604054	51.69133110583712	7.561617070177747	5.347066633325269	40.022806848058906
ENSG00000006756.16	ARSD	920.8847600555054	968.0071437556203	1162.2472728328064	1069.9688154301512	581.7608497057894	979.0194290525178
ENSG00000006757.12	PNPLA4	565.3750768460326	894.3431488931883	707.5250945111455	964.1061764476628	487.65247695926456	601.3683285375005
ENSG00000006831.10	ADIPOR2	2133.058099256837	2070.892024583299	1983.6548311864995	2090.787119904147	2339.876358743138	2438.3125402817427
ENSG00000006837.12	CDKL3	28.67013574269942	23.86298425121036	33.11475898967691	20.794446942988806	28.874159819956457	35.917903581591325
ENSG00000007001.13	UPP2	43.57860632890312	46.68844744802027	35.537790135263016	61.4381386951942	41.707119739937106	27.708097048656164
ENSG00000007047.16	MARK4	3313.120886426345	2841.770168002834	2866.445845228374	2457.525547807768	2705.6157164625865	3116.64780506551
ENSG00000007062.12	PROM1	532.1177193845012	623.5501536946707	575.066058552438	202.27325662725474	161.48141232642314	251.42532507113927
ENSG00000007080.11	CCDC124	1470.2045608856263	1475.3549393574406	1452.2033332546116	1341.2418278227779	1230.894738991477	1111.4025593960973
ENSG00000007129.18	CEACAM21	324.5459366073574	334.08177951694506	269.76413420858745	428.17656659881493	936.8060741585872	656.7845226348128
ENSG00000007168.14	PAFAH1B1	16608.03623303092	17229.07462937388	15992.813237916887	15341.575833256877	19430.170732177365	17037.40100747369
ENSG00000007171.19	NOS2	73.39554750131052	76.77655802563334	65.4218409308251	746.7096856800525	75.92834619321883	60.54732318039681
ENSG00000007174.18	DNAH9	386.4734298115882	245.89248989290675	603.3347552509426	232.51972490796572	263.0756783596033	465.90652074407035
ENSG00000007202.16	BLTP2	3997.763727962007	3758.938780092832	4183.767111378692	3943.3833020976954	3803.9032029475966	3807.2977796486807
ENSG00000007237.19	GAS7	1886.4949318696217	2138.3308931193283	1606.4696495235942	1922.5411400926923	2919.498381795597	2090.421988448615
ENSG00000007255.10	TRAPPC6A	146.79109500262103	98.5645001680428	125.18994252194928	156.90355420618826	126.19077254647637	184.7206469910411
ENSG00000007264.15	MATK	364.6841266471366	327.8566531905424	333.5706210423552	309.08109774351544	312.26869138619577	225.7696796557169
ENSG00000007314.12	SCN4A	13.761665156495722	7.262647380803154	14.53818687351669	8.506819203949966	7.485893286655378	50.285065014227854
ENSG00000007341.19	ST7L	372.71176465509245	399.44560594417345	355.3779013526302	436.6833858027649	331.51813126616673	394.0707135808877
ENSG00000007372.25	PAX6	159.40595472940876	229.29215302249955	392.5310455849506	47.26010668861092	62.02597294657313	215.50742148954797
ENSG00000007376.8	RPUSD1	386.4734298115882	285.3182899601239	325.49385055706813	248.58816118209344	279.1168782595791	203.19271169014522
ENSG00000007384.15	RHBDF1	141.05706785408114	105.82714754884596	117.92084908519092	89.79420270836076	78.06717284654894	124.17332381064429
ENSG00000007392.17	LUC7L	1802.7781355009395	1675.5965028567275	1569.3165052912739	1381.8855195749834	1397.7232179512255	828.1642340098342
ENSG00000007402.12	CACNA2D2	4724.838370396865	5285.132251115895	4343.687166987375	3880.054759134957	5059.39444845237	3248.004709592473
ENSG00000007516.15	BAIAP3	9309.766478369356	7318.673517740778	7846.582526456369	7574.849900050558	7050.6420627027	6971.151972278568
ENSG00000007520.4	TSR3	650.2386786444229	692.0265432851005	706.7174174626168	662.5866957743251	621.3291427923963	560.3192958728247
ENSG00000007541.17	PIGQ	1823.420633235683	1355.0024970469883	1558.0090266118718	1736.3363197395652	1209.506472458176	1469.5553693953937
ENSG00000007545.16	CRAMP1	354.36287777976486	337.1943426801464	301.26353910120696	327.9851404189598	351.8369844728027	291.4481319191982
ENSG00000007866.22	TEAD3	115.82734840050566	122.42748441925316	156.68934741456877	185.25961821935482	81.2754128265441	132.38313034357947
ENSG00000007923.17	DNAJC11	1294.7433301403057	1249.1753494981424	1332.6671300723633	1510.4330097680051	1428.736204424512	1356.6705295675351
ENSG00000007944.15	MYLIP	1004.6015564241877	1235.6875757909365	1016.0577270491109	740.093270743647	1046.9556468050878	406.38542338029043
ENSG00000008018.9	PSMB1	2053.9285246069862	2353.097751380222	2326.917576811199	2121.033588184858	2359.125798623109	2001.1403424029452
ENSG00000008056.14	SYN1	2724.809700986153	2591.7275938923253	2528.8368389433754	2863.0172631960495	3010.398514562127	2006.2714714860297
ENSG00000008083.14	JARID2	1866.9992395645863	2215.107451144962	1918.2329902556744	2027.4585769414084	2699.1992365025962	2384.948797817664
ENSG00000008086.13	CDKL5	1223.6413934984112	1784.5362135687749	1184.8622301916103	976.3938041867017	1284.3654053247299	1909.8062447240416
ENSG00000008118.10	CAMK1G	698.4045066921578	665.0509958706888	608.9884945906435	690.9427597874917	832.0035681454119	714.2531683653589
ENSG00000008128.23	CDK11A	17.20208144561965	14.525294761606308	14.53818687351669	10.397223471494403	5.347066633325269	12.31470979940274
ENSG00000008130.15	NADK	998.8675292756478	869.4426435875775	979.7122598653192	1014.2018895375903	761.4222885855183	890.7640088234649
ENSG00000008196.13	TFAP2B	18.34888687532763	31.125631632013516	13.730509824987985	4.726010668861092	7.485893286655378	1613.2269837217589
ENSG00000008226.20	DLEC1	58.48707691510682	26.975547414411714	88.84447533815755	44.424500287294265	39.56829308660699	24.62941959880548
ENSG00000008256.17	CYTH3	1142.218207989145	1295.8637969461627	1129.1325138431296	1024.5991130090847	994.5543937985001	1546.5223056416608
ENSG00000008277.15	ADAM22	1956.4500630818084	2112.3928667593173	1894.002678799813	2030.294183342725	2673.5333166626347	2050.3991816005564
ENSG00000008282.10	SYPL1	238.53552937925917	227.21711091369866	345.6857767702857	178.6432032829493	119.77429258648604	372.5199714319329
ENSG00000008283.16	CYB561	3525.2798909223206	3049.274378882924	3549.740628283658	4122.971707514417	4255.19562680025	3514.8234219128653
ENSG00000008294.22	SPAG9	5505.812868027997	5911.794967973767	5445.358661180529	5620.1718874096105	6728.748651376519	6859.293358267326
ENSG00000008300.17	CELSR3	3668.6305696358177	3222.5403949677993	3166.0940302325234	2822.3735714438444	3485.2180316014105	2221.7788929755775
ENSG00000008311.16	AASS	96.33165609547005	56.02613693762433	155.88167036604005	137.05430939697166	45.98477304659732	212.42874403969728
ENSG00000008323.16	PLEKHG6	22.936108594159535	42.53836323041847	29.07637374703338	12.28762773903884	20.318853206636025	2.05245163323379
ENSG00000008324.12	SS18L2	291.28857914582613	339.2693847889473	296.4174768100347	323.2591297500987	346.48991783947747	257.5826799708407
ENSG00000008382.16	MPND	766.0660270449285	781.2533539635392	777.7929977331429	840.2846969235022	852.322421352048	546.978360256805
ENSG00000008394.13	MGST1	33.25735746153133	29.050589523212615	72.69093436758345	40.64369175220539	20.318853206636025	74.91448461303334
ENSG00000008405.12	CRY1	779.8276922014243	892.2681067843874	909.4443566433218	984.9006233906516	983.8602605318496	703.99091019919
ENSG00000008441.19	NFIX	65.36790949335467	35.27571584961532	137.30509824987985	120.04067098907174	13.9023732466457	864.0821375914256
ENSG00000008513.17	ST3GAL1	724.7810315754414	916.1310910355978	811.7154337713486	774.1205475594469	1250.144178871448	1481.8700791947963
ENSG00000008710.20	PKD1	5607.878551272007	4428.1398601811225	4111.883854059637	2684.3740599131	2342.015185396468	2508.095895811691
ENSG00000008735.14	MAPK8IP2	5313.149555837056	4820.322818744493	4675.642433932673	4463.244475672415	4789.902290132776	4371.721978787973
ENSG00000008838.21	MED24	2641.0929046174706	2452.699772602665	2543.375025816892	3277.0157977882814	3133.381047128608	2238.198506041448
ENSG00000008853.18	RHOBTB2	3417.4801805297707	3381.281116291068	3343.7829809088385	3633.3570022204076	3978.2175751940003	3123.8313857818284
ENSG00000008869.12	HEATR5B	1915.1650676123213	1961.9523138712518	1776.889506763151	1796.8292563009873	2137.757240003443	1820.5245986783718
ENSG00000008952.17	SEC62	5622.78702185821	6161.837542084276	5984.079252549175	6651.387415355101	6924.451290156224	5735.576089071827
ENSG00000008988.11	RPS20	5473.702315996174	5966.783583856991	5812.851718261089	6622.086149208162	5958.77105617768	5755.074379587547
ENSG00000009307.17	CSDE1	13964.649717554033	14555.38287218392	14892.757097820791	14847.235117294007	19166.025640491098	16194.86961203122
ENSG00000009335.19	UBE3C	2560.8165245379123	2648.79125188435	2549.836442205122	2310.074014939302	1474.7209774711093	2482.440250396269
ENSG00000009413.17	REV3L	4395.705212070675	4332.687923176281	4427.685580034361	4186.300250477156	5860.385030124496	3722.1210368694783
ENSG00000009694.14	TENM1	4520.707003908845	3972.668117299325	4352.571614521191	1130.4617519915732	4052.0070947338895	2583.0103804247246
ENSG00000009709.12	PAX7	10.321248867371791	12.450252652805405	16.961218019102805	2.8356064013166553	2.1388266533301077	84.15051696258539
ENSG00000009780.16	FAM76A	215.59942078509962	245.89248989290675	228.5726047336235	206.99926729611585	242.75682515296725	261.6875832373082
ENSG00000009830.13	POMT2	1090.611963652286	968.0071437556203	1116.2096810666703	1121.009730653851	1011.665007025141	1387.457304066042
ENSG00000009844.16	VTA1	3044.7684158746783	3171.701863302177	2916.5218222371536	3033.153647275049	3292.723632801701	3516.8758735460992
ENSG00000009950.16	MLXIPL	368.1245429362605	352.7571584961532	289.9560604218051	190.93083102198813	132.6072525064667	120.06842054417672
ENSG00000009954.11	BAZ1B	3583.7669678374277	3885.5163487296873	3582.0477102248065	3964.177749040684	4423.093519086663	4478.44946371613
ENSG00000010017.13	RANBP9	2728.250117275277	2787.8190731740106	2754.178735482884	2700.4424961872282	3110.923367268642	2991.448255438249
ENSG00000010072.16	SPRTN	268.35247055166656	293.6184583953275	336.80132923647	270.32781025885447	240.61799849963714	356.10035836606255
ENSG00000010165.20	METTL13	545.879384540997	595.5370852258586	623.5266814641602	611.5457805506253	527.2207700458716	718.3580716318265
ENSG00000010219.14	DYRK4	115.82734840050566	141.10286339846127	154.26631626898265	204.1636608947992	172.17554559307368	160.09122739223562
ENSG00000010244.19	ZNF207	2182.37073273428	2296.034093388197	2183.958739221618	2202.320971689269	2359.125798623109	1930.3307610563795
ENSG00000010256.11	UQCRC1	4112.444270932805	4021.431606856146	4081.999803264075	3639.973417156813	3714.072483507732	3040.70709463586
ENSG00000010270.14	STARD3NL	2494.3018096148494	2735.943020453988	2607.9891896991885	2598.3606657398286	2851.0559288890336	3131.014966498147
ENSG00000010278.15	CD9	450.69453387523487	568.5615378114469	591.219599523012	344.99877882685973	288.7415981995646	178.56329209133972
