gene_id	gene_symbol	SRR36692424	SRR36692425	SRR36692426	SRR36692433	SRR36692434	SRR36692435	SRR36692440	SRR36692441	SRR36692445	SRR36692446	SRR36692447	SRR36692448	SRR36692449	SRR36692450	SRR36692454	SRR36692455	SRR36692456	SRR36692460	SRR36692462	SRR36692469	SRR36692470
ENSG00000001561.7	ENPP4	470.9739586028487	428.45441569601945	519.6201337812829	626.0050898470441	613.8215219500191	653.0095022622174	503.5591857474466	461.38135400814076	961.2298132362749	1042.4731484428535	976.1462053346457	455.6624709893221	349.4648256980122	426.0240250678702	591.9204299042829	418.2643309967887	566.3965775615915	424.7020222357664	410.31883663645914	393.45371433744043	344.9210076648201
ENSG00000001617.12	SEMA3F	104.66087968952193	100.81280369318104	112.79559001593704	164.5446565089881	255.8305084490989	175.87288340229298	370.9765140569796	341.6264351609573	426.11218524907036	365.6842981448753	324.7599229985246	226.87796672690098	179.67343223548184	221.4967677501715	99.64703640115266	74.82147856540794	95.4036788445943	276.3345035507825	310.6940985230802	312.153329487102	250.85164193805096
ENSG00000001626.18	CFTR	55.60109233505853	46.625921708096236	65.90304135762614	18.384877822233307	7.726424751818422	9.770715744571833	1.2748333816391053	8.354994338175587	6.306099993115206	1.0915949198354487	18.664363390719803	8.579418909840793	12.57714025648373	0	4.258420359023618	2.4531632316527197	6.0254955059743764	70.47457137536735	58.25514347307753	50.1854227471225	72.85764600406627
ENSG00000001629.10	ANKIB1	2032.1654139715508	1894.0205493856388	1884.5735095921164	1907.4310740567057	1883.5306561655132	1619.496134662781	1584.6178933774079	1660.7872078884584	1902.6404550656164	1988.8859439401874	1984.9550466030512	1443.2489143887735	1423.0135833050163	1325.4080779889296	1987.8306235922248	1814.1142098071862	1807.648651792313	1365.908468893633	1457.222864268577	1424.2622975633367	1334.4938451630874
ENSG00000001630.18	CYP51A1	107.9315321798195	127.27616466264107	78.57670315716962	76.29724296226823	87.56614718727545	127.01930467943382	105.81117067604573	94.68993583265664	84.68191419326133	82.9612139074941	110.11974400524684	135.3641650219325	70.07263857183793	130.39729069163323	83.46503903686292	93.22020280280334	79.33569082866262	85.31132324386574	80.20635695568646	109.40422158872705	70.09089995327895
ENSG00000001631.17	KRIT1	86.12718224450242	95.772163508522	89.98299877675875	46.881438446694936	39.490615398183046	57.81006815538334	22.947000869503896	55.699962254503916	35.133985675927576	36.02263235456981	55.05987200262342	39.08401947816361	42.22325657533823	66.98490960186639	52.804412451892865	34.344285243138074	55.23370880476512	53.78322552330666	45.59098184849546	55.203965021834755	61.790661800916965
ENSG00000002016.18	RAD52	116.65327215394632	91.9916833700277	88.71563259680441	126.85565697340982	77.26424751818422	63.50965233971691	104.53633729440664	71.48161822661335	109.90631416572216	103.70151738436762	109.18652583571085	107.71937075688996	87.1416146342087	79.48875939421478	113.27398155002824	143.5100490516841	62.263453561735226	94.58429316167724	106.3789576464894	87.32263557999315	85.76912757440714
ENSG00000002330.14	BAD	235.48697930142436	212.96704780184496	338.38677004781107	688.5136744426374	693.6612443854762	794.684880558509	636.1418574379135	557.9279552492809	638.7178421598115	641.8578128632438	748.4409719678641	410.858838904598	441.09827613810796	351.00092631377987	436.9139288358232	417.03774938096234	509.1543702548348	417.2836463015172	456.7540959265934	405.49821579674983	585.6279140833175
ENSG00000002549.13	LAP3	844.9185599935364	851.8681912073798	817.4511860705549	709.6562839382057	647.3026958745656	746.6455281476975	642.516024346109	621.0545791377186	827.9008419532678	900.5658088642451	1026.5399864895892	524.2978222680484	582.1419204429612	590.360336624449	562.1114873911176	619.4237159923117	586.481562581506	1435.4557432772192	1296.810150357204	1604.9298194529777	1466.3754069172833
ENSG00000002587.10	HS3ST1	16.3532624514878	30.243841107954314	41.823083938493504	255.549801729043	232.6512341936436	232.86872524562867	281.73817734224224	240.43817039860855	481.96621375951935	450.82870189204027	388.21875852697195	73.40169511752678	72.76774005537015	59.8398525776673	104.757140831981	103.03285572941422	119.5056608684918	33.38269170412138	82.73918928060287	70.2595918459715	62.71291048451274
ENSG00000002746.15	HECW1	715.1826778783999	778.7789085298235	655.2283150363983	204.07214382678973	223.20782616364332	167.73062028181644	708.8073601913425	752.8778231400446	115.31154273124949	141.90733957860832	97.98790780127898	403.2326887625173	389.8913479509956	348.3215299297052	378.14772788129727	247.7694863969247	315.33426481265906	273.55261257543907	271.85733620769514	325.2015394013538	275.75235639513693
ENSG00000002834.19	LASP1	2556.5600299159264	2573.246814268446	2421.9367698927604	3793.7195386178432	3733.58013840648	4207.921580662269	2901.5207766106037	3372.632714510212	5025.060823085231	5050.809694078621	4746.347610260046	2782.5915330916973	2916.0998051818706	2896.4274911847024	3601.771939662176	3689.5575004056905	3571.110336540814	3675.805275420476	3247.091040542843	3529.0389275776542	3278.5940701829823
ENSG00000002919.15	SNX11	207.14132438551218	255.8124893714469	262.3447992505502	617.7318948270391	541.7082242663805	731.9894545308398	689.6848594667559	571.8529458129068	440.52612809047656	378.7834371829007	349.02359540646034	552.8958853008511	717.79536178075	676.9941530428629	449.68918991289405	489.40606471471756	461.9546554580356	622.2162814851512	457.5983733682322	637.3548688884558	673.2415390249162
ENSG00000002933.9	TMEM176A	5.4510874838292676	3.780480138494289	10.13892943963479	24.819585060014965	21.462290977273394	43.153994538525595	20.397334106225685	11.139992450900783	55.85402851044897	30.56465775539256	71.85779905427124	52.429782226804846	31.442850641209326	24.1145674566719	32.3639947285795	46.61010140140167	39.16572078883345	136.31265779182894	132.55155833729236	169.62672888527405	202.89471039107062
ENSG00000003056.8	M6PR	1118.5631516817657	1058.534438778401	1205.2652371365855	1555.3606637609378	1364.143214515497	1564.9429717555884	1189.4195450692853	1372.0757368692798	2092.7243262866605	1901.5583503533514	2221.992461665193	1663.4539997413538	1701.5074032700131	1641.576851309739	1611.386263854537	1617.8611512749687	1741.368201226595	1389.0908936881617	1442.0258703190786	1342.9619127129981	1568.7450107964144
ENSG00000003096.15	KLHL13	650.8598455692145	584.71426142045	773.0933697721526	1175.71293673182	1086.8504150891247	1205.8691681425737	1402.3167198030158	1289.4541261917657	189.1829997934562	244.51726204314048	302.3626869296608	1064.8012135880185	1094.2112023140844	1250.3849792348392	1205.132961603684	1173.8386063458263	1162.9206326530548	1194.3585254141203	1013.9772074082045	1190.3982275617457	1120.5321505688673
ENSG00000003137.9	CYP26B1	52.33043984476097	47.886081754261	54.49674573803699	133.29036421119147	202.60402682546086	192.9716359552937	305.9600115933853	308.206457808255	109.90631416572216	146.27371925795012	102.65399864895892	52.429782226804846	88.03998179538611	64.30551321779173	436.0622447640185	391.2795354486088	357.5127333544797	105.71185706305103	115.66600950451625	138.51176678205812	100.52510651193954
ENSG00000003147.19	ICA1	336.87720650064875	385.6089741264175	314.3068126286785	204.07214382678973	268.70788303546294	254.85283567091528	193.774674009144	222.79984901801566	30.629628537988143	67.67888502979781	42.92803579865555	197.32663492633824	192.25057249196558	273.29843117561484	121.79082226807547	110.39234542437238	137.58214738641493	250.37018778091033	232.17629645067132	216.8010262675692	233.32891694973122
ENSG00000003249.15	DBNDD1	327.06524902975605	376.78785380326417	375.1403892664872	482.60304283362433	539.1327493491077	604.1559235393582	373.5261808202578	427.9613766554384	323.4128425040513	229.2349331654442	267.8336146568292	462.33535236364276	422.23256575338235	462.6424423168905	486.3116050004972	496.76555440967576	533.2563522787324	419.1382402850795	428.04866291087404	469.7355569130666	450.0573575947385
ENSG00000003393.16	ALS2	951.7598746765901	855.6486713458742	970.8024938450311	1204.2094973562816	1153.8127629382177	1280.7779888509576	1203.4427122673153	1207.7608482184933	1389.143741340521	1570.8050896432105	1420.358054033777	1205.8849912165115	1113.9752798599875	1240.5605258265655	1391.6517733289184	1473.1245206074582	1332.638756071333	1530.0400364388963	1205.6281866602133	1265.6763616824294	1258.8694531082338
ENSG00000003402.21	CFLAR	397.92938631953655	448.61697643465567	310.50471408881543	221.53777775791136	198.31156863000618	159.58835716133993	196.3243407724222	240.43817039860855	642.3213278701631	685.5216096566618	651.3862823361212	240.22372947554223	327.00564666857696	203.63412518967382	277.6490074083399	312.77831203572174	313.3257663106676	194.73236827404136	263.4145617913071	228.8455277268786	223.1841814301777
ENSG00000003436.16	TFPI	175.52501697930242	119.71520438565248	160.95550485420227	920.163135002777	916.8690705491194	810.1551804874144	947.2012025578551	690.6795319558485	1180.1415701401315	1541.3320268076534	1601.4023789237592	414.67191397563835	360.2452316321411	442.993535500343	2111.32481400391	2056.9773697408054	2104.906430087049	1010.7537210414528	1061.2567441399776	974.600909749119	1146.355113709549
ENSG00000003509.16	NDUFAF7	255.1108942432097	259.5929695099412	306.7026155489524	241.76114336236802	154.52849503636844	180.7582412745789	226.92034193176073	173.59821569320385	200.8943283520987	310.0129572332674	309.82843228594874	179.21452833889657	227.28689177788453	204.52725731769868	206.1075453767431	231.823925391182	222.94333372105194	263.35234566584643	268.4802264411399	205.76023326320225	229.63992221534812
ENSG00000003756.17	RBM5	689.0174579560194	690.5677052982902	685.6451033553026	583.7198708559075	608.6705721154735	639.1676549574073	929.3535352149078	804.8644545775816	690.968384959909	700.803938534358	581.3949196209219	1154.4084777574667	1204.710363138906	1191.4382587851967	791.2145027065882	810.7704480612239	696.9489801910363	688.0543679016127	683.8647277274318	732.7071721079885	625.2846074779359
ENSG00000003987.14	MTMR7	885.2566073738731	824.144670191755	781.9649330318331	557.9810419047809	476.4628596954694	392.4570824069686	543.0790205782588	605.2729231656092	212.60565691074123	241.24247728363414	184.77719756812607	538.5968537844498	543.5121325123326	661.8109068664398	396.8847774610012	553.1883087376883	451.9121629480783	697.3273378194243	556.3788340399724	526.9469388447862	561.6494483098273
ENSG00000003989.18	SLC7A2	121.01414214100974	113.41440415482867	107.72612529611963	78.13573074449155	79.83972243545703	101.77828900595658	136.40717183538425	109.54325910052437	650.4291707184541	768.4828235641559	709.2458088473526	44.80363208472414	49.41019386475751	47.33600278531891	797.1762912092213	759.2540201965168	889.7648363822163	293.02584940284316	288.7428850404712	213.78990090274186	251.77389062164673
ENSG00000004059.11	ARF5	552.7402708602878	538.0883397123538	661.56514593617	1020.3607191339486	914.2935956318466	1119.5611790655225	1132.0520428955253	1010.0259822150043	562.1437708148412	513.0496123226609	465.6758665984591	659.661987289981	724.0839319089919	728.7958164683063	506.75202272381057	509.03137056793935	611.5877938563992	687.1270709098317	644.1836879704081	806.9815977737298	811.5788415642825
ENSG00000004139.14	SARM1	728.2652878395901	717.0310662677501	610.8704987379961	674.7250160759625	682.500853077294	658.709086446551	845.2145320267268	969.1793432283681	895.4661990223593	711.7198877327126	692.4478817957047	748.3159826916692	828.2945226055714	783.2768762778243	614.9158998430105	624.3300424556171	585.4773133305102	765.9473152112294	783.4894658408108	774.8629272155714	718.4317245211092
ENSG00000004142.12	POLDIP2	1277.7349062095802	1198.4122039026897	1178.6505473575442	2170.3348269146422	2112.747923802793	2360.4420786261453	1928.8229064199663	1681.2105273817765	2381.0031831147844	2256.3266992998724	2494.492167169702	1407.02470121389	1616.1625229581593	1608.5309625728182	1884.7768509038533	2009.1406867235773	2035.6132317683437	1820.2839948663961	1705.4404321103857	1910.0571897554823	2013.2688762895782
ENSG00000004399.13	PLXND1	56.691309831824384	55.44704203124957	41.823083938493504	97.43985245783654	137.35866225454973	107.47787319029015	52.26816864720332	90.04827231144799	1420.6742413060972	1351.3945107562854	1174.9216754458116	39.08401947816361	29.646116318854506	33.04588873692075	351.74552165535084	429.30356553922593	294.24503054174875	210.4964171343209	318.2925954978294	377.3943790583612	245.31814983647632
ENSG00000004455.18	AK2	851.4598649741316	940.0793944389133	916.3057481069941	889.8280865960921	983.8314183982125	911.1192431813233	1176.6712112528942	1130.7092337664294	1262.120870050629	1224.7695000553733	1270.1099287384827	1320.277243347722	1356.534413377888	1314.690492452631	1083.3421393356084	1059.7665160739748	1141.8313983821445	1453.074386121061	1413.3204373033593	1402.1807115546028	1483.898131905603
ENSG00000004468.13	CD38	6.541304980595121	2.520320092329526	6.336830899771743	255.549801729043	235.2267091109164	299.63528283353617	101.98667053112842	90.97660501568973	393.6808138559064	415.89766445730595	481.54057548057096	35.27094440712326	35.93468644709637	41.084077889144716	51.95272838008814	45.38351978557532	78.3314415776669	16.69134585206069	25.328323249164143	12.0445014593094	19.367222355511288
ENSG00000004478.8	FKBP4	1680.0251625161802	1747.8419840305264	1593.0792882026162	2198.8313875391036	2287.880218177344	2428.0228625261	1534.8993914934827	1678.4255292690511	1567.5162840029227	1588.2706083605779	1565.0068703118557	2380.3121130969403	2571.1268152897455	2505.235619109803	2137.7270202298564	2573.368230003703	2427.2704396566783	2618.686704789966	2583.4889714147425	2779.268711735644	2758.445812634965
ENSG00000004487.18	KDM1A	4023.9927805627653	4109.381910543292	3860.397384140946	2712.688722670525	2755.758161481904	2795.2389292595917	4302.56266303198	4307.463747681636	1942.2787978794834	1822.9635161251992	1933.6280472785718	6059.929556650881	5907.662451902644	5912.53468752474	2905.094368925912	3017.390774932845	3162.380891385552	4209.001045694637	4011.1621252259615	4115.204665264045	4098.473149899627
ENSG00000004534.15	RBM6	601.8000582147512	584.71426142045	551.3042882801417	463.2989211202794	467.87794330456	370.47297198168195	595.3471892254621	736.1678344636933	622.5021564632297	606.9267754285095	553.3983745348422	674.9142875741425	846.2618658291195	754.696648181028	722.2280928904056	766.6135098914749	633.6812773783053	548.9598191344404	701.5945540018467	630.3289097038586	565.3384430442104
ENSG00000004660.15	CAMKK1	158.08153703104875	158.78016581676016	145.7471106947501	75.37799907115657	54.08497326272896	117.24858893486198	81.58933642490274	102.1165974665905	21.620914262109277	28.381467915721664	23.330454238399756	101.99975815032943	85.34488031185388	84.84755216236408	57.06283281091648	78.50122341288703	67.28469981671387	93.65699616989608	71.76358253929841	84.3115102151658	115.28108544947195
ENSG00000004700.16	RECQL	1234.126206338946	1168.1683627947355	1202.730504776677	942.224988389457	846.4727561436628	732.8036808428874	889.8337003840954	725.0278420127926	1246.806055781635	1520.5917233307798	1453.0206899675368	753.0823265304697	720.4904632642822	794.8875939421478	1025.4276224528871	1280.5512069227198	1204.0948519438796	1299.1430854853902	1250.37489106707	1053.8938776895725	1002.4843190686081
ENSG00000004766.17	VPS50	766.422900226395	718.291226313915	698.3187651548461	709.6562839382057	646.4442042354747	638.3534286453597	871.986033041148	730.597838238243	498.1818994561013	584.0032821119651	510.47033873618665	551.942616533091	658.503129143041	543.0243338391301	613.212531699401	686.8857048627615	553.341337298647	675.0722100166768	632.3638037874648	533.9728980293834	607.7618824896161
ENSG00000004776.13	HSPB6	0	1.260160046164763	2.5347323599086975	2.7577316733349964	3.4339665563637434	5.699584184333569	5.099333526556421	12.068325155142514	214.407399765917	172.4719973340009	178.24467038137414	9.532687677600881	12.57714025648373	0.8931321280248852	50.249360236478694	49.063264633054395	43.18271779281637	23.182424794528732	20.262658599331314	17.06304373402165	13.833730253936634
ENSG00000004777.19	ARHGAP33	389.20764634540967	531.78753948153	422.0329379247981	322.6546057801946	347.689113831829	272.76581453596367	882.1847000942608	861.4927495363272	155.85075697270437	86.23599866700044	144.64881627807847	542.4099288554902	527.3415236111392	640.3757357938426	344.9320490809131	420.7174942284414	512.1671180078221	291.1712554192809	434.80288244398446	466.72443154823924	391.03344184460883
ENSG00000004779.10	NDUFAB1	367.40329641009265	393.1699344034061	425.83503646466113	853.9775748427371	1059.3786826382147	1110.6046896329983	1115.479208934217	830.85777029635	470.2548852008768	475.9353850482556	595.3931921639618	707.3254256779854	905.5540984668286	749.3378554128786	568.9249599655553	569.133869743431	744.1486949878355	905.9691609701829	1038.4612532157298	968.5786590194642	1247.8024689050844
ENSG00000004799.8	PDK4	26.165219922380484	27.723521015624787	17.74312651936088	212.3453388467947	213.76441813364303	208.4419358841991	54.81783541048153	42.703304395119666	691.8692563874969	556.7134091160788	586.9942286381379	49.56997592352458	46.71509238122528	57.16045619359265	57.06283281091648	38.02403009061715	126.53540562546192	35.23728568768367	20.262658599331314	45.16688047241025	33.200952609447924
ENSG00000004838.14	ZMYND10	55.60109233505853	57.9673621235791	55.76411191799134	280.36938678905796	309.91548171182785	333.01856162748993	276.63884381568585	193.09320248228022	502.68625659404074	484.6681444069392	586.0610104686018	23.831719194002204	55.698763992999375	113.42778025916041	195.03565244328172	180.3074975264749	221.9390844700562	174.33183445485608	182.36392739398184	175.64897961492875	168.77150909802694
ENSG00000004848.8	ARX	5.4510874838292676	1.260160046164763	1.2673661799543487	11.030926693339985	3.4339665563637434	2.442678936142958	8.923833671473737	0.9283327042417319	74.77232848979459	63.31250535045602	54.12665383308743	27.644794265042556	25.15428051296746	11.610717664323507	26.402206225946433	13.492397774089959	26.110480525888967	50.07403755618206	43.90242696521785	45.16688047241025	43.34568812900145
ENSG00000004864.14	SLC25A13	634.5065831177268	578.4134611896262	631.1483576172657	880.6356476849754	758.0481173172964	740.9459439633639	701.1583599015079	620.1262464334769	853.1252419257286	814.3298101972447	721.3776450513204	847.4559345387183	959.4561281374731	816.322765014745	647.2798945715899	647.635093156318	683.8937399280918	1397.436566614192	1177.7670310861326	1395.1547523700056	1468.2199042844748
ENSG00000004866.22	ST7	571.2739683053072	633.8605032208758	627.3462590774026	412.74050710913775	421.5193947936495	478.76507148401976	1032.6150391276753	932.9743677629406	291.88234253847526	402.79852541928057	364.88830428857216	1047.642375768337	1012.4597906469403	1098.5525174706088	546.7811740986325	630.462950534749	579.4518178245359	688.9816648933939	628.9866940209096	562.076734767772	729.4987087242584
ENSG00000004897.12	CDC27	2242.5773908473607	2308.613204573846	2391.519981573856	1846.760977243336	1694.6624955655072	1783.1556233843594	1670.0317299472279	1687.7088563114685	1927.8648550380774	2222.4872567849734	2284.518079024104	2303.097342908373	2796.6169727452752	2587.4037748880924	2013.3811457463667	1953.9445140113912	2045.655724278301	2423.027039524143	2046.5285185324628	1968.2722801421446	1956.08945790664
ENSG00000004948.16	CALCR	7.631522477360974	15.121920553977157	3.802098539863046	14.707902257786646	17.169832781818716	2.442678936142958	10.198667053112842	14.85332326786771	18.01742855175773	45.84698663308884	16.797927051647825	40.037288245923705	56.597131154176786	43.76347427321937	63.87630538535427	51.51642786470711	68.28894906770961	28.74620674521563	66.69791788946557	100.370845494245	54.41267233215076
ENSG00000004961.15	HCCS	413.19243127425847	347.8041727414746	408.09190994530024	572.6889441625675	511.6610168981978	498.30650297316345	365.87718053042323	392.6847338942526	524.30717085615	494.4924986854582	489.93953900639485	453.75593345380196	584.8370219264934	537.6655410709809	438.61729697943264	447.70228977662134	550.3285895456597	645.3987062796799	481.2381417341187	621.2955336093765	676.0082850757035
ENSG00000004975.12	DVL2	266.01306921086825	294.87745080255456	287.69212284963714	386.0824342668995	342.5381639972834	468.99435573944794	479.3373514963036	507.79798922022735	621.6012850356417	566.5377633945978	572.995956095098	596.7462486178152	707.9133230077985	568.9251655518518	544.2261218832184	608.3844814498744	604.5580490994291	451.5936349974197	347.84230595518756	409.5130496165196	437.14587602439764
ENSG00000005007.14	UPF1	827.4750800452828	838.0064306995674	751.5481447129288	634.2782848670491	694.5197360245671	631.8396181489785	592.7975224621839	627.5529080674107	1116.1796987813914	962.7867192948656	864.160024990327	750.2225202271894	671.0802693995247	702.8949847555846	798.8796593528308	688.1122864785879	787.3314127806519	560.0873830358142	581.7071572891365	681.5180409059236	620.673364059957
ENSG00000005020.13	SKAP2	41.428264877102436	51.66656189275528	35.48625303872176	107.55153526006485	124.4812876681857	74.09459439633639	124.93367140063232	82.62161067751414	194.5882283589835	222.6853636464315	187.57685207673404	241.1769982433023	211.11628287669117	197.3822002934996	229.95469938727538	223.23785408039748	138.58639663741067	97.36618413702068	107.2232350881282	82.3040933052809	84.84687889081135
ENSG00000005022.6	SLC25A5	1908.9708368370095	2195.198800419017	2429.5409669724863	3692.60271059556	3397.051415882833	4087.4160864792166	4419.847334142778	3670.627512571808	3288.180710695786	3169.9916472021428	3513.5664083030033	3775.897589097709	4344.503591453951	4237.91194747808	3370.1138721312914	4050.1724954586402	3878.4106073455073	3687.860136313631	3995.120853834824	4200.519883934154	4898.98500726076
ENSG00000005059.16	MCUB	651.9500630659804	626.2995429438872	686.912469535257	414.5789948913611	480.75531789092406	522.733292334593	929.3535352149078	779.7994715630548	882.8539990361288	861.2683917501689	940.6839148922782	145.8501214672935	188.65710384725594	209.886050085848	407.1049863226579	399.8656067593933	378.60196762539	531.3411762905986	519.2306266078649	499.84681056134013	602.2283903880415
ENSG00000005075.16	POLR2J	218.0434993531707	265.893769740765	229.3932785717371	395.27487317801615	478.17984297365126	438.05375588163713	414.3208490327092	410.3230552748455	482.8670851871072	466.11103076973654	437.67932151237943	241.1769982433023	299.15626467207727	229.5349569023955	317.6781587831619	354.482086973818	354.4999856014925	321.7720561480588	372.32635176271293	334.2349154958359	427.0011405048441
ENSG00000005100.13	DHX33	826.3848625485169	827.9251503302494	695.7840327949374	345.6357030579862	370.00989644819333	244.26789361429582	364.6023471487841	302.6364615828046	450.4357137939433	433.3631831746731	581.3949196209219	554.8024228363713	431.2162373651565	526.9479555346823	370.48257123505476	429.30356553922593	422.7889346692021	530.4138792988174	534.4276205573634	649.3993703477652	492.4807970401442
ENSG00000005102.14	MEOX1	21.80434993531707	15.121920553977157	12.673661799543487	16.546390040009978	14.594357864545909	22.798336737334274	0	8.354994338175587	6.306099993115206	6.5495695190126915	27.996545086079706	0	4.491835805887046	1.7862642560497703	0.8516840718047236	0	0	293.95314639462435	381.61340362073975	329.2163732211236	302.4975682194144
ENSG00000005108.17	THSD7A	6544.575633085418	5874.866135220125	5705.682542154477	1101.2541815517752	1054.2277328036691	773.5149964452701	2454.0542596552777	2859.264729064534	116.21241415883738	160.46445321581095	111.98618034431883	3564.27192265497	3144.2850641209325	3552.879605282993	1825.1589658775226	1631.3535490490585	1639.9390268760262	2027.0712240335924	1795.7781183657378	1868.905143102842	1464.5309095500916
ENSG00000005156.12	LIG3	819.8435575679218	772.4781082989998	718.5966240341157	486.280018398071	647.3026958745656	374.5441035419202	539.2545204333416	565.3546168832147	557.6394136769018	558.8965989557497	494.60562985407483	755.94213283375	712.4051588136856	746.6584590288039	574.0350643963837	533.5630028844665	481.0353912269544	486.8309206851034	700.750276560208	499.84681056134013	416.85640498529057
ENSG00000005175.10	RPAP3	1337.6968685317022	1329.468848703825	1337.0713198518379	871.4432087738588	905.7086792409373	771.0723175091271	697.3338597565905	681.3962049134312	896.3670704499472	877.6423155477007	811.8998074963115	806.4653775250346	1010.6630563245855	835.9716718312925	854.2391240201378	902.7640692482008	958.053785449926	933.7880707236174	1124.577552262888	830.0668922374061	820.8013284002403
ENSG00000005187.12	ACSM3	248.56958926261458	196.58496720170305	205.3133211526045	45.042950664471604	55.80195654091083	68.39501021200283	197.5991741540613	110.47159180476609	51.34967137250953	50.21336631243064	61.59239918937536	110.57917706017022	93.43018476245057	125.9316300515088	47.69430802106452	85.86071310784519	74.31444457368399	190.0958833151356	151.12566205334605	142.5266006018279	150.32653542611143
ENSG00000005189.20	REXO5	104.66087968952193	129.7964847549706	115.33032237584572	75.37799907115657	59.23592309727457	58.62429446743099	132.58267169046695	124.39658236839207	91.88888561396443	87.32759358683589	99.85434414035095	88.65399540168819	81.75141166714424	83.06128790631432	107.31219304739517	128.79106966176778	72.30594607169252	137.2399547836101	104.6904027632118	106.3930962238997	172.46050383241004
